district_2020,ps_2020,gp_2020,reservation_2020
Tonk,Piplu,Gahlod,General
Tonk,Piplu,Hadikala,General (Woman)
Tonk,Piplu,Jawali,General (Woman)
Tonk,Piplu,Jhirana,SC
Sikar,Ajitgarh,Kishorpura,General (Woman)
Sikar,Ajitgarh,Mokalwas,General
Sikar,Ajitgarh,Pithalpur,General (Woman)
Sikar,Ajitgarh,Raipur Jagir,OBC (Woman)
Sikar,Ajitgarh,Sakrai,SC
Sikar,Ajitgarh,Sanwalpura Tandaran,General
Sikar,Ajitgarh,Sihori,OBC
Tonk,Piplu,Joula,OBC (Woman)
Tonk,Piplu,Kashipura,ST (Woman)
Tonk,Piplu,Kathamana,General
Tonk,Piplu,Kureda,SC
Tonk,Piplu,Loharwada,SC (Woman)
Sikar,Ajitgarh,Tatera,OBC
Sikar,Ajitgarh,Toda,General (Woman)
Tonk,Piplu,Naner,General
Tonk,Piplu,Nathdi,General (Woman)
Tonk,Piplu,Nimheda,General
Tonk,Piplu,Pasrotia,OBC
Tonk,Piplu,Peepalu,General (Woman)
Sirohi,Abu Road,Amthala,ST
Tonk,Piplu,Pyawadi,SC (Woman)
Tonk,Piplu,Ranoli,OBC (Woman)
Tonk,Piplu,Sandeda,SC
Tonk,Piplu,Sohaila,SC (Woman)
Sirohi,Abu Road,Aval,ST (Woman)
Sirohi,Abu Road,Bahadurpura,ST (Woman)
Sirohi,Abu Road,Bhesasingh,ST
Sirohi,Abu Road,Chanar,ST (Woman)
Sirohi,Abu Road,Chandela,ST (Woman)
Sirohi,Abu Road,Deldar,ST
Sirohi,Abu Road,Dhamsara,ST
Sirohi,Abu Road,Doytara,ST
Sirohi,Abu Road,Ganka,ST
Sirohi,Abu Road,Girvar,ST (Woman)
Sirohi,Abu Road,Jambudi,ST (Woman)
Sirohi,Abu Road,Jayadara,ST
Sirohi,Abu Road,Khadat,ST
Sirohi,Abu Road,Kivarli,ST
Sirohi,Abu Road,Kyariya,ST (Woman)
Sirohi,Abu Road,Madurala,ST
Sirohi,Abu Road,Maval,ST (Woman)
Sirohi,Abu Road,Moongthala,ST
Sirohi,Abu Road,Morthala,ST (Woman)
Sirohi,Abu Road,Nichalagarh,ST (Woman)
Sirohi,Abu Road,Ore,ST (Woman)
Sirohi,Abu Road,Oriya,ST (Woman)
Sirohi,Abu Road,Paba,ST
Sirohi,Abu Road,Santpur,ST (Woman)
Sirohi,Abu Road,Siyava,ST
Sirohi,Abu Road,Surpagla,ST (Woman)
Sirohi,Pindwara,Aaprikheda,ST (Woman)
Sirohi,Abu Road,Tleti,ST
Sirohi,Abu Road,Umrani,ST (Woman)
Sirohi,Abu Road,Upala Khejara,ST (Woman)
Sirohi,Abu Road,Upalagarh,ST
Sirohi,Abu Road,Wasda,ST
Sirohi,Pindwara,Achapura,ST (Woman)
Sirohi,Pindwara,Ajari,General (Woman)
Sirohi,Pindwara,Amali,ST
Udaipur,Kherwada,Badla,ST
Sirohi,Pindwara,Basantgarh,ST
Sirohi,Pindwara,Bharja,General
Sirohi,Pindwara,Bhavari,General (Woman)
Udaipur,Kherwada,Banjaria,ST (Woman)
Udaipur,Kherwada,Barothi Bhilan,ST
Udaipur,Kherwada,Barothi Brahman,ST (Woman)
Udaipur,Kherwada,Bavalvada,ST (Woman)
Udaipur,Kherwada,Bayadi,ST
Udaipur,Kherwada,Bhanda,ST
Udaipur,Kherwada,Bhankhra,ST (Woman)
Udaipur,Kherwada,Bhatki,ST (Woman)
Sirohi,Pindwara,Bhimana,General
Sirohi,Pindwara,Bhula,ST (Woman)
Sirohi,Pindwara,Dhadiveri,ST
Udaipur,Nayagaon,Asariwada,ST
Udaipur,Kherwada,Dhikwas,ST
Udaipur,Kherwada,Heeka,ST
Udaipur,Kherwada,Jawas,ST
Udaipur,Kherwada,Jhuthari,ST (Woman)
Udaipur,Kherwada,Kanpur,ST
Sirohi,Pindwara,Dhanari,General
Sirohi,Pindwara,Dhanari,SC
Sirohi,Pindwara,Dungari,OBC (Woman)
Sirohi,Pindwara,Gharat,ST
Sirohi,Pindwara,Ishara,ST (Woman)
Sirohi,Pindwara,Janapur,General (Woman)
Udaipur,Nayagaon,Bhamtawada,ST (Woman)
Udaipur,Nayagaon,Chhani,ST
Udaipur,Nayagaon,Chittoda,ST
Udaipur,Nayagaon,Dabaycha,ST (Woman)
Udaipur,Kherwada,Karchhakala,ST (Woman)
Udaipur,Kherwada,Karnauva,ST
Udaipur,Kherwada,Katar,ST
Sirohi,Pindwara,Jhadoli,General
Sirohi,Pindwara,Kachholi,General
Sirohi,Pindwara,Kalamahadev Kheda,General (Woman)
Sikar,Khandela,Aabhawas,General (Woman)
Udaipur,Nayagaon,Dairy,ST
Udaipur,Nayagaon,Demat,ST
Udaipur,Nayagaon,Ghati,ST (Woman)
Udaipur,Nayagaon,Guda,ST (Woman)
Udaipur,Nayagaon,Harshavada,ST (Woman)
Udaipur,Kherwada,Katarwas,ST (Woman)
Udaipur,Kherwada,Khandiovari,ST
Udaipur,Kherwada,Khanmeen,ST
Udaipur,Kherwada,Kherwada,ST (Woman)
Udaipur,Kherwada,Larathi,ST
Udaipur,Kherwada,Magra,ST (Woman)
Sirohi,Pindwara,Keir,ST (Woman)
Sirohi,Pindwara,Kojara,General (Woman)
Sirohi,Pindwara,Lotana,ST
Sirohi,Pindwara,Malap,ST (Woman)
Sirohi,Pindwara,Mandwara Dev,ST
Sikar,Khandela,Barsingh Pura,General
Sikar,Khandela,Basdi,General (Woman)
Sikar,Khandela,Bavwadi,OBC (Woman)
Sikar,Khandela,Bhadwadi,OBC (Woman)
Sikar,Khandela,Chokadi,General (Woman)
Udaipur,Nayagaon,Jayra,ST (Woman)
Udaipur,Nayagaon,Jhanjhri,ST
Udaipur,Nayagaon,Kanbai,ST
Udaipur,Nayagaon,Karawada,ST (Woman)
Udaipur,Nayagaon,Khedaghati,ST
Udaipur,Kherwada,Navaghara,ST
Udaipur,Kherwada,Palsiya,ST (Woman)
Udaipur,Kherwada,Parbeela,ST
Udaipur,Kherwada,Pograkla,ST (Woman)
Udaipur,Kherwada,Saroli,ST (Woman)
Udaipur,Kherwada,Subari,ST (Woman)
Udaipur,Kherwada,Sulai,ST
Sirohi,Pindwara,Mandwara Khalsa,ST (Woman)
Sirohi,Pindwara,Moras,ST (Woman)
Sirohi,Pindwara,Nadiya,General
Sirohi,Pindwara,Nagpura,ST (Woman)
Sirohi,Pindwara,Naya Sanwara,General (Woman)
Sirohi,Pindwara,Nitora,General (Woman)
Udaipur,Kotda,Badali,ST (Woman)
Udaipur,Jhadol,Adol,ST
Sikar,Khandela,Chomu Purohitan,OBC (Woman)
Sikar,Khandela,Dadiya Rampura,OBC
Sikar,Khandela,Dhalyawas,General
Sikar,Khandela,Dhani Guman Singh,General (Woman)
Sikar,Khandela,Doodhwalo Ka Bas,SC
Udaipur,Nayagaon,Mahuwal,ST
Udaipur,Nayagaon,Malifala,ST
Udaipur,Nayagaon,Nagar,ST (Woman)
Udaipur,Nayagaon,Nyagaown,ST
Udaipur,Nayagaon,Patia,ST
Udaipur,Kherwada,Sundra,ST (Woman)
Udaipur,Kherwada,Vagpur,ST (Woman)
Sirohi,Pindwara,Panchdeval,ST
Sirohi,Pindwara,Paniya,General (Woman)
Sirohi,Pindwara,Peshua,General
Sirohi,Pindwara,Rampura,General
Sirohi,Pindwara,Rohira,OBC
Udaipur,Kotda,Bakeria,ST (Woman)
Udaipur,Kotda,Bankavas,ST (Woman)
Udaipur,Kotda,Bhakhel,ST (Woman)
Udaipur,Kotda,Bhootwad,ST (Woman)
Udaipur,Kotda,Bikarni,ST
Udaipur,Kotda,Bilvan,ST
Udaipur,Jhadol,Aodha,ST (Woman)
Udaipur,Jhadol,Atatiya,ST
Udaipur,Jhadol,Badrana,ST (Woman)
Udaipur,Jhadol,Baghpura,ST
Udaipur,Jhadol,Brahmno Ka Kherwara,ST (Woman)
Udaipur,Jhadol,Chandwas,ST (Woman)
Udaipur,Jhadol,Chokhlabara,ST (Woman)
Udaipur,Jhadol,Devas,ST (Woman)
Sikar,Khandela,Dulhepura,General (Woman)
Sikar,Khandela,Garhbhopji,SC (Woman)
Sikar,Khandela,Gokul Ka Bas,General (Woman)
Sikar,Khandela,Govindpura,SC
Sikar,Khandela,Gurara,General
Sikar,Khandela,Jairampura,General (Woman)
Sikar,Khandela,Jaitusar,General
Udaipur,Nayagaon,Phada,ST (Woman)
Udaipur,Nayagaon,Sakalal,ST (Woman)
Udaipur,Nayagaon,Sarera,ST (Woman)
Udaipur,Nayagaon,Thana,ST (Woman)
Sirohi,Pindwara,Sanwara R.,ST (Woman)
Sirohi,Pindwara,Sivera,ST
Sirohi,Pindwara,Telpur,SC (Woman)
Sirohi,Pindwara,Undara,SC
Sirohi,Pindwara,Valoriya,ST
Udaipur,Kotda,Budia,ST
Udaipur,Kotda,Chaampa Ki Naal,ST
Udaipur,Kotda,Dadmiya,ST (Woman)
Udaipur,Kotda,Dang,ST (Woman)
Udaipur,Kotda,Dehri,ST
Udaipur,Kotda,Dhadhamta,ST
Udaipur,Kotda,Dhedmaria,ST
Udaipur,Kotda,Dingavari,ST
Udaipur,Kotda,Gandhisarna,ST
Udaipur,Jhadol,Dhadwali,ST (Woman)
Udaipur,Jhadol,Dmana ( Mugwas),ST (Woman)
Udaipur,Jhadol,Gejwavi,ST
Udaipur,Jhadol,Godana,ST (Woman)
Udaipur,Jhadol,Gogla,ST
Udaipur,Jhadol,Goran,ST
Udaipur,Jhadol,Gorana,ST
Udaipur,Jhadol,Jekada,ST
Udaipur,Jhadol,Jhadol,ST (Woman)
Udaipur,Jhadol,Kada,ST (Woman)
Udaipur,Jhadol,Kanthariya,ST
Sikar,Khandela,Jajod,General
Sikar,Khandela,Jugalpura,ST
Sikar,Khandela,Kasarda,SC
Sirohi,Pindwara,Varli,ST
Sirohi,Pindwara,Vasa,SC
Sirohi,Pindwara,Vatera,General (Woman)
Sirohi,Pindwara,Veervada,General
Udaipur,Kotda,Gaupipla,ST
Udaipur,Kotda,Ghata,ST
Udaipur,Kotda,Gogurudh,ST (Woman)
Udaipur,Kotda,Gura,ST
Udaipur,Kotda,Jed,ST
Udaipur,Kotda,Jogiwar,ST
Udaipur,Jhadol,Keetavaton Ka Baas,ST
Udaipur,Jhadol,Khakhad,ST
Udaipur,Jhadol,Kochela,ST
Udaipur,Jhadol,Lunawaton Ka Kheda,ST (Woman)
Udaipur,Jhadol,Magwas,ST (Woman)
Udaipur,Jhadol,Makradav,ST (Woman)
Udaipur,Jhadol,Manus,ST (Woman)
Sikar,Khandela,Kawant,OBC
Sikar,Khandela,Kerpura,General
Sikar,Khandela,Khatundara,General
Sikar,Khandela,Kotari Dhaylan,General (Woman)
Sikar,Khandela,Kotdi Luharwas,General
Sikar,Khandela,Lakhani,General
Udaipur,Kotda,Juda,ST
Udaipur,Kotda,Kaucha,ST (Woman)
Udaipur,Kotda,Kayari,ST
Udaipur,Kotda,Khajuria,ST
Udaipur,Kotda,Khakharia,ST (Woman)
Udaipur,Kotda,Kham,ST (Woman)
Udaipur,Kotda,Khokhra,ST (Woman)
Udaipur,Kotda,Khuna,ST
Udaipur,Jhadol,Mohammad Falasia,ST
Udaipur,Jhadol,Nenbara,ST
Udaipur,Jhadol,Netaji Ka Bara,ST
Udaipur,Jhadol,Ogra,ST (Woman)
Udaipur,Jhadol,Pipal,ST
Udaipur,Jhadol,Ranpur,ST
Udaipur,Jhadol,Richhavar,ST (Woman)
Udaipur,Jhadol,Rohimala,ST
Udaipur,Jhadol,Saldari,ST
Udaipur,Jhadol,Selana,ST (Woman)
Sikar,Khandela,Lanpua,General (Woman)
Sikar,Khandela,Loharwada,ST (Woman)
Sikar,Khandela,Malakali,OBC
Sikar,Khandela,Malikpur,SC (Woman)
Udaipur,Kotda,Kodarmal,ST (Woman)
Udaipur,Kotda,Kolia,ST
Udaipur,Kotda,Kotada,ST (Woman)
Udaipur,Kotda,Kukawas,ST
Udaipur,Kotda,Lambahaldu,ST
Udaipur,Kotda,Luharacha,ST
Udaipur,Girwa,Alsigarh,ST
Udaipur,Jhadol,Sultanji Ka Kherwara,ST
Udaipur,Jhadol,Thobawara,ST (Woman)
Udaipur,Jhadol,Upreta,ST (Woman)
Sikar,Khandela,Mehero Ki Dhani,OBC (Woman)
Sikar,Khandela,Neemeda,General
Sikar,Khandela,Panahiariwas,General
Sikar,Khandela,Patwari Ka Bas,General (Woman)
Sikar,Khandela,Piplod Ka Bass,SC
Sikar,Khandela,Ralawata,OBC
Udaipur,Kotda,Mahad,ST (Woman)
Udaipur,Kotda,Mahari,ST (Woman)
Udaipur,Kotda,Malva Ka Chourh,ST (Woman)
Udaipur,Kotda,Mamera,ST
Udaipur,Kotda,Mandelwaal,ST
Udaipur,Kotda,Mandhava,ST (Woman)
Udaipur,Kotda,Medi,ST (Woman)
Udaipur,Girwa,Amerpura,ST
Udaipur,Girwa,Bachhar,ST
Udaipur,Girwa,Badi Undari,SC (Woman)
Udaipur,Girwa,Badi Undari,ST (Woman)
Udaipur,Girwa,Balicha,ST (Woman)
Udaipur,Girwa,Bara,ST (Woman)
Udaipur,Girwa,Barapal,ST
Udaipur,Badgaon,Amberi,ST (Woman)
Udaipur,Bhinder,Akola,General (Woman)
Sikar,Khandela,Rampura (Khandela),General
Sikar,Khandela,Royal,General (Woman)
Sikar,Khandela,Sargoth,General
Sikar,Khandela,Sawaipura Pujari Ka Bas,SC (Woman)
Udaipur,Kotda,Merpur,ST (Woman)
Udaipur,Kotda,Mewaron Ka Math,ST (Woman)
Udaipur,Kotda,Nayavas,ST
Udaipur,Kotda,Nichli Subri,ST (Woman)
Udaipur,Kotda,Palchha,ST (Woman)
Udaipur,Kotda,Patharpadi,ST
Udaipur,Kotda,Pavti Kala,ST (Woman)
Udaipur,Girwa,Bedwas,ST
Udaipur,Girwa,Bhoiyon Ki Pacholi,ST
Udaipur,Girwa,Bujara,ST
Udaipur,Girwa,Chanbora,ST (Woman)
Udaipur,Girwa,Charavda,ST
Udaipur,Girwa,Chokdiya,ST (Woman)
Udaipur,Girwa,Dakankotara,ST
Udaipur,Girwa,Devali,ST
Udaipur,Girwa,Dewari,ST (Woman)
Udaipur,Girwa,Dhol Ki Ghati,ST (Woman)
Udaipur,Girwa,Dhol Ki Ghati,ST
Udaipur,Badgaon,Badi,General
Udaipur,Badgaon,Bargaon,General
Udaipur,Badgaon,Bedala,General (Woman)
Udaipur,Badgaon,Bedla Khurd,SC (Woman)
Udaipur,Badgaon,Bhutala,General
Udaipur,Badgaon,Bhuvana,General
Udaipur,Bhinder,Amarpura (Ja),ST (Woman)
Udaipur,Bhinder,Amarpura (Kha),OBC
Udaipur,Bhinder,Badgaon,SC
Udaipur,Bhinder,Bagar,General (Woman)
Sikar,Khandela,Sujana,General (Woman)
Sikar,Khandela,Tapiplya,General (Woman)
Sikar,Khandela,Thikaria Gajsinghpura,General (Woman)
Udaipur,Kotda,Peepli Kheda,ST (Woman)
Udaipur,Kotda,Pipla,ST
Udaipur,Kotda,Sada,ST
Udaipur,Kotda,Samoli,ST
Udaipur,Kotda,Sawan Ka Kyara,ST (Woman)
Udaipur,Kotda,Sulaav,ST (Woman)
Udaipur,Girwa,Dodawali,ST
Udaipur,Girwa,Ghegro Ki Bhagal,ST
Udaipur,Girwa,Gorella,ST (Woman)
Udaipur,Girwa,Javar,ST
Udaipur,Girwa,Kalarwas,ST
Udaipur,Girwa,Kalivas,ST
Udaipur,Girwa,Kanpur,ST (Woman)
Udaipur,Girwa,Kaya,ST (Woman)
Udaipur,Girwa,Khajuri,ST (Woman)
Udaipur,Girwa,Kharpina,ST (Woman)
Udaipur,Badgaon,Chirva,ST
Udaipur,Badgaon,Dhar,ST (Woman)
Udaipur,Badgaon,Ghodan Kalan,ST (Woman)
Udaipur,Badgaon,Iswal,OBC (Woman)
Udaipur,Badgaon,Kadiya,General
Udaipur,Badgaon,Kadmal,General (Woman)
Udaipur,Bhinder,Bansra,OBC (Woman)
Udaipur,Bhinder,Baroriya,General
Udaipur,Bhinder,Bhopa Khera,ST (Woman)
Udaipur,Bhinder,Chargadhiya,ST (Woman)
Udaipur,Bhinder,Dharta,OBC (Woman)
Udaipur,Kotda,Tilarawa,ST (Woman)
Udaipur,Kotda,Tiloi,ST (Woman)
Udaipur,Kotda,Ukhaliyat,ST (Woman)
Udaipur,Kotda,Umriya,ST
Udaipur,Kotda,Uplavas,ST
Udaipur,Kotda,Vagawat,ST (Woman)
Udaipur,Kotda,Vedaghar,ST
Udaipur,Girwa,Lakarwas,ST (Woman)
Udaipur,Girwa,Manvakheda,ST
Udaipur,Girwa,Matun,ST
Udaipur,Girwa,Nai,ST (Woman)
Udaipur,Girwa,Nayakheda,ST
Udaipur,Girwa,Paduna,ST (Woman)
Udaipur,Girwa,Pai,ST (Woman)
Udaipur,Girwa,Pipalwas,ST (Woman)
Udaipur,Girwa,Popalti,ST (Woman)
Udaipur,Badgaon,Kailashpuri,ST
Udaipur,Badgaon,Kathar,General (Woman)
Udaipur,Badgaon,Kavita,ST
Udaipur,Badgaon,Lakhawali,OBC
Udaipur,Badgaon,Losing,General
Udaipur,Badgaon,Loyra,General (Woman)
Udaipur,Bhinder,Dhawariya,ST (Woman)
Udaipur,Bhinder,Heenta,General
Udaipur,Bhinder,Kedariya,General
Udaipur,Bhinder,Kheroda,General (Woman)
Udaipur,Kotda,Zunapadar,ST
Udaipur,Girwa,Saru,ST
Udaipur,Girwa,Saru,ST (Woman)
Udaipur,Girwa,Sarupal,ST (Woman)
Udaipur,Girwa,Savina Khera Gramin,ST
Udaipur,Girwa,Sisarma,ST (Woman)
Udaipur,Girwa,Tidi,ST
Udaipur,Girwa,Tidi,ST (Woman)
Udaipur,Girwa,Titardi,ST
Udaipur,Girwa,Umrda,ST
Udaipur,Badgaon,Madar,ST (Woman)
Udaipur,Badgaon,Rama,General (Woman)
Udaipur,Badgaon,Rebriyon Ka Guda,ST
Udaipur,Badgaon,Sapetiya,General
Udaipur,Badgaon,Sarrai,ST (Woman)
Udaipur,Badgaon,Shobhgpura,General (Woman)
Udaipur,Badgaon,Thikali,ST
Udaipur,Badgaon,Thur,SC
Udaipur,Badgaon,Varda,General
Udaipur,Bhinder,Kundai,ST
Udaipur,Bhinder,Kunthwas,ST
Udaipur,Bhinder,Loonanda,General (Woman)
Udaipur,Bhinder,Motida,General
Udaipur,Bhinder,Nagliya,ST
Udaipur,Bhinder,Panoond,General (Woman)
Udaipur,Girwa,Umrda,ST (Woman)
Udaipur,Girwa,Undrikhurd,ST
Udaipur,Girwa,Zaabla,ST (Woman)
Udaipur,Badgaon,Vati,General (Woman)
Udaipur,Bhinder,Peethal Pura,OBC (Woman)
Udaipur,Bhinder,Salera,General
Udaipur,Bhinder,Sarangpura (B),General (Woman)
Udaipur,Bhinder,Sarangpura (Kanore),ST
Udaipur,Bhinder,Sawna,General
Udaipur,Bhinder,Sihard,ST
Udaipur,Bhinder,Vana,SC (Woman)
Udaipur,Bhinder,Vaniya Talai,OBC
Udaipur,Bhinder,Warni,General
Udaipur,Hrushabhdev,Barna,ST
Udaipur,Hrushabhdev,Bharda,ST
Udaipur,Hrushabhdev,Bhudar,ST (Woman)
Udaipur,Hrushabhdev,Bichhiwara,ST (Woman)
Udaipur,Hrushabhdev,Chikla,ST (Woman)
Udaipur,Hrushabhdev,Dhelana,ST
Udaipur,Hrushabhdev,Gadawat,ST (Woman)
Udaipur,Hrushabhdev,Gadwan,ST
Udaipur,Hrushabhdev,Garnala Kotda,ST
Udaipur,Hrushabhdev,Ghori,ST (Woman)
Udaipur,Hrushabhdev,Gumanpura,ST (Woman)
Udaipur,Hrushabhdev,Jalpaka,ST (Woman)
Udaipur,Hrushabhdev,Kagdar Bhatia,ST
Udaipur,Hrushabhdev,Kalyanpur,ST (Woman)
Udaipur,Hrushabhdev,Kanuwara,ST (Woman)
Udaipur,Hrushabhdev,Ketav,ST (Woman)
Udaipur,Hrushabhdev,Kikawat,ST
Udaipur,Hrushabhdev,Kojawara,ST
Udaipur,Hrushabhdev,Mandvafala,ST
Udaipur,Hrushabhdev,Masaron Ki Obari,ST (Woman)
Udaipur,Hrushabhdev,Nichla Mandava,ST (Woman)
Udaipur,Hrushabhdev,Nla Pipla,ST
Udaipur,Hrushabhdev,Paanva,ST (Woman)
Udaipur,Hrushabhdev,Padari,ST
Udaipur,Hrushabhdev,Pandiyawara,ST (Woman)
Udaipur,Hrushabhdev,Pareda,ST
Udaipur,Hrushabhdev,Pipli A,ST
Udaipur,Hrushabhdev,Pipli B,ST (Woman)
Udaipur,Hrushabhdev,Rishabhdev,ST
Udaipur,Hrushabhdev,Rjol,ST
Udaipur,Hrushabhdev,Sagwara,ST
Udaipur,Hrushabhdev,Shyampura,ST (Woman)
Udaipur,Hrushabhdev,Somawat,ST
Udaipur,Hrushabhdev,Thana,ST (Woman)
Udaipur,Hrushabhdev,Ugmana Kotda,ST
Udaipur,Lasadia,Aggar,ST (Woman)
Udaipur,Lasadia,Anjani,ST (Woman)
Udaipur,Lasadia,Arniya,ST (Woman)
Udaipur,Lasadia,Balicha,ST
Udaipur,Lasadia,Bedas,ST (Woman)
Udaipur,Lasadia,Bedawal,ST
Udaipur,Lasadia,Bharav,ST (Woman)
Udaipur,Lasadia,Chandaji Ka Guda,ST
Udaipur,Lasadia,Devalia,ST
Udaipur,Lasadia,Dhai Kheda,ST (Woman)
Udaipur,Lasadia,Dhamaniya,ST (Woman)
Udaipur,Lasadia,Dhavari,ST (Woman)
Udaipur,Lasadia,Dhikiya,ST
Udaipur,Lasadia,Dholiya,ST (Woman)
Udaipur,Lasadia,Ghata Urf Singavaton Ka Kheda,ST
Udaipur,Lasadia,Kalibheet,ST (Woman)
Udaipur,Lasadia,Khajuri,ST (Woman)
Udaipur,Lasadia,Kun,ST
Udaipur,Lasadia,Lakukaleva,ST
Udaipur,Lasadia,Lasadiya,ST
Udaipur,Lasadia,Mainpuriya Ka Guda,ST (Woman)
Udaipur,Lasadia,Overa,ST
Udaipur,Lasadia,Sati Ki Chori,ST (Woman)
Udaipur,Lasadia,Shobhaji Ka Guda,ST
Udaipur,Lasadia,Tatakia,ST
Udaipur,Lasadia,Tekan,ST
Pali,Sumerpur,Anoppura,OBC
Pali,Sumerpur,Balupura,General
Pali,Sumerpur,Bamnera,General
Pali,Sumerpur,Bankli,General
Pali,Sumerpur,Basant,ST (Woman)
Pali,Sumerpur,Bharunda,ST
Pali,Sumerpur,Birami,General (Woman)
Pali,Sumerpur,Blana,General
Pali,Sumerpur,Chanaud,SC (Woman)
Pali,Sumerpur,Devatra,ST
Pali,Sumerpur,Dhana,General
Pali,Sumerpur,Dhola,SC
Pali,Sumerpur,Dujana,General (Woman)
Pali,Sumerpur,Galthani,General (Woman)
Pali,Sumerpur,Gogra,SC
Pali,Sumerpur,Jawai Baandh,SC (Woman)
Pali,Sumerpur,Khimara,OBC (Woman)
Pali,Sumerpur,Khiwandi,ST
Pali,Sumerpur,Koliwara,OBC (Woman)
Pali,Sumerpur,Korta,General
Pali,Sumerpur,Koselav,General (Woman)
Pali,Sumerpur,Lapod,General (Woman)
Pali,Sumerpur,Netra,SC
Pali,Sumerpur,Novi,SC (Woman)
Pali,Sumerpur,Palari,OBC
Pali,Sumerpur,Pawa,General (Woman)
Pali,Sumerpur,Pomawa,General (Woman)
Pali,Sumerpur,Salodariya,General
Pali,Sumerpur,Sanderaw,ST (Woman)
Pali,Sumerpur,Sindru,General (Woman)
Rajsamand,Railmagra,Aoda,SC
Rajsamand,Railmagra,Bamaniya Kalan,SC
Rajsamand,Railmagra,Banediya,General
Rajsamand,Railmagra,Charana,General (Woman)
Rajsamand,Railmagra,Chokadi,General
Rajsamand,Railmagra,Dhaneria,SC (Woman)
Rajsamand,Railmagra,Gawardi,OBC
Pali,Rohat,Bhakariwala,OBC
Rajsamand,Railmagra,Gilund,General (Woman)
Rajsamand,Railmagra,Gogathala,SC
Rajsamand,Railmagra,Jawasiya,OBC (Woman)
Rajsamand,Railmagra,Jeetawas,General
Rajsamand,Railmagra,Junada,General
Pali,Rohat,Bithu,General (Woman)
Pali,Rohat,Chenda,OBC
Pali,Rohat,Chotila,General (Woman)
Pali,Rohat,Dhabar,OBC
Pali,Rohat,Dholeria Shasan,OBC (Woman)
Pali,Rohat,Diwandi,General (Woman)
Pali,Rohat,Gadwada,SC
Pali,Rohat,Gelawas,General (Woman)
Rajsamand,Railmagra,Kabra,ST (Woman)
Rajsamand,Railmagra,Khad Bamaniya,General (Woman)
Rajsamand,Railmagra,Kotri,OBC
Rajsamand,Railmagra,Kundiya,General (Woman)
Rajsamand,Railmagra,Kuraj,OBC (Woman)
Pali,Rohat,Jhitra,General
Pali,Rohat,Kalali,SC
Pali,Rohat,Khandi,SC
Pali,Rohat,Kharda,SC (Woman)
Pali,Rohat,Khundawas,General
Rajsamand,Railmagra,Lapsaya,ST
Rajsamand,Railmagra,Mehinduriya,General (Woman)
Rajsamand,Railmagra,Pachhmata,General
Rajsamand,Railmagra,Panotiya,General (Woman)
Rajsamand,Railmagra,Pipli Dodiyan,General (Woman)
Pali,Rohat,Kulthana,SC (Woman)
Pali,Rohat,Mandawas,General (Woman)
Pali,Rohat,Nimbali Urra,General (Woman)
Pali,Rohat,Rana,OBC (Woman)
Pali,Rohat,Rohat,General
Pali,Rohat,Sanwalta Kalan,General
Rajsamand,Railmagra,Pipliahiran,General (Woman)
Rajsamand,Railmagra,Rajpura,General
Pali,Rohat,Singari,General (Woman)
Pali,Rohat,Sonai Lakha,General
Pali,Rohat,Vayad,ST
Rajsamand,Railmagra,Relmagara,OBC (Woman)
Rajsamand,Railmagra,Sadari,OBC
Rajsamand,Railmagra,Sakarawas,SC (Woman)
Rajsamand,Railmagra,Sansera,General
Rajsamand,Railmagra,Sindesarkala,ST
Pali,Rani,Balrai,OBC
Pali,Rani,Bhadarlau,SC
Pali,Rani,Bijowa,General (Woman)
Pali,Rani,Busi,General (Woman)
Pali,Rani,Chanchori,General
Pali,Rani,Devali Pabuji,SC
Pali,Rani,Dhariya,General (Woman)
Pali,Rani,Gajanipura,OBC
Pali,Rani,Indarwara,OBC (Woman)
Pali,Rani,Itandra Charnan,OBC (Woman)
Pali,Rani,Itandra Mertiyan,General
Pali,Rani,Jawali,General
Pali,Rani,Jivand Kalan,SC (Woman)
Pali,Rani,Kerali,SC (Woman)
Pali,Rani,Khinwara,OBC
Pali,Rani,Khinwara,SC
Pali,Rani,Khod,General (Woman)
Pali,Rani,Kirva,General (Woman)
Pali,Rani,Kishan Pura,General (Woman)
Pali,Rani,Mandal,OBC
Pali,Rani,Nadana Bhatan,OBC (Woman)
Pali,Rani,Nimbara,General (Woman)
Pali,Rani,Nipal,ST
Pali,Rani,Rani Gaon,General
Pali,Rani,Rani Gaon,SC
Pali,Rani,Salriya,General
Pali,Rani,Sanwalta,SC (Woman)
Pali,Rani,Siwas,General
Pali,Rani,Vandar,SC
Pali,Rani,Varkana,General (Woman)
Rajsamand,Kumbhalgarh,Aantri,ST
Rajsamand,Kumbhalgarh,Alodar,General (Woman)
Rajsamand,Kumbhalgarh,Antaliya,ST (Woman)
Rajsamand,Kumbhalgarh,Aoda,ST
Rajsamand,Kumbhalgarh,Badgaon,ST (Woman)
Rajsamand,Kumbhalgarh,Banokda,ST
Rajsamand,Kumbhalgarh,Dhanin,General
Rajsamand,Kumbhalgarh,Gadhbor,SC
Pali,Sojat,Atbara,SC (Woman)
Rajsamand,Kumbhalgarh,Gajpur,ST
Rajsamand,Kumbhalgarh,Gawar,General
Rajsamand,Kumbhalgarh,Janawad,General
Rajsamand,Kumbhalgarh,Jheelwara,General (Woman)
