district_2020,ps_2020,gp_2020,reservation_2020
S. Madhopur,Gangapurcity,Raipur,General
S. Madhopur,Gangapurcity,Salempur,General (Woman)
S. Madhopur,S.madhopur,Sinoli,ST (Woman)
S. Madhopur,S.madhopur,Soorwal,General (Woman)
S. Madhopur,Gangapurcity,Sewa,SC (Woman)
S. Madhopur,Gangapurcity,Shivala,General (Woman)
S. Madhopur,Gangapurcity,Syaroli,General
S. Madhopur,Gangapurcity,Talawada,General
S. Madhopur,S.madhopur,Sunari,General
S. Madhopur,Gangapurcity,Toksi,ST (Woman)
S. Madhopur,Gangapurcity,Udaikalan,General (Woman)
S. Madhopur,Gangapurcity,Udaikhurd,SC (Woman)
S. Madhopur,Gangapurcity,Umri,SC (Woman)
S. Madhopur,Gangapurcity,Vajirpur,General
S. Madhopur,Bonli,Bagdoli,General
S. Madhopur,Bonli,Bapuai,SC (Woman)
S. Madhopur,Bonli,Baragaon Sarwar,SC (Woman)
S. Madhopur,Bonli,Bas Torda,SC
S. Madhopur,Bonli,Bonli,General (Woman)
S. Madhopur,Bonli,Borda,ST
S. Madhopur,Bonli,Datuli,General
S. Madhopur,Bonli,Galadkala,General (Woman)
S. Madhopur,Bonli,Gotod,General
S. Madhopur,Bonli,Hathdoli,ST (Woman)
S. Madhopur,Bonli,Hindupura,SC
S. Madhopur,Bonli,Jastana,General
S. Madhopur,Bonli,Jhanun,General (Woman)
S. Madhopur,Bonli,Kodyai,General
S. Madhopur,Bonli,Kolada,General
S. Madhopur,Bonli,Kushalpura,SC
S. Madhopur,Bonli,Lakhanpura,ST
S. Madhopur,Bonli,Mamdoli,General (Woman)
S. Madhopur,Bonli,Mamdoli,ST (Woman)
S. Madhopur,Bonli,Mamdoli,SC (Woman)
S. Madhopur,Bonli,Mitrapura,ST
S. Madhopur,Bonli,Moran,SC (Woman)
S. Madhopur,Bonli,Nimod (Rathod),General (Woman)
S. Madhopur,Bonli,Peepalda,ST (Woman)
S. Madhopur,Bonli,Pipalwara,General (Woman)
S. Madhopur,Bonli,Thadoli,General (Woman)
S. Madhopur,Bonli,Udgaon,OBC
S. Madhopur,Chouth Ka Barwada,Adalwarakala,ST
S. Madhopur,Chouth Ka Barwada,Balaria,ST (Woman)
S. Madhopur,Chouth Ka Barwada,Bhagwatgarh,General
S. Madhopur,Chouth Ka Barwada,Bhedola,General (Woman)
S. Madhopur,Chouth Ka Barwada,Binjari,General
S. Madhopur,Chouth Ka Barwada,Chouth Ka Barwada,General (Woman)
S. Madhopur,Chouth Ka Barwada,Dahakava,ST
S. Madhopur,Chouth Ka Barwada,Didyach,SC
S. Madhopur,Chouth Ka Barwada,Isarda,OBC
S. Madhopur,Chouth Ka Barwada,Jhopra,General (Woman)
S. Madhopur,Chouth Ka Barwada,Jola,General
S. Madhopur,Chouth Ka Barwada,Khijuri,General (Woman)
S. Madhopur,Chouth Ka Barwada,Kushalta,General
S. Madhopur,Chouth Ka Barwada,Mahapura,SC (Woman)
S. Madhopur,Chouth Ka Barwada,Mui,SC
S. Madhopur,Chouth Ka Barwada,Pancholas,General
S. Madhopur,Chouth Ka Barwada,Paondera Pavdeda,ST
S. Madhopur,Chouth Ka Barwada,Rajwana,General (Woman)
S. Madhopur,Chouth Ka Barwada,Ravanjana Chour,SC
S. Madhopur,Chouth Ka Barwada,Rawanjana Dungar,General (Woman)
S. Madhopur,Chouth Ka Barwada,Sarsoap,General (Woman)
S. Madhopur,Chouth Ka Barwada,Shivar,SC (Woman)
S. Madhopur,Chouth Ka Barwada,Tapur,ST (Woman)
Bundi,Bundi,Anthada,General
S. Madhopur,Malarna Dungar,Abra,SC (Woman)
S. Madhopur,Malarna Dungar,Aniyala,ST (Woman)
S. Madhopur,Malarna Dungar,Bahted,SC
S. Madhopur,Malarna Dungar,Bharja Nadi,ST
S. Madhopur,Malarna Dungar,Bharoti,General
S. Madhopur,Malarna Dungar,Bhukha,ST
S. Madhopur,Malarna Dungar,Bichchhidauna,General (Woman)
S. Madhopur,Malarna Dungar,Chandanoli,SC
S. Madhopur,Malarna Dungar,Chuck Biloli,OBC
S. Madhopur,Malarna Dungar,Didvada,OBC (Woman)
S. Madhopur,Malarna Dungar,Donaycha,General (Woman)
S. Madhopur,Malarna Dungar,Falsavata,General
S. Madhopur,Malarna Dungar,Gambhira,ST (Woman)
S. Madhopur,Malarna Dungar,Jolanda,General
S. Madhopur,Malarna Dungar,Kahar Urf Badaganv,ST
S. Madhopur,Malarna Dungar,Karel,General
S. Madhopur,Malarna Dungar,Khirni,General
S. Madhopur,Malarna Dungar,Kundli Nadi,ST (Woman)
S. Madhopur,Malarna Dungar,Maksudanpura,General (Woman)
S. Madhopur,Malarna Dungar,Malarnachoud,General (Woman)
S. Madhopur,Malarna Dungar,Malarnadungar,General
S. Madhopur,Malarna Dungar,Neemode,General (Woman)
S. Madhopur,Malarna Dungar,Peelvanadi,General (Woman)
S. Madhopur,Malarna Dungar,Sankada,General (Woman)
S. Madhopur,Malarna Dungar,Shesha,General
S. Madhopur,Malarna Dungar,Shyamoli,SC (Woman)
S. Madhopur,Malarna Dungar,Taranpur,ST
Nagaur,Moulasar,Aakoda,General
Nagaur,Moulasar,Alakhpura,OBC
Nagaur,Moulasar,Baidava,General (Woman)
Nagaur,Moulasar,Bairakhurd,OBC
Nagaur,Moulasar,Bardawa,General (Woman)
Nagaur,Moulasar,Basa,General
Nagaur,Moulasar,Begsar,General (Woman)
Nagaur,Moulasar,Bhandliya,SC
Nagaur,Moulasar,Bhopji Ka Bass (B),OBC (Woman)
Nagaur,Moulasar,Chhaparikalan,General
Nagaur,Moulasar,Chhaparikhurd,General
Nagaur,Moulasar,Dabda,OBC (Woman)
Nagaur,Moulasar,Dakipura,SC
Nagaur,Moulasar,Daudsar,OBC
Nagaur,Moulasar,Deendarpura,General (Woman)
Nagaur,Moulasar,Dhankoli,OBC (Woman)
Nagaur,Moulasar,Khankholi,SC
Nagaur,Moulasar,Khojas,General
Nagaur,Moulasar,Ladariya,SC (Woman)
Nagaur,Moulasar,Molasar,General
Nagaur,Moulasar,Nimbod,General (Woman)
Nagaur,Moulasar,Nunva,General
Nagaur,Moulasar,Phogadi,General (Woman)
Nagaur,Moulasar,Raseedpura,General
Nagaur,Moulasar,Sudrasan,General (Woman)
Nagaur,Moulasar,Thebdi,General (Woman)
Nagaur,Moulasar,Toshina,SC (Woman)
Nagaur,Makrana,Barwali,OBC
Nagaur,Makrana,Bhaiyakalan,SC (Woman)
Nagaur,Makrana,Bharnai,SC
Nagaur,Makrana,Billu,General
Nagaur,Makrana,Borawad,SC
Nagaur,Makrana,Budsu,General
Nagaur,Makrana,Chandi,SC (Woman)
Nagaur,Makrana,Dhana Grawa,General (Woman)
Nagaur,Makrana,Gedhakala,General
Nagaur,Makrana,Gelasar,General
Nagaur,Makrana,Hudiya,OBC (Woman)
Nagaur,Makrana,Indokha,General
Nagaur,Makrana,Itawa Bamaniya (Gachhipura),SC
Nagaur,Makrana,Itawa Lakha,General
Nagaur,Makrana,Jasuri,OBC
Nagaur,Makrana,Jusriya,General (Woman)
Nagaur,Makrana,Kalva Bada,General
Nagaur,Makrana,Kashinagar,SC (Woman)
Nagaur,Makrana,Khardiya,General (Woman)
Nagaur,Makrana,Nandoli Medtiya,General (Woman)
Nagaur,Makrana,Sabalpur,General (Woman)
Nagaur,Makrana,Saphed Bari,General
Nagaur,Makrana,Sarnavada,OBC
Nagaur,Mundwa,Aadvad,SC
Nagaur,Mundwa,Aasawari,General
Nagaur,Mundwa,Balaya,OBC
Nagaur,Mundwa,Bhadora,SC (Woman)
Nagaur,Mundwa,Bodava,General
Nagaur,Mundwa,Bu Narawata,OBC (Woman)
Nagaur,Mundwa,Didiyakalan,General (Woman)
Nagaur,Mundwa,Gaju,General (Woman)
Nagaur,Mundwa,Geloli,General (Woman)
Nagaur,Mundwa,Gothda,General
Nagaur,Mundwa,Gwalu,General (Woman)
Nagaur,Mundwa,Hilodi,General
Nagaur,Mundwa,Inana,SC
Nagaur,Mundwa,Janana,General (Woman)
Nagaur,Mundwa,Jhujhanda,OBC (Woman)
Nagaur,Mundwa,Kadlu,SC
Nagaur,Mundwa,Khajwana,General (Woman)
Nagaur,Mundwa,Kharnal,OBC
Nagaur,Mundwa,Lunasara,OBC
Nagaur,Mundwa,Manakpura,General
Nagaur,Mundwa,Mundiyada,SC
Nagaur,Mundwa,Nimbdi Chandawata,General (Woman)
Nagaur,Mundwa,Paldijodha,OBC
Nagaur,Mundwa,Phidod,OBC (Woman)
Nagaur,Mundwa,Rol,General
Nagaur,Mundwa,Roopathal,General
Nagaur,Mundwa,Run,General (Woman)
Nagaur,Mundwa,Sankhwas,SC (Woman)
Nagaur,Mundwa,Seni,SC (Woman)
Nagaur,Mundwa,Sheelgaon,General
Nagaur,Mundwa,Thirod,General (Woman)
Jodhpur,Phalodi,Udanoyon Ki Dhani,SC
Nagaur,Navan,Barjan,ST
Nagaur,Navan,Bhagwanpura,General (Woman)
Nagaur,Navan,Bhuni,General (Woman)
Nagaur,Navan,Chosla,General (Woman)
Nagaur,Navan,Deoli Kalan,OBC
Nagaur,Navan,Govindi,OBC (Woman)
Nagaur,Navan,Gudha Salot,General
Nagaur,Navan,Indokha,SC
Nagaur,Navan,Jabdinagar,SC (Woman)
Nagaur,Navan,Khakdkhi,General (Woman)
Nagaur,Navan,Khardiya,OBC (Woman)
Nagaur,Navan,Lichana,General
Nagaur,Navan,Lunava,General (Woman)
Nagaur,Navan,Maharajpura,General
Nagaur,Navan,Maroth,General (Woman)
Nagaur,Navan,Meenda,OBC
Nagaur,Navan,Meethdi,SC (Woman)
Nagaur,Navan,Mundghosai,SC
Nagaur,Navan,Muwana,SC
Nagaur,Navan,Panchota,General
Nagaur,Navan,Rajliya,General (Woman)
Nagaur,Navan,Shimbhupura,General
Nagaur,Navan,Shyamgarh,OBC
Nagaur,Navan,Solaya,General (Woman)
Nagaur,Ladnu,Aasota,General
Nagaur,Kuchaman,Adaksar,OBC (Woman)
Nagaur,Ladnu,Bakaliya,General (Woman)
Nagaur,Ladnu,Baldu,SC (Woman)
Nagaur,Ladnu,Balsamand,General
Nagaur,Ladnu,Bhidasari,SC
Nagaur,Ladnu,Chandarai,SC (Woman)
Nagaur,Ladnu,Chhapara,General
Nagaur,Ladnu,Dhengsari,General (Woman)
Nagaur,Ladnu,Dhyawa,General
Nagaur,Ladnu,Dujar,OBC
Nagaur,Ladnu,Genana,OBC (Woman)
Nagaur,Deedwana,Kharvaliya,General
Nagaur,Kuchaman,Anandpura,SC (Woman)
Nagaur,Kuchaman,Bhanvta,General (Woman)
Nagaur,Kuchaman,Chandpura (R),General
Nagaur,Kuchaman,Charnawas,General (Woman)
Nagaur,Kuchaman,Chavandiya,General (Woman)
Nagaur,Kuchaman,Chintawa,SC
Nagaur,Ladnu,Ghiroda Meetha,General
Nagaur,Ladnu,Hudas,General
Nagaur,Ladnu,Indrapura,OBC
Nagaur,Ladnu,Jaswantgarh,OBC (Woman)
Nagaur,Ladnu,Kasumbi Alipur,OBC
Nagaur,Ladnu,Khamiyad,SC (Woman)
Nagaur,Ladnu,Lachhadi,General
Nagaur,Ladnu,Laidi,General (Woman)
Nagaur,Ladnu,Malgaon,SC
Nagaur,Deedwana,Pidawa,General (Woman)
Nagaur,Kuchaman,Deepura,OBC
Nagaur,Kuchaman,Ghatwa,OBC
Nagaur,Ladnu,Mangalpura,SC
Nagaur,Ladnu,Meethdi,General (Woman)
Nagaur,Ladnu,Nimbi Jodha,General (Woman)
Nagaur,Ladnu,Odeent,OBC
Nagaur,Ladnu,Ratau,General
Nagaur,Ladnu,Reengan,OBC (Woman)
Nagaur,Ladnu,Rodu,SC
Nagaur,Kuchaman,Hirani,OBC
Nagaur,Kuchaman,Hundil,OBC (Woman)
Nagaur,Kuchaman,Indali,SC (Woman)
Nagaur,Kuchaman,Jasrana,General
Nagaur,Kuchaman,Jeejot,SC (Woman)
Nagaur,Ladnu,Sanvarda,General
Nagaur,Ladnu,Sardi,General (Woman)
Nagaur,Ladnu,Seenwa,SC (Woman)
Nagaur,Ladnu,Silanwad,General (Woman)
Nagaur,Ladnu,Sunari,General (Woman)
Nagaur,Ladnu,Tanwara,General (Woman)
Nagaur,Ladnu,Udrasar,General (Woman)
Nagaur,Kuchaman,Jeenliya,SC
Nagaur,Kuchaman,Khiriya,General
Nagaur,Kuchaman,Khorindi,General
Nagaur,Kuchaman,Kukanwali,General
Nagaur,Kuchaman,Lalasa,General (Woman)
Nagaur,Kuchaman,Nalot,OBC (Woman)
Nagaur,Kuchaman,Nangwada,General
Nagaur,Kuchaman,Panchawa,SC (Woman)
Nagaur,Kuchaman,Parevadi,General
Nagaur,Kuchaman,Plada,General (Woman)
Nagaur,Kuchaman,Prempura,SC
Nagaur,Kuchaman,Rasal,General (Woman)
Nagaur,Kuchaman,Ruppura,General
Nagaur,Kuchaman,Sargoth Padampura,General (Woman)
Nagaur,Kuchaman,Shiv,General
Nagaur,Kuchaman,Todas,General (Woman)
Nagaur,Kuchaman,Ugarpura,General (Woman)
Nagaur,Nagaur,Alai,OBC
Nagaur,Nagaur,Amarpura,General
Nagaur,Nagaur,Athiyasan,SC (Woman)
Nagaur,Nagaur,Balwa,General (Woman)
Nagaur,Nagaur,Barangaon,SC
Nagaur,Nagaur,Barani,General (Woman)
Nagaur,Nagaur,Basni,General (Woman)
Nagaur,Nagaur,Bhadana,General (Woman)
Nagaur,Nagaur,Bhakrod,General (Woman)
Nagaur,Nagaur,Bhawad,OBC
Nagaur,Nagaur,Chau,General
Nagaur,Nagaur,Chenar,OBC
Nagaur,Nagaur,Chhila,General
Nagaur,Nagaur,Chuntisara,General (Woman)
Nagaur,Nagaur,Dhundwalo Ki Dhani,OBC
Nagaur,Nagaur,Dukosi,SC (Woman)
Nagaur,Nagaur,Gangwana,OBC (Woman)
Nagaur,Nagaur,Ganthilasar,General
Nagaur,Nagaur,Gogelav,General (Woman)
Nagaur,Nagaur,Hanuman Nagar,SC (Woman)
Nagaur,Nagaur,Jhandisra,General (Woman)
Nagaur,Nagaur,Jodhiyasi,OBC (Woman)
Nagaur,Nagaur,Kaladi,General
Nagaur,Nagaur,Khadkali,General (Woman)
Nagaur,Nagaur,Khari Karmsota,General (Woman)
Nagaur,Nagaur,Kumari,SC
Nagaur,Nagaur,Makodi,General
Nagaur,Nagaur,Mundasar,SC
Nagaur,Nagaur,Raidhun,General
Nagaur,Nagaur,Rohini,General
Nagaur,Nagaur,Saadokan,SC
Nagaur,Nagaur,Sarsani,General
Nagaur,Nagaur,Satheran,General (Woman)
Nagaur,Nagaur,Sevdi,General
Nagaur,Nagaur,Shribalaji,OBC (Woman)
Nagaur,Nagaur,Shyamsar,General
Nagaur,Nagaur,Singad,General
Nagaur,Nagaur,Sinod,OBC (Woman)
Nagaur,Nagaur,Tausar,SC (Woman)
Nagaur,Nagaur,Untawaliya,General (Woman)
Nagaur,Jayal,Aakoda,SC
Nagaur,Jayal,Aavaliyasar,General (Woman)
Nagaur,Jayal,Barnel,General (Woman)
Nagaur,Jayal,Bhawala,General (Woman)
Nagaur,Jayal,Bugdarda,SC
Nagaur,Jayal,Chhanjoli,OBC
Nagaur,Jayal,Chhapada,General
Nagaur,Jayal,Deh,General
Nagaur,Khinwasar,Aachina,General
Nagaur,Jayal,Dehari,SC
Nagaur,Jayal,Dharna,SC
Nagaur,Jayal,Dotina,General (Woman)
Nagaur,Jayal,Dugoli,SC (Woman)
Nagaur,Jayal,Dungastau,General (Woman)
Nagaur,Jayal,Gorau,OBC
Nagaur,Jayal,Gugriliyali,OBC
Nagaur,Jayal,Jalniyaser,SC
Nagaur,Jayal,Jayal,General
Nagaur,Khinwasar,Aachina,OBC
Nagaur,Khinwasar,Aankala,OBC (Woman)
Nagaur,Khinwasar,Berthalkala,General (Woman)
Nagaur,Khinwasar,Bhavanda,SC (Woman)
Nagaur,Khinwasar,Bhed,General
Nagaur,Khinwasar,Bhojas,General
Nagaur,Khinwasar,Bhomasar,General (Woman)
Nagaur,Khinwasar,Bhundel,General
Nagaur,Jayal,Jhadeli,SC (Woman)
Nagaur,Jayal,Jochina,SC (Woman)
Nagaur,Jayal,Kamediya,General
Nagaur,Jayal,Kathoti,General (Woman)
Nagaur,Jayal,Khatukalan,General
Nagaur,Khinwasar,Birloka,SC (Woman)
Nagaur,Khinwasar,Chavandiya,General (Woman)
Nagaur,Khinwasar,Datina,SC
Nagaur,Khinwasar,Deu,OBC (Woman)
Nagaur,Khinwasar,Dhingsara,OBC
Nagaur,Khinwasar,Gudha Bhawandas,General (Woman)
Nagaur,Khinwasar,Kantiya,General (Woman)
Nagaur,Khinwasar,Karnu,General
Nagaur,Khinwasar,Khatoda,General
Nagaur,Khinwasar,Kheevsar,General (Woman)
Nagaur,Jayal,Kherot,SC (Woman)
Nagaur,Jayal,Kyhiyala,General
Nagaur,Jayal,Manglod,OBC
Nagaur,Jayal,Pahardaod,OBC (Woman)
Nagaur,Jayal,Pindiya,OBC (Woman)
Nagaur,Jayal,Rajod,General
Nagaur,Khinwasar,Khundala,General (Woman)
Nagaur,Khinwasar,Kurdchee,General (Woman)
Nagaur,Khinwasar,Lalawas,OBC (Woman)
Nagaur,Khinwasar,Madpura,General
Nagaur,Khinwasar,Nangdi,OBC
Nagaur,Khinwasar,Narwakalan,General (Woman)
Nagaur,Khinwasar,Pabusar,SC
Nagaur,Jayal,Ratanga,SC (Woman)
Nagaur,Jayal,Rohina,OBC (Woman)
Nagaur,Jayal,Rontu,General (Woman)
Nagaur,Jayal,Sandilay,General (Woman)
Nagaur,Jayal,Somna,General (Woman)
Nagaur,Jayal,Soneli,General (Woman)
Nagaur,Jayal,Surpaliya,General
Nagaur,Jayal,Tangala,OBC (Woman)
Nagaur,Jayal,Tanvara,General
Nagaur,Khinwasar,Panchala Siddha,General
Nagaur,Khinwasar,Panchodi,General (Woman)
Nagaur,Khinwasar,Papasani,OBC
Nagaur,Khinwasar,Pipliya,OBC
Nagaur,Khinwasar,Saatika Khurd,SC
Nagaur,Khinwasar,Tankla,General
Nagaur,Khinwasar,Tatwas,SC (Woman)
Nagaur,Jayal,Tarnau,General
Barmer,Chauhatan,Aantiya,General
Jodhpur,Sekhala,Baawdi,OBC
Jodhpur,Sekhala,Bhalu Anopgarh,OBC (Woman)
Jodhpur,Sekhala,Bhalu Rajwa,General
Jodhpur,Sekhala,Deda,General (Woman)
Jodhpur,Sekhala,Dedha Chak Tritya,SC
Jodhpur,Sekhala,Dheerpura,SC
Jodhpur,Sekhala,Garha,General
Jodhpur,Sekhala,Gogadevgarh,SC (Woman)
Jodhpur,Sekhala,Jawahar Nagar,General (Woman)
Jodhpur,Sekhala,Ketu Hema,SC
Jodhpur,Sekhala,Ketu Kalan,General
Jodhpur,Sekhala,Ketu Mda,OBC (Woman)
Jodhpur,Sekhala,Khirja Aasha,OBC
Jodhpur,Sekhala,Khirja Fatehsingh,SC (Woman)
Jodhpur,Sekhala,Khirja Khas,General (Woman)
Jodhpur,Sekhala,Khirja Tibna,General
Jodhpur,Sekhala,Knodiya Purohitan,General
Jodhpur,Sekhala,Lwarun,OBC (Woman)
Jodhpur,Sekhala,Raisar,ST
Jodhpur,Sekhala,Sekhala,General (Woman)
Jodhpur,Phalodi,Bagtikalan,General (Woman)
Jodhpur,Phalodi,Bamannu,General
Jodhpur,Phalodi,Bapini,OBC
Jodhpur,Phalodi,Bavdi Kalan,General
Jodhpur,Phalodi,Bavdi Khurd,SC
Jodhpur,Phalodi,Begti Khurd,General
Jodhpur,Phalodi,Bidhadi,SC (Woman)
Jodhpur,Phalodi,Dayasagar,General
Jodhpur,Phalodi,Dhadhu,General (Woman)
Jodhpur,Phalodi,Eka Bhatiyan,SC (Woman)
Jodhpur,Phalodi,Hoparadi,General (Woman)
Jodhpur,Phalodi,Jagariya,SC
Jodhpur,Phalodi,Jaimala,ST
Jodhpur,Phalodi,Junejon Ki Dhani,OBC (Woman)
Jodhpur,Phalodi,Kalra,OBC
Jodhpur,Phalodi,Khara,General (Woman)
Jodhpur,Phalodi,Khinchan,General (Woman)
Jodhpur,Phalodi,Kundal,OBC (Woman)
Jodhpur,Phalodi,Lodriya,General (Woman)
Jodhpur,Phalodi,Mayakoriya,General
Jodhpur,Phalodi,Mohara,General
Jodhpur,Phalodi,Mokheri,General
Jodhpur,Phalodi,Nenau,General
Jodhpur,Phalodi,Rinh,SC
Jodhpur,Phalodi,Sanwrij,OBC (Woman)
Jodhpur,Phalodi,Shekhasar,General (Woman)
Jodhpur,Phalodi,Sihada,OBC (Woman)
Jodhpur,Phalodi,Ugras,SC (Woman)
Jodhpur,Phalodi,Vijaynagar,OBC
Ajmer,Ajmer Rural,Dourai,OBC (Woman)
Ajmer,Ajmer Rural,Ghughra,OBC (Woman)
Ajmer,Ajmer Rural,Hathikheda,General
Ajmer,Ajmer Rural,Hathikheda,OBC
Ajmer,Ajmer Rural,Kayad,OBC (Woman)
Ajmer,Ajmer Rural,Makadwali,General (Woman)
Ajmer,Ajmer Rural,Narelli,General
Ajmer,Ajmer Rural,Sendaria,General
Ajmer,Ajmer Rural,Somalpur,SC
Ajmer,Ajmer Rural,Tabiji,OBC
Ajmer,Ajmer Rural,Tabiji,General
Jodhpur,Dechu,Aasarlai,General (Woman)
Jodhpur,Dechu,Bhivasagar,OBC (Woman)
Jodhpur,Dechu,Budkiya,OBC
Jodhpur,Dechu,Chandsama,SC (Woman)
Jodhpur,Dechu,Chordiya,General
Jodhpur,Dechu,Dechu,General
Jodhpur,Dechu,Govindpura,General
Jodhpur,Dechu,Gumanpura,General (Woman)
Jodhpur,Dechu,Jethaniya,SC
Jodhpur,Dechu,Jetsar,General
Jodhpur,Dechu,Kalau,General (Woman)
Jodhpur,Dechu,Kanoriya Mahasingh,General (Woman)
Jodhpur,Dechu,Khedabagodiya,General (Woman)
Jodhpur,Dechu,Khetsagar,ST
Jodhpur,Dechu,Khiyasariya,General
Jodhpur,Dechu,Kolu Nimbayat,SC (Woman)
Jodhpur,Dechu,Kolu Pabuji,General (Woman)
Jodhpur,Dechu,Kolurathoda,OBC (Woman)
Jodhpur,Dechu,Lalpura,SC (Woman)
Jodhpur,Dechu,Mandla Kalan,General
Jodhpur,Dechu,Mandla Khurd,SC
Jodhpur,Dechu,Padampur,OBC
Jodhpur,Dechu,Peelwa,General (Woman)
Jodhpur,Dechu,Phatehgarh,OBC
Jodhpur,Dechu,Ramnagar,OBC (Woman)
Jodhpur,Dechu,Sagra,SC
Jodhpur,Dechu,Setrava,General
Jodhpur,Dechu,Shivpura,General (Woman)
Jodhpur,Dechu,Untwaliya,General
Jodhpur,Dechu,Viramdevgarh,ST (Woman)
Kota,Sangod,Aanva,OBC (Woman)
Kota,Sangod,Aanva,General (Woman)
Kota,Sangod,Aanva,General
Kota,Sangod,Aanva,OBC
Kota,Sangod,Amritkuan,General
Kota,Sangod,Amritkuan,OBC
Kota,Sangod,Baluheda,SC
Kota,Sangod,Bapavarkala,OBC
Jodhpur,Shergarh,Bapu Nagar,OBC (Woman)
Kota,Sangod,Bapavarkala,General
Kota,Sangod,Basyahedi,OBC
Kota,Sangod,Basyahedi,General
Kota,Sangod,Basyahedi,ST
Kota,Sangod,Borinakalan,OBC
Kota,Sangod,Danta,OBC
Kota,Sangod,Deegod,ST
Kota,Sangod,Deegod,OBC
Jodhpur,Shergarh,Bhomsagar,General
Jodhpur,Shergarh,Bhungra,General (Woman)
Jodhpur,Shergarh,Chaba,General (Woman)
Jodhpur,Shergarh,Chaturpura,OBC
Jodhpur,Shergarh,Dasniya,OBC (Woman)
Jodhpur,Shergarh,Dasniya,General (Woman)
Jodhpur,Shergarh,Devigarh,ST
Jodhpur,Shergarh,Devrajgarh,General (Woman)
Jodhpur,Shergarh,Gajesingh Nagar,General (Woman)
Jodhpur,Shergarh,Genargarh,OBC (Woman)
Jodhpur,Shergarh,Gumansinghpura,OBC
Jodhpur,Shergarh,Himmatpura,SC
Jodhpur,Shergarh,Hunwant Nagar,General (Woman)
Jodhpur,Shergarh,Kishor Nagar,OBC (Woman)
Jodhpur,Shergarh,Lumbansar,SC (Woman)
Jodhpur,Shergarh,Meerpura,OBC
Kota,Sangod,Devli,SC
Kota,Sangod,Dhulet,OBC
Kota,Sangod,Dillipura,ST
Kota,Sangod,Heingi,OBC
Kota,Sangod,Hingonlia,OBC (Woman)
Kota,Sangod,Hingonlia,ST (Woman)
Jodhpur,Lohawat,Aamla,General (Woman)
Jodhpur,Shergarh,Naharsingh Nagar,OBC
Jodhpur,Shergarh,Pabusar,OBC (Woman)
Jodhpur,Shergarh,Pabusar,General (Woman)
Jodhpur,Shergarh,Padamgarh,OBC (Woman)
Jodhpur,Shergarh,Pugalia,SC
Jodhpur,Shergarh,Ramgarh,SC
Jodhpur,Shergarh,Ramnagar,SC (Woman)
Jodhpur,Shergarh,Rawatsar,OBC
Jodhpur,Shergarh,Sabarsar,General
Jodhpur,Shergarh,Sai,General
Jodhpur,Shergarh,Shergarh,General (Woman)
Jodhpur,Shergarh,Sointra,General
Kota,Sangod,Hingonlia,SC (Woman)
Kota,Sangod,Jalimpura,General (Woman)
Kota,Sangod,Jalimpura,OBC
Kota,Sangod,Jalimpura,OBC (Woman)
Kota,Sangod,Jalimpura,ST (Woman)
Kota,Sangod,Jhalri,OBC (Woman)
Kota,Sangod,Jhalri,General (Woman)
Kota,Sangod,Jhalri,OBC
Kota,Sangod,Kamolar,OBC (Woman)
Kota,Sangod,Kamolar,General (Woman)
Kota,Sangod,Kanwas,SC
Jodhpur,Lohawat,Bedo Ka Bera,General
Jodhpur,Lohawat,Bhajannagar,OBC
Jodhpur,Lohawat,Bhikamkour,General
Jodhpur,Lohawat,Bhiyadiya,OBC (Woman)
Jodhpur,Lohawat,Chainpura,General (Woman)
Jodhpur,Lohawat,Chandanpura Urf Chikni Naadi,General
Jodhpur,Lohawat,Chandranagar,SC (Woman)
Jodhpur,Lohawat,Chhila,General (Woman)
Jodhpur,Lohawat,Dairyon Ki Dhani,OBC
Jodhpur,Lohawat,Dayakour,General
Jodhpur,Lohawat,Dharabaga Puran,General
Jodhpur,Lohawat,Dhelana,General
Jodhpur,Lohawat,Dholasar,OBC (Woman)
Jodhpur,Lohawat,Hariomnagar,OBC (Woman)
Jodhpur,Shergarh,Solankiya Tala,ST (Woman)
Jodhpur,Shergarh,Somesar,OBC
Jodhpur,Shergarh,Suvaliya,General
Jodhpur,Shergarh,Tena,ST
Kota,Sangod,Khadiya,General
Kota,Sangod,Khajuri,ST
Kota,Sangod,Khajurna,OBC
Kota,Sangod,Kishanpura,SC
Kota,Sangod,Kundanpur,OBC (Woman)
Kota,Sangod,Kurad,SC (Woman)
Jodhpur,Lohawat,Hiramotinagar Tejnagar (R),OBC (Woman)
Jodhpur,Lohawat,Indo Ki Dhani,General (Woman)
Jodhpur,Lohawat,Jagubano Ki Dhani,General
Jodhpur,Lohawat,Jaloda,OBC
Jodhpur,Lohawat,Jambheshwarnagar,General
Jodhpur,Lohawat,Jeriya,General (Woman)
Jodhpur,Lohawat,Kalimali,SC
Jodhpur,Lohawat,Kerala Nada,OBC
Jodhpur,Lohawat,Lohawat Jatawas,General (Woman)
Jodhpur,Lohawat,Lohawat Vishnawas,General
Jodhpur,Lohawat,Moolraaj,General
Jodhpur,Lohawat,Nausar,General (Woman)
Kota,Sangod,Kuridiyakhurd,General
Kota,Sangod,Labaniya,ST (Woman)
Kota,Sangod,Laturi,OBC
Kota,Sangod,Lodaheda,General
Kota,Sangod,Lodaheda,OBC
Kota,Sangod,Mamor,General (Woman)
Kota,Sangod,Mamor,OBC (Woman)
Kota,Sangod,Mamor,ST (Woman)
