district,block,elex_gp,lgd_gp,lgd_gp_code,match_distance,gp_match_type,key_2010
Gorakhpur,Gola,Barhaj,Barhajpar,66451,0.11111111111111122,fuzzy,up2010__row23634
Gorakhpur,Gola,Parsia,Parsiaraut,66499,0.13333333333333336,fuzzy,up2010__row20280
Gorakhpur,Gola,Parsiya Rawat,Parsiaraut,66499,0.13589743589743591,fuzzy,up2010__row20308
Gorakhpur,J. O. Kauriya,Majhigawan,Majhganwa,66563,0.08888888888888892,fuzzy,up2010__row48972
Gorakhpur,J. O. Kauriya,Majhauna,Majhganwa,66563,0.11574074074074082,fuzzy,up2010__row48945
Gorakhpur,J. O. Kauriya,Variyapur,Raypur,66580,0.1666666666666667,fuzzy,up2010__row48956
Gorakhpur,J. O. Kauriya,Harpur,Raypur,66580,0.17777777777777778,fuzzy,up2010__row48937
Gorakhpur,J. O. Kauriya,Ramwapur,Raypur,66580,0.18055555555555555,fuzzy,up2010__row48931
Gorakhpur,J. O. Kauriya,Rohua,Rohua,66586,0,exact,up2010__row48968
Gorakhpur,J. O. Kauriya,Kolhua,Rohua,66586,0.17777777777777778,fuzzy,up2010__row48936
Gorakhpur,Kauriram,Hardia,Hardiya,66621,0.04761904761904765,fuzzy,up2010__row39977
Gorakhpur,Kauriram,Hareya,Hardiya,66621,0.1507936507936509,fuzzy,up2010__row40216
Gorakhpur,Kauriram,Malaw,Malaon,66636,0.17777777777777778,fuzzy,up2010__row28686
Gorakhpur,Kauriram,Malaoili,Malaon,66636,0.18055555555555555,fuzzy,up2010__row28748
Gorakhpur,Pali,Govindpur Lonia,Govindpur Lonia,66800,0,exact,up2010__row10622
Gorakhpur,Pali,Govindpur Dwitiya,Govindpur Lonia,66800,0.16470588235294123,fuzzy,up2010__row10616
Gorakhpur,Pipraich,Bahrampur,Bahrampur,66840,0,exact,up2010__row24305
Gorakhpur,Pipraich,Harpur,Bahrampur,66840,0.1666666666666667,fuzzy,up2010__row40051
Gorakhpur,Pipraich,Harkhapur,Bahrampur,66840,0.19576719576719587,fuzzy,up2010__row39916
Gorakhpur,Pipraich,Sidhauli,Sidhauli,66891,0,exact,up2010__row37982
Gorakhpur,Pipraich,Sidhawal,Sidhauli,66891,0.1666666666666667,fuzzy,up2010__row37956
Gorakhpur,Piparoli,Piparoli,Pipari,66947,0.08333333333333338,fuzzy,up2010__row21218
Gorakhpur,Piparoli,Pipiri,Pipari,66947,0.17777777777777778,fuzzy,up2010__row667
Gorakhpur,Sardarnagar,Basdila,Basdila,67027,0,exact,up2010__row24063
Gorakhpur,Sardarnagar,Bashiya,Basdila,67027,0.19047619047619044,fuzzy,up2010__row49085
Gorakhpur,Sardarnagar,Chauri,Chauri,67039,0,exact,up2010__row49089
Gorakhpur,Sardarnagar,Chaura,Chauri,67039,0.11111111111111106,fuzzy,up2010__row12199
Gorakhpur,Uruvaon,Mahui Bu,Mahui Bujurg,67112,0.11111111111111122,fuzzy,up2010__row29302
Gorakhpur,Uruvaon,Lakhu Buzurg,Mahui Bujurg,67112,0.1666666666666667,fuzzy,up2010__row33840
Gorakhpur,Uruvaon,Purwa,Purwa,67131,0,exact,up2010__row21415
Gorakhpur,Uruvaon,Uruwa,Purwa,67131,0.13333333333333336,fuzzy,up2010__row48883
Hamirpur,Maudha,Parchha,Parchha,67280,0,exact,up2010__row20106
Hamirpur,Maudha,Parchakh,Parchha,67280,0.08928571428571432,fuzzy,up2010__row20105
Hamirpur,Muskra,Bandhur Buzurg,Bandhurbujurg,67300,0.07326007326007335,fuzzy,up2010__row24635
Hamirpur,Muskra,Bandhurkurd,Bandhurbujurg,67300,0.16317016317016325,fuzzy,up2010__row24636
Hamirpur,Sarila,Khandaut,Khandaut,67400,0,exact,up2010__row44734
Hamirpur,Sarila,Chandout,Khandaut,67400,0.1666666666666667,fuzzy,up2010__row11384
Hamirpur,Sumerpur,Kalla,Kalla,67442,0,exact,up2010__row44851
Hamirpur,Sumerpur,Kalolijar,Kalla,67442,0.14814814814814825,fuzzy,up2010__row44847
Hamirpur,Sumerpur,Mauhar,Mauhar,67446,0,exact,up2010__row44839
Hamirpur,Sumerpur,Saughar,Mauhar,67446,0.1507936507936509,fuzzy,up2010__row39643
Hardoi,Barkhani,Baraura,Baruara,67717,0.04761904761904765,fuzzy,up2010__row22843
Hardoi,Barkhani,Baruaara,Baruara,67717,0.08928571428571432,fuzzy,up2010__row23761
Hardoi,Bilgraam,Hasanapur,Hasnapur,67813,0.07870370370370378,fuzzy,up2010__row40361
Hardoi,Bilgraam,Sarhiapur,Hasnapur,67813,0.16335978835978843,fuzzy,up2010__row36197
Hardoi,Kothawan,Jharoia,Jharoyia,68009,0.04166666666666672,fuzzy,up2010__row14050
Hardoi,Kothawan,Hareya,Jharoyia,68009,0.18055555555555555,fuzzy,up2010__row40208
Hardoi,Kothawan,Than Gaon,Than Gaon,68036,0,exact,up2010__row15822
Hardoi,Kothawan,Bhaingaon,Than Gaon,68036,0.14814814814814825,fuzzy,up2010__row27314
Hardoi,Madhauganj,Gaura,Gaura,68057,0,exact,up2010__row10733
Hardoi,Madhauganj,Gautora,Gaura,68057,0.09523809523809525,fuzzy,up2010__row10693
Hardoi,Mallawan,Bansa,Bansa,68105,0,exact,up2010__row24807
Hardoi,Mallawan,Barona,Bansa,68105,0.17777777777777778,fuzzy,up2010__row23825
Hardoi,Shahabaad,Harrai,Dhiarai,68338,0.1507936507936509,fuzzy,up2010__row46536
Hardoi,Shahabaad,Dhierai,Dhiarai,68338,0.1507936507936509,fuzzy,up2010__row46561
Hardoi,Shahabaad,Miyapur,Miyanpur,68361,0.04166666666666672,fuzzy,up2010__row46548
Hardoi,Shahabaad,Manglipur,Miyanpur,68361,0.19444444444444453,fuzzy,up2010__row46538
Hardoi,Shahabaad,Nagla Khanpur,Nagla Khanpur,68365,0,exact,up2010__row17849
Hardoi,Shahabaad,Nagla kallu,Nagla Khanpur,68365,0.16317016317016325,fuzzy,up2010__row46554
Hardoi,Shahabaad,Shankarpur,Shankarpur,68382,0,exact,up2010__row35237
Hardoi,Shahabaad,Udharanpur,Shankarpur,68382,0.17500000000000002,fuzzy,up2010__row4304
Hardoi,Shahabaad,Sikanderpur Naraktara,Sikandarpur Narkatra,68385,0.10753968253968266,fuzzy,up2010__row37733
Hardoi,Shahabaad,Sikandarapur Kallu,Sikandarpur Narkatra,68385,0.1944444444444444,fuzzy,up2010__row46555
Hardoi,Surusa,Achhramau,Achra Mau,68389,0.07407407407407415,fuzzy,up2010__row1913
Hardoi,Surusa,Kehramau,Achra Mau,68389,0.19444444444444453,fuzzy,up2010__row7519
Hardoi,Surusa,Bausra,Bausra,68396,0,exact,up2010__row46600
Hardoi,Surusa,Jaura,Bausra,68396,0.17777777777777778,fuzzy,up2010__row46596
Hardoi,Surusa,Sarsaiya,Sarsaiya,68436,0,exact,up2010__row36686
Hardoi,Surusa,Saraiya,Sarsaiya,68436,0.04166666666666672,fuzzy,up2010__row36991
Jalaun,Kadoura,Bara,Bara,68713,0,exact,up2010__row43914
Jalaun,Kadoura,Bardauli,Bara,68713,0.1666666666666667,fuzzy,up2010__row23529
Jalaun,Kadoura,Margaiya,Margaya,68748,0.04166666666666672,fuzzy,up2010__row43922
Jalaun,Kadoura,Masgayao,Margaya,68748,0.130952380952381,fuzzy,up2010__row28858
Jalaun,Kochan,Chhani,Chhani,68797,0,exact,up2010__row44071
Jalaun,Kochan,Chaudani,Chhani,68797,0.18055555555555555,fuzzy,up2010__row44099
Jalaun,Kuthound,Daulatpur,Daulatpur,68849,0,exact,up2010__row17043
Jalaun,Kuthound,Daunapur,Daulatpur,68849,0.11574074074074082,fuzzy,up2010__row44061
Jalaun,Kuthound,Taulkapur,Daulatpur,68849,0.14814814814814825,fuzzy,up2010__row15742
Jalaun,Nadigaon,Kaila,Kailia,69046,0.05555555555555556,fuzzy,up2010__row44050
Jalaun,Nadigaon,Khutaila,Kailia,69046,0.18055555555555555,fuzzy,up2010__row8862
Jalaun,Nadigaon,Raba,Rawa,69077,0.1666666666666667,fuzzy,up2010__row31651
Jalaun,Nadigaon,Rudawali,Rawa,69077,0.1666666666666667,fuzzy,up2010__row33076
Jaunpur,Badlapur,Baluwa,Balua,69141,0.05555555555555556,fuzzy,up2010__row50857
Jaunpur,Badlapur,Bhalu vahi,Balua,69141,0.1666666666666667,fuzzy,up2010__row50860
Jaunpur,Badlapur,Sadhapur,Sarhapur,69204,0.08333333333333338,fuzzy,up2010__row50836
Jaunpur,Badlapur,Sarokhanpur,Sarhapur,69204,0.09090909090909088,fuzzy,up2010__row50867
Jaunpur,Barsathi,Barsathi,Barsathi,69307,0,exact,up2010__row23613
Jaunpur,Barsathi,Barethi,Barsathi,69307,0.130952380952381,fuzzy,up2010__row23778
Jaunpur,Karanja Kala,Aurahi,Aurahi,69540,0,exact,up2010__row4893
Jaunpur,Karanja Kala,Ara,Aurahi,69540,0.1666666666666667,fuzzy,up2010__row3543
Jaunpur,Kerakat,Dehri,Dehari,69644,0.05555555555555556,fuzzy,up2010__row14845
Jaunpur,Kerakat,Devarai,Dehari,69644,0.1507936507936509,fuzzy,up2010__row16774
Jaunpur,Khutahan,Jamaluddinpur,Jamaluddinpur,69717,0,exact,up2010__row12973
Jaunpur,Khutahan,Veesamssauddinpur,Jamaluddinpur,69717,0.16892911010558073,fuzzy,up2010__row35079
Jaunpur,Khutahan,Khanpur,Khanpur,69725,0,exact,up2010__row8638
Jaunpur,Khutahan,Bhikhanapur,Khanpur,69725,0.1688311688311689,fuzzy,up2010__row27041
Jaunpur,Machhalishahr,Jagdishpur,Jagadishpur,69792,0.03030303030303033,fuzzy,up2010__row12624
Jaunpur,Machhalishahr,Jagdishpur ( Mu ० ),Jagadishpur,69792,0.16755793226381474,fuzzy,up2010__row12628
Jaunpur,Madiyahu,Imam Shahpur,Imamshahpur,69936,0.02777777777777788,fuzzy,up2010__row3935
Jaunpur,Madiyahu,Dashrathpur,Imamshahpur,69936,0.18181818181818185,fuzzy,up2010__row16123
Jaunpur,Mugrabadshahapur,Itara,Itahara,70074,0.16190476190476197,fuzzy,up2010__row3740
Jaunpur,Mugrabadshahapur,Satharia,Itahara,70074,0.18650793650793648,fuzzy,up2010__row36228
Jaunpur,Sikarara,Saidpur,Saidpur,70426,0,exact,up2010__row50958
Jaunpur,Sikarara,Saidnapur,Saidpur,70426,0.07407407407407415,fuzzy,up2010__row39265
Jaunpur,Srikoni,Bahripur,Baharipur,70439,0.037037037037037104,fuzzy,up2010__row24319
Jaunpur,Srikoni,Shahbarepur,Baharipur,70439,0.16961279461279474,fuzzy,up2010__row35569
Jaunpur,Sujangang,Padua,Parua,70620,0.13333333333333336,fuzzy,up2010__row19999
Jaunpur,Sujangang,Aruao,Parua,70620,0.13333333333333336,fuzzy,up2010__row2756
Jaunpur,Sujangang,Taraapur,Tarapur,70643,0.04166666666666672,fuzzy,up2010__row15269
Jaunpur,Sujangang,Tarsau,Tarapur,70643,0.1507936507936509,fuzzy,up2010__row15139
Jhanshi,Babina,Safa,Safa,70690,0,exact,up2010__row36388
Jhanshi,Babina,Sawa,Safa,70690,0.1666666666666667,fuzzy,up2010__row37271
Jhanshi,Bamour,Doori,Deori,70754,0.13333333333333336,fuzzy,up2010__row44392
Jhanshi,Bamour,Devari,Deori,70754,0.17777777777777778,fuzzy,up2010__row44389
Jhanshi,Bamour,Patha,Patha,70783,0,exact,up2010__row19764
Jhanshi,Bamour,Pathraidi,Patha,70783,0.14814814814814825,fuzzy,up2010__row44385
Jhanshi,Chirgaon,Bajhera,Bajhera,70852,0,exact,up2010__row22686
Jhanshi,Chirgaon,Baghera,Bajhera,70852,0.09523809523809525,fuzzy,up2010__row22567
Jhanshi,Chirgaon,Baral,Baral,70856,0,exact,up2010__row44502
Jhanshi,Chirgaon,Baraul,Baral,70856,0.05555555555555556,fuzzy,up2010__row23835
Jhanshi,Chirgaon,Nari,Nari,70886,0,exact,up2010__row18362
Jhanshi,Chirgaon,Pandri,Nari,70886,0.19444444444444453,fuzzy,up2010__row44496
Jhanshi,Chirgaon,Pachar,Pachar,70887,0,exact,up2010__row19595
Jhanshi,Chirgaon,Pacchargarh,Pachar,70887,0.15151515151515157,fuzzy,up2010__row19633
Jhanshi,Moth,Kadura,Kadura,71050,0,exact,up2010__row44513
Jhanshi,Moth,Kaur,Kadura,71050,0.11111111111111122,fuzzy,up2010__row44544
Jhanshi,Moth,Sesa,Sesa,71078,0,exact,up2010__row39198
Jhanshi,Moth,Sena,Sesa,71078,0.1666666666666667,fuzzy,up2010__row44524
Kannauj,Chhibramau,Mahmudpur Jagir,Mahmudpur Jagir,71127,0,exact,up2010__row43126
Kannauj,Chhibramau,Mahmudpur Kirat,Mahmudpur Jagir,71127,0.1273504273504274,fuzzy,up2010__row29039
Kannauj,Jalalabad,Khudlapur,Khudlapur,71210,0,exact,up2010__row8875
Kannauj,Jalalabad,Kulhapur,Khudlapur,71210,0.0995370370370371,fuzzy,up2010__row7378
Kannauj,Kannauj,Gangadharapur,Gangdharapur,71248,0.0950854700854701,fuzzy,up2010__row43117
Kannauj,Kannauj,Madharpur,Gangdharapur,71248,0.14814814814814825,fuzzy,up2010__row28110
Kannauj,Kannauj,Mahmudapur,Mahmudapur,71264,0,exact,up2010__row43106
Kannauj,Kannauj,Mahmudpur Bija,Mahmudapur,71264,0.15238095238095248,fuzzy,up2010__row29054
Kannauj,Kannauj,Nasrapur,Nazarapur,71276,0.16335978835978843,fuzzy,up2010__row18518
Kannauj,Kannauj,Najrapur,Nazarapur,71276,0.16335978835978843,fuzzy,up2010__row43111
Kannauj,Kannauj,Sahillapur,Sahillapur,71286,0,exact,up2010__row43116
Kannauj,Kannauj,Sihapur,Sahillapur,71286,0.14761904761904773,fuzzy,up2010__row43098
Kannauj,Saurkh,Rasulpur,Rasulpur,71343,0,exact,up2010__row31806
Kannauj,Saurkh,Ejazulpur,Rasulpur,71343,0.19444444444444453,fuzzy,up2010__row4053
Kannauj,Umarda,Patti Pavora,Patti Pawora,71471,0.055555555555555705,fuzzy,up2010__row43149
Kannauj,Umarda,Patti Kadera,Patti Pawora,71471,0.1666666666666667,fuzzy,up2010__row19737
Kanpur Nagar,Chaubepur,Nadupur,Nadupur,72241,0,exact,up2010__row18657
Kanpur Nagar,Chaubepur,Nathupur,Nadupur,72241,0.130952380952381,fuzzy,up2010__row18639
Kanpur Nagar,Ghatampur,Maidhari,Maidhari,72309,0,exact,up2010__row43727
Kanpur Nagar,Ghatampur,Mada,Maidhari,72309,0.1666666666666667,fuzzy,up2010__row43706
Kanpur Nagar,Sarasaul,Naraura,Naraura,72481,0,exact,up2010__row43599
Kanpur Nagar,Sarasaul,Narayanpur,Naraura,72481,0.17142857142857146,fuzzy,up2010__row43589
Kanpur Nagar,Shivrajpur,Dinkarpur,Dinkarpur,72527,0,exact,up2010__row16320
Kanpur Nagar,Shivrajpur,Sikandarpur,Dinkarpur,72527,0.19044612794612809,fuzzy,up2010__row43671
Kanpur Nagar,Shivrajpur,Maharajanagar,Maharaj Nagar,72545,0.1068376068376068,fuzzy,up2010__row43662
Kanpur Nagar,Shivrajpur,Marhamatnagar,Maharaj Nagar,72545,0.1480186480186481,fuzzy,up2010__row43672
Kaushambi,Chayal,Mohammadpur,Mohammadpur,72643,0,exact,up2010__row45490
Kaushambi,Chayal,Mahmudpur,Mohammadpur,72643,0.16961279461279474,fuzzy,up2010__row45488
Kaushambi,Muratganj,RasulPurBadle,Rasulpur Badlai,72859,0.09230769230769233,fuzzy,up2010__row31922
Kaushambi,Muratganj,Rasulpurkazi,Rasulpur Badlai,72859,0.1666666666666667,fuzzy,up2010__row31918
Kaushambi,NEWADA,Khanpur,Khanpur,72904,0,exact,up2010__row8625
Kaushambi,NEWADA,Khapra,Khanpur,72904,0.1507936507936509,fuzzy,up2010__row45466
Kaushambi,Sarsawa,Mawai,Mawai,72968,0,exact,up2010__row45509
Kaushambi,Sarsawa,Umrawa,Mawai,72968,0.17777777777777778,fuzzy,up2010__row4402
Kaushambi,Sarsawa,Alwara,Palara,72971,0.11111111111111106,fuzzy,up2010__row2811
Kaushambi,Sarsawa,Palra,Palara,72971,0.12222222222222213,fuzzy,up2010__row20486
Kaushambi,Sarsawa,Purba Sarawan,Purab Sarawan,72975,0.025641025641025605,fuzzy,up2010__row45505
Kaushambi,Sarsawa,Purab Sharera,Purab Sarawan,72975,0.15384615384615394,fuzzy,up2010__row21568
Kaushambi,Sirathu,Ahirara,Ahirara,72989,0,exact,up2010__row3301
Kaushambi,Sirathu,Gabhirapurba,Ahirara,72989,0.1388888888888889,fuzzy,up2010__row45521
Lakhimpur Khiri,Bankeganj,Dalpur Grant,Dalpur Grant,73077,0,exact,up2010__row14630
Lakhimpur Khiri,Bankeganj,Datpur Grant,Dalpur Grant,73077,0.055555555555555705,fuzzy,up2010__row14608
Lakhimpur Khiri,Bijua,Padaria Tula,Padariya Tula,73226,0.025641025641025605,fuzzy,up2010__row19802
Lakhimpur Khiri,Bijua,Padarua Tilkapur,Padariya Tula,73226,0.13675213675213677,fuzzy,up2010__row19801
Lakhimpur Khiri,Dhaurhara,Gudaria,Gudaria,73263,0,exact,up2010__row47103
Lakhimpur Khiri,Dhaurhara,Gularia,Gudaria,73263,0.09523809523809525,fuzzy,up2010__row1585
Lakhimpur Khiri,Isanagar,Chandrasakhurd,Chandrasa Khurd,73301,0.0222222222222222,fuzzy,up2010__row11572
Lakhimpur Khiri,Isanagar,Sandora Khurd,Chandrasa Khurd,73301,0.1401709401709403,fuzzy,up2010__row47157
Lakhimpur Khiri,Isanagar,Gaura,Gaura,73312,0,exact,up2010__row10739
Lakhimpur Khiri,Isanagar,Gauri,Gaura,73312,0.13333333333333336,fuzzy,up2010__row47156
Lakhimpur Khiri,Mitauli,Odara,Odara,73579,0,exact,up2010__row47063
Lakhimpur Khiri,Mitauli,Odhara,Odara,73579,0.05555555555555556,fuzzy,up2010__row4756
Lakhimpur Khiri,Nighasan,Bailha,Bailaha,73748,0.10317460317460315,fuzzy,up2010__row25871
Lakhimpur Khiri,Nighasan,Banglaha,Bailaha,73748,0.130952380952381,fuzzy,up2010__row22498
Lakhimpur Khiri,Nighasan,Binaura,Binoura,73761,0.09523809523809525,fuzzy,up2010__row24933
Lakhimpur Khiri,Nighasan,Bhidora,Binoura,73761,0.19047619047619044,fuzzy,up2010__row26958
Lakhimpur Khiri,Palia,Bhaaanpuri colony,Bhan Puri Colony,73813,0.1156045751633987,fuzzy,up2010__row26839
Lakhimpur Khiri,Palia,Ibrahim Puri Colony,Bhan Puri Colony,73813,0.17989766081871356,fuzzy,up2010__row47137
Lakhimpur Khiri,Palia,Maru Aapaschim,Majhara Paschim,73835,0.10671550671550668,fuzzy,up2010__row47115
Lakhimpur Khiri,Palia,Majhra Pashchim,Majhara Paschim,73835,0.12777777777777782,fuzzy,up2010__row47149
Lakhimpur Khiri,Palia,Rani Nagar Colony,Rani Nagar Colony,73854,0,exact,up2010__row47146
Lakhimpur Khiri,Palia,Krishnanagar Colony,Rani Nagar Colony,73854,0.15557275541795665,fuzzy,up2010__row47147
Lakhimpur Khiri,Pasgawan,Badhaiya,Barhaiya,73873,0.08333333333333338,fuzzy,up2010__row22917
Lakhimpur Khiri,Pasgawan,Barnaiya,Barhaiya,73873,0.08333333333333338,fuzzy,up2010__row23544
Lakhimpur Khiri,Pasgawan,Karmulia,Karmuliya,73902,0.037037037037037104,fuzzy,up2010__row5839
Lakhimpur Khiri,Pasgawan,Amaraulia,Karmuliya,73902,0.19576719576719587,fuzzy,up2010__row47096
Lakhimpur Khiri,Pasgawan,Kota,Kota,73913,0,exact,up2010__row7727
Lakhimpur Khiri,Pasgawan,Kotara,Kota,73913,0.11111111111111122,fuzzy,up2010__row7689
Lakhimpur Khiri,Phoolbehad,Pakariya,Pakariya,73997,0,exact,up2010__row19465
Lakhimpur Khiri,Phoolbehad,Padariya Kala,Pakariya,73997,0.1955128205128206,fuzzy,up2010__row19798
Kushinagar,Fazilnagar,Gurwaliya,Gurwalia,74152,0.037037037037037104,fuzzy,up2010__row10084
Kushinagar,Fazilnagar,Ghunwaliya,Gurwalia,74152,0.14166666666666666,fuzzy,up2010__row11063
Kushinagar,Fazilnagar,Hata,Hata,74153,0,exact,up2010__row40439
Kushinagar,Fazilnagar,Bhatwa,Hata,74153,0.11111111111111122,fuzzy,up2010__row26284
Kushinagar,Fazilnagar,Nathapatti,Natha Patti,74175,0.03030303030303033,fuzzy,up2010__row1257
Kushinagar,Fazilnagar,Nauniapatti,Natha Patti,74175,0.18181818181818185,fuzzy,up2010__row19287
Kushinagar,Hata,Bharwaliya,Bharwalia,74205,0.033333333333333416,fuzzy,up2010__row26584
Kushinagar,Hata,BATRAULI,Bharwalia,74205,0.19444444444444453,fuzzy,up2010__row22943
Kushinagar,Hata,Chaprābhagat,Chara Gaha,74208,0.1537037037037038,fuzzy,up2010__row12321
Kushinagar,Hata,Char gahan,Chara Gaha,74208,0.15925925925925932,fuzzy,up2010__row11638
Kushinagar,Hata,Sakrouli,Sakarauli,74264,0.11574074074074082,fuzzy,up2010__row36061
Kushinagar,Hata,Paikauli,Sakarauli,74264,0.19444444444444453,fuzzy,up2010__row21745
Kushinagar,Kaptaiganj,Barwa Khas,Barawa Khas,74273,0.13030303030303025,fuzzy,up2010__row23579
Kushinagar,Kaptaiganj,Barawa Kotwa,Barawa Khas,74273,0.14393939393939392,fuzzy,up2010__row23578
Kushinagar,Kasaya,Dhuriya,Dhuria,74345,0.04761904761904765,fuzzy,up2010__row17545
Kushinagar,Kasaya,Dumri,Dhuria,74345,0.17777777777777778,fuzzy,up2010__row14762
Kushinagar,Kasaya,Madhavpur,Madhwapur,74361,0.07407407407407415,fuzzy,up2010__row28341
Kushinagar,Kasaya,Madanpur,Madhwapur,74361,0.11574074074074082,fuzzy,up2010__row28237
Kushinagar,Kasaya,Piprajham,Pipra Jham,74373,0.033333333333333416,fuzzy,up2010__row21109
Kushinagar,Kasaya,Pipra,Pipra Jham,74373,0.1666666666666667,fuzzy,up2010__row21027
Kushinagar,Kasaya,Shamupur,Shampur,74380,0.08928571428571432,fuzzy,up2010__row35387
Kushinagar,Kasaya,Shahpur,Shampur,74380,0.09523809523809525,fuzzy,up2010__row35468
Kushinagar,Kasaya,Sirsya Khoiha,Sirsiya Khoiya,74382,0.17048229548229551,fuzzy,up2010__row38133
Kushinagar,Kasaya,Sirsia,Sirsiya Khoiya,74382,0.19047619047619044,fuzzy,up2010__row38125
Kushinagar,Khadda,Saalikpur,Salikpur,74435,0.037037037037037104,fuzzy,up2010__row37605
Kushinagar,Khadda,Lakshmipur,Salikpur,74435,0.1500000000000001,fuzzy,up2010__row892
Kushinagar,Moti Chak,Bhaluwa,Bhaluha,74459,0.09523809523809525,fuzzy,up2010__row26667
Kushinagar,Moti Chak,Bahua,Bhaluha,74459,0.16190476190476197,fuzzy,up2010__row24449
Kushinagar,Moti Chak,Mahui,Mahui,74477,0,exact,up2010__row29298
Kushinagar,Moti Chak,Mathouli,Mahui,74477,0.12500000000000006,fuzzy,up2010__row28224
Kushinagar,Nebua Naurangia,Sirsia Khurd,Sirsia Khurd,74565,0,exact,up2010__row38132
Kushinagar,Nebua Naurangia,Sohrakhurd,Sirsia Khurd,74565,0.17777777777777778,fuzzy,up2010__row49318
Kushinagar,Ramkola,Kusumha,Kusumha,74701,0,exact,up2010__row7316
Kushinagar,Ramkola,Kusumhi,Kusumha,74701,0.09523809523809525,fuzzy,up2010__row7320
Kushinagar,Sewarhi,Rajpur Bagha,Rajpur Bagha,74781,0,exact,up2010__row32096
Kushinagar,Sewarhi,Rampur Bagra,Rajpur Bagha,74781,0.11111111111111106,fuzzy,up2010__row32608
Lalitpur,Baar,Udaypura,Udaipura,75066,0.08333333333333338,fuzzy,up2010__row4262
Lalitpur,Baar,Didaura,Udaipura,75066,0.18650793650793648,fuzzy,up2010__row16317
Lalitpur,Jakhaura,Lakhanpura,Lakhanpura,75168,0,exact,up2010__row44347
Lalitpur,Jakhaura,Jakhaura,Lakhanpura,75168,0.14166666666666666,fuzzy,up2010__row44339
Lalitpur,Maraawara,Gadaura,Gadanpur,75218,0.130952380952381,fuzzy,up2010__row9642
Lalitpur,Maraawara,Gadarpur,Gadanpur,75218,0.15476190476190485,fuzzy,up2010__row9617
Lalitpur,Maraawara,Gudha Mandawara,Gurha Madawara,75225,0.14517704517704516,fuzzy,up2010__row10030
Lalitpur,Maraawara,Maraawara,Gurha Madawara,75225,0.15608465608465616,fuzzy,up2010__row28117
Lalitpur,Maraawara,Sarkhari,Sarkhadi,75246,0.08333333333333338,fuzzy,up2010__row44179
Lalitpur,Maraawara,Saurai,Sarkhadi,75246,0.18055555555555555,fuzzy,up2010__row44162
Lalitpur,Talbehat,Baghaura,Baghaura,75307,0,exact,up2010__row44232
Lalitpur,Talbehat,Bamhauri Sar,Baghaura,75307,0.18055555555555555,fuzzy,up2010__row44215
Lucknow,Gosaiganj,Mochaari Kalaa,Mohari Kala,75517,0.17748917748917764,fuzzy,up2010__row31104
Lucknow,Gosaiganj,GoriaKala,Mohari Kala,75517,0.19044612794612809,fuzzy,up2010__row10814
Lucknow,Mohanlalganj,Dehwa,Dewati,75729,0.17777777777777778,fuzzy,up2010__row14847
Lucknow,Mohanlalganj,Devti,Dewati,75729,0.17777777777777778,fuzzy,up2010__row16735
Lucknow,Mohanlalganj,garha,Garha,75732,0,exact,up2010__row9522
Lucknow,Mohanlalganj,Gaura,Garha,75732,0.13333333333333336,fuzzy,up2010__row10734
Hathras,Hasayan,Chaudanpura,Chandanpura,75862,0.11060606060606072,fuzzy,up2010__row12063
Hathras,Hasayan,Manaura,Chandanpura,75862,0.19913419913419916,fuzzy,up2010__row28501
Hathras,Mursan,Arjunpur,Arjunpur,75984,0,exact,up2010__row2793
Hathras,Mursan,Ewarn Pur,Arjunpur,75984,0.19444444444444453,fuzzy,up2010__row4664
Hathras,Sasni,Dariapur,Dariyapur,76125,0.037037037037037104,fuzzy,up2010__row16038
Hathras,Sasni,Dayanatpur,Dariyapur,76125,0.1740740740740741,fuzzy,up2010__row42269
Hathras,Sasni,Jarauli,Harauli,76133,0.09523809523809525,fuzzy,up2010__row13198
Hathras,Sasni,Farauli,Harauli,76133,0.09523809523809525,fuzzy,up2010__row42255
Hathras,Sasni,Hadouli,Harauli,76133,0.19047619047619044,fuzzy,up2010__row39793
Hathras,Sasni,Salempur,Salempur,76166,0,exact,up2010__row42267
Hathras,Sasni,Soddalpur,Salempur,76166,0.19444444444444453,fuzzy,up2010__row39390
Hathras,Sahpau,Parasaura,Parsaura,76214,0.14120370370370378,fuzzy,up2010__row42349
Hathras,Sahpau,Tharaura,Parsaura,76214,0.1666666666666667,fuzzy,up2010__row42357
Maharajganj,Brajamangnaj,Dharecha,Dhareacha,76286,0.0995370370370371,fuzzy,up2010__row17380
Maharajganj,Brajamangnaj,Dharaiichi,Dhareacha,76286,0.1740740740740741,fuzzy,up2010__row17381
Maharajganj,Brajamangnaj,Mahuari,Mahuari,76306,0,exact,up2010__row29289
Maharajganj,Brajamangnaj,Mahulani,Mahuari,76306,0.130952380952381,fuzzy,up2010__row29320
Maharajganj,Brajamangnaj,Matihanwa,Matihanwa,76307,0,exact,up2010__row28028
Maharajganj,Brajamangnaj,Mainhwa,Matihanwa,76307,0.16931216931216936,fuzzy,up2010__row30823
Maharajganj,Ghughli,Laxmipur Shivala,Lakshmipur Shivala,76382,0.16527777777777775,fuzzy,up2010__row33516
Maharajganj,Ghughli,Laskhmipur Mahnath,Lakshmipur Shivala,76382,0.19576719576719587,fuzzy,up2010__row33515
Maharajganj,Mithoura,Dharmoli,Dharmauli,76562,0.11574074074074082,fuzzy,up2010__row49186
