district_name_eng_2010,block_name_eng_2010,gp_name_eng_2010,lgd_block_code,lgd_block_name
Varanasi,Kashividyapeeth,Karaudi,2203,Kashi Vidyapeeth
Varanasi,Kashividyapeeth,Nuanv,2203,Kashi Vidyapeeth
Varanasi,Kashividyapeeth,Sujabd,2203,Kashi Vidyapeeth
Varanasi,Kashividyapeeth,Domri,2203,Kashi Vidyapeeth
Varanasi,Badagaon,Barji,2199,Baragaon
Varanasi,Badagaon,Icipur,2199,Baragaon
Varanasi,Harhua,Hatia,2202,Harahua
Varanasi,Harhua,Lamhi,2202,Harahua
Varanasi,Harhua,Aidhe,2202,Harahua
Varanasi,Harhua,Kanudih,2202,Harahua
Varanasi,Harhua,Venipur,2202,Harahua
Jaunpur,Rampur,May,1820,Ram Pur
Jaunpur,Rampur,Sahijini,1820,Ram Pur
Jaunpur,Rampur,Nonra,1820,Ram Pur
Jaunpur,Muftiganj,Dhoorhupur,1817,Mufti Ganj
Jaunpur,Dobhi,Ailiyan,1809,Dobhi
Jaunpur,Dobhi,Lebrwa,1809,Dobhi
Jaunpur,Dobhi,Aмилия,1809,Dobhi
Jaunpur,Sikarara,Firozpur Pratham,1822,Sikrara
Jaunpur,Sikarara,Firojpur Dwitiya,1822,Sikrara
Jaunpur,Madiyahu,Rajapur No.,1816,Mariyahu
Jaunpur,Sujangang,Sakra -,1825,Sujan Ganj
Jaunpur,Sujangang,Vara,1825,Sujan Ganj
Jaunpur,Kerakat,Bansbari,1812,Kerakat
Jaunpur,Srikoni,Dalpatpatti,1823,Sirkoni
Jaunpur,Srikoni,Madhopatti,1823,Sirkoni
Jaunpur,Srikoni,Saadatmasauda,1823,Sirkoni
Jaunpur,Srikoni,Rajepur Pratham,1823,Sirkoni
Jaunpur,Srikoni,Sadipur,1823,Sirkoni
Jaunpur,Khutahan,Mirapur,1813,Khuthan
Jaunpur,Ramnagar,Ramanagar,1819,Ram Nagar
Jaunpur,Buxa,Devaria,1806,Baksha
Jaunpur,Karanja Kala,DARAUSUF,1811,Karanja Kala
Jaunpur,Karanja Kala,Dewaishi,1811,Karanja Kala
Jaunpur,Karanja Kala,Dugora,1811,Karanja Kala
Jaunpur,Karanja Kala,Darbanipur,1811,Karanja Kala
Jaunpur,Karanja Kala,Muradganj,1811,Karanja Kala
Jaunpur,Karanja Kala,Kalichabah,1811,Karanja Kala
Jaunpur,Karanja Kala,Bhaкура,1811,Karanja Kala
Jaunpur,Machhalishahr,Saraibeeka,1814,Machchali Shahar
Jaunpur,Mugrabadshahapur,Kudiria,1818,Mungra Badshah Pur
Jaunpur,Mugrabadshahapur,Loh,1818,Mungra Badshah Pur
Sant Ravidas Nagar,Aurain,Itwan,2093,Aurai
Sant Ravidas Nagar,Aurain,Bhaktapur,2093,Aurai
Sant Ravidas Nagar,Aurain,Tulapur,2093,Aurai
Sant Ravidas Nagar,Deegh,Bhawapur,2095,Deegh
Sant Ravidas Nagar,Bhadohi,Aneppur,2094,Bhadohi
Sant Ravidas Nagar,Bhadohi,Kukrothi,2094,Bhadohi
Sant Ravidas Nagar,Abholi,Neebee,2092,Abhauli
Mirzapur,Seeti,Bedodi,1993,Shikhar
Mirzapur,Seeti,Arjunpur,1993,Shikhar
Mirzapur,Seeti,Kirtar Tara,1993,Shikhar
Mirzapur,Seeti,Kurkuthey Pandey,1993,Shikhar
Mirzapur,Seeti,Raipur Pakhta,1993,Shikhar
Mirzapur,Seeti,Bhenwar Karmanpur,1993,Shikhar
Mirzapur,Seeti,Arjunpur Pathak,1993,Shikhar
Mirzapur,Seeti,Devari,1993,Shikhar
Mirzapur,Seeti,Amoi,1993,Shikhar
Mirzapur,Seeti,Todd,1993,Shikhar
Mirzapur,Seeti,Barkhachalalan,1993,Shikhar
Mirzapur,Seeti,Barkachha Khurd,1993,Shikhar
Mirzapur,Seeti,Bhiskhuri,1993,Shikhar
Mirzapur,Seeti,Jasowar,1993,Shikhar
Mirzapur,Seeti,Shahpur Chausa,1993,Shikhar
Mirzapur,Seeti,Nuanv,1993,Shikhar
Mirzapur,Seeti,Ledu,1993,Shikhar
Mirzapur,Seeti,Parwa Rajdhar,1993,Shikhar
Mirzapur,Seeti,Gursandi,1993,Shikhar
Mirzapur,Seeti,Nevadiya Ghat,1993,Shikhar
Mirzapur,Seeti,Pipra Dad,1993,Shikhar
Mirzapur,Seeti,Nauha,1993,Shikhar
Mirzapur,Seeti,Gangaut,1993,Shikhar
Mirzapur,Seeti,Jignaudi,1993,Shikhar
Mirzapur,Seeti,Semara Belauhaan,1993,Shikhar
Mirzapur,Seeti,Sandwan,1993,Shikhar
Mirzapur,Seeti,Pathara Dasaudhi,1993,Shikhar
Mirzapur,Seeti,Jiuti,1993,Shikhar
Mirzapur,Seeti,Dilman Deoria,1993,Shikhar
Mirzapur,Seeti,Lohdi Kalan,1993,Shikhar
Mirzapur,Seeti,Sirsi Baghel,1993,Shikhar
Mirzapur,Seeti,Kantit,1993,Shikhar
Mirzapur,Seeti,Rajapur,1993,Shikhar
Mirzapur,Seeti,Chandaipur,1993,Shikhar
Mirzapur,Seeti,Padra Hanuman,1993,Shikhar
Mirzapur,Seeti,Duhauwa,1993,Shikhar
Mirzapur,Seeti,Doobarapahaadi,1993,Shikhar
Mirzapur,Seeti,Aragaja Pandaypur,1993,Shikhar
Mirzapur,Seeti,Mishra Lauli,1993,Shikhar
Mirzapur,Seeti,Bharuhna,1993,Shikhar
Mirzapur,Seeti,Cheruiram,1993,Shikhar
Mirzapur,Seeti,Dewapur Pachwal,1993,Shikhar
Mirzapur,Lalganj,Sonvarsha,1986,Lalganj
Mirzapur,Majhwan,Kewdabir,1987,Majhawa
Mirzapur,Halia,Lion,1983,Hallia
Mirzapur,Pahadi,Bhojpur Pahadi,1990,Pahari
Mirzapur,Pahadi,Dubipur Basari,1990,Pahari
Mirzapur,Pahadi,Sagar Semar,1990,Pahari
Mirzapur,Narayanpur,Neebee,1989,Narainpur
Mirzapur,Chhaanbe,Bauri,1982,Chhanvey
Mirzapur,Chhaanbe,Piyari Bheet,1982,Chhanvey
Mirzapur,Rajgarh,Rampur,1992,Rajgarh
Mirzapur,Rajgarh,Bargawan,1992,Rajgarh
Sonbhadra,Nagwan,Suar Sot,2157,Nagwa
Sonbhadra,Nagwan,Devarimyadevra,2157,Nagwa
Sonbhadra,Nagwan,Nagaon,2157,Nagwa
Sonbhadra,Nagwan,Chanani,2157,Nagwa
Sonbhadra,Vabhni,Ghaghra,2151,Babhani
Sonbhadra,Duddhi,Beedar,2154,Dudhi
Sonbhadra,Duddhi,Baheradol,2154,Dudhi
Sonbhadra,Chopan,Badgavan,2153,Chopan
Sonbhadra,Chopan,Mitihinian,2153,Chopan
Sonbhadra,Chopan,Mishri,2153,Chopan
Sonbhadra,Chopan,Devatan,2153,Chopan
Sonbhadra,Chopan,Khetkatwa,2153,Chopan
Sonbhadra,Chopan,Piparkhad,2153,Chopan
Sonbhadra,Chopan,Kishunpurwa,2153,Chopan
Sonbhadra,Chopan,Bagasoti,2153,Chopan
Sonbhadra,Chopan,Chanchikala,2153,Chopan
Sonbhadra,Chopan,Naktawar,2153,Chopan
Sonbhadra,Chopan,Kheampur,2153,Chopan
Sonbhadra,Chopan,Nigai,2153,Chopan
Sonbhadra,Robertsganj,Kamhari,2158,Robertsganj
Sonbhadra,Robertsganj,Arauli,2158,Robertsganj
Sonbhadra,Robertsganj,Bhawanipur,2158,Robertsganj
Sonbhadra,Robertsganj,Baghori,2158,Robertsganj
Sonbhadra,Robertsganj,Parhi,2158,Robertsganj
Sonbhadra,Robertsganj,Aamdih,2158,Robertsganj
Sonbhadra,Ghorawal,Sirsiya Thakurain,2155,Ghorawal
Sonbhadra,Ghorawal,Bhataulia,2155,Ghorawal
Sonbhadra,Ghorawal,Jadera,2155,Ghorawal
Sonbhadra,Ghorawal,Tikuria,2155,Ghorawal
Sonbhadra,Ghorawal,Karma,2155,Ghorawal
Sonbhadra,Ghorawal,Sahdeiya Baidar,2155,Ghorawal
Sonbhadra,Ghorawal,Silhata,2155,Ghorawal
Sonbhadra,Ghorawal,Phulwari,2155,Ghorawal
Sonbhadra,Ghorawal,Jogni,2155,Ghorawal
Sonbhadra,Ghorawal,Purkhas,2155,Ghorawal
Sonbhadra,Ghorawal,Mizhoon,2155,Ghorawal
Sonbhadra,Chatra,Khadooi,2152,Chatra
Sonbhadra,Myorpur,Anapara,2156,Myorpur
Sonbhadra,Myorpur,Parasi,2156,Myorpur
Sonbhadra,Myorpur,Rehta,2156,Myorpur
