gp_code,gp_name,block_code,block_name,zila_code,zila_name
41288,Rajpura,1349,Railmagra,103,Rajsamand
41769,Rajpura,262226,Patan,105,Sikar
41805,Rajpura,1362,Piprali,105,Sikar
42067,Rajpura,1370,Malpura,107,Tonk
294347,Rajpura,1286,Jaswantpura,95,Jalore
262283,Rajpura Hudan,1216,Lunkaransar,84,Bikaner
294920,Rajpura (Nausal),1356,Danta Ramgarh,105,Sikar
38296,Rajpura Patalwas,295305,Tunga,93,Jaipur
37952,Rajpura Piperan,1263,Suratgarh,91,Ganganagar
34157,Rajpur Bara,1165,Rajgarh,78,Alwar
34226,Rajpur Chhota,1167,Reni,78,Alwar
38470,Rajpurwasa,1272,Jamwa Ramgarh,93,Jaipur
262827,Rajsagar,295379,Chamu,98,Jodhpur
41508,Rajwana,262680,Chauth Ka Barwara,104,Sawai Madhopur
34092,Rajwara,1163,Mandawar,78,Alwar
37119,Rajwas,262601,Lawan,88,Dausa
42107,Rajwas,1371,Newai,107,Tonk
41317,Rajyawas,1350,Rajsamand,103,Rajsamand
35239,Rakhi,262774,Samdari,81,Barmer
34390,Rakho,1172,Bagidora,79,Banswara
42623,Rakhyaval,301230,Khemli,108,Udaipur
35688,Rakshi,1204,Banera,83,Bhilwara
294625,Ralawas,295066,Ramgarh Pachwara,88,Dausa
37073,Ralawata,1243,Bandikui,88,Dausa
37120,Ralawata,1244,Dausa,88,Dausa
41556,Ralawata,295269,Palsana,105,Sikar
41675,Ralawata,1359,Khandela,105,Sikar
294087,Ralawata,1315,Nadauti,99,Karauli
33738,Ralawatan,1153,Kishangarh (Silora),77,Ajmer
38607,Ralawta,295304,Kishangarh Renwal,93,Jaipur
35857,Ralayata,1209,Mandalgarh,83,Bhilwara
38778,Rama,295289,Fathegarh,94,Jaisalmer
38864,Rama,1283,Ahore,95,Jalore
42249,Rama,1375,Bargaon,108,Udaipur
294515,Ramaj,262276,Kurabad,108,Udaipur
35240,Ramaniya,1193,Siwana,81,Barmer
39738,Ramasani,1307,Bilara,98,Jodhpur
40888,Ramawas Kalan,1336,Jaitaran,102,Pali
39303,Ramay Dalpat,1295,Pirawa (Sunel),96,Jhalawar
36121,Rambag,1216,Lunkaransar,84,Bikaner
36563,Rambhawali,1229,Chhoti Sadri,573,Pratapgarh
36242,Ramchandraji Ka Khera,1219,Hindoli,85,Bundi
294180,Ramda,295168,Poogal,84,Bikaner
39701,Ramdawas Kalan,262755,Peepad Sahar,98,Jodhpur
294767,Ramdeo Nagar,262762,Lohawat,98,Jodhpur
38825,Ramdeora,1282,Sankra,94,Jaisalmer
295525,Ramdeora,295259,Panyla Kla,81,Barmer
295353,Ramderiya,1187,Barmer,81,Barmer
295409,Ramderiya,1191,Sheo,81,Barmer
38006,Ramgadia (10 Jgw ),1264,Bhadra,92,Hanumangarh
36382,Ramganj,257862,Bundi,85,Bundi
33775,Ramgarh,1154,Masooda,77,Ajmer
34585,Ramgarh,1176,Kushalgarh,79,Banswara
34837,Ramgarh,1184,Kishanganj,80,Baran
37447,Ramgarh,1252,Aspur,90,Dungarpur
38779,Ramgarh,1281,Sam,94,Jaisalmer
41557,Ramgarh,1356,Danta Ramgarh,105,Sikar
262361,Ramgarh,1312,Shergarh,98,Jodhpur
294541,Ramgarh,295153,Sikandara,88,Dausa
294776,Ramgarh,1173,Banswara,79,Banswara
38205,Ramgarh (16 Dpn),1266,Nohar,92,Hanumangarh
35062,Ramjan Ki Gafan,1189,Chohtan,81,Barmer
295513,Ramji Ka Gol,262692,Gudhamalani,81,Barmer
262837,Ramji Ka Gol Phanta,262692,Gudhamalani,81,Barmer
38608,Ramji Pura Kalan,295304,Kishangarh Renwal,93,Jaipur
34391,Ram Ka Munna,262567,Gangar Talai,79,Banswara
262637,Ramkumarpura,1300,Khetri,97,Jhunjhunu
33643,Rammaliya,1150,Bhinay,77,Ajmer
36383,Ramnagar,257862,Bundi,85,Bundi
262509,Ramnagar,1310,Osian,98,Jodhpur
294577,Ramnagar,1312,Shergarh,98,Jodhpur
294588,Ramnagar,262759,Tinwari,98,Jodhpur
38327,Ram Nagar,295415,Kotkhawada,93,Jaipur
294060,Ram Nagar,295168,Poogal,84,Bikaner
294818,Ram Nagar,262719,Dechu,98,Jodhpur
33854,Ramner Dhani,295190,Ajmer Rural,77,Ajmer
33611,Rampali,1152,Kekri,77,Ajmer
33896,Rampur,1157,Bansur,78,Alwar
40042,Rampur,1314,Karauli,99,Karauli
41213,Rampur,295391,Delwada,103,Rajsamand
34227,Rampura,1167,Reni,78,Alwar
35241,Rampura,262774,Samdari,81,Barmer
35660,Rampura,295444,Badnor,83,Bhilwara
36863,Rampura,1238,Rajgarh,87,Churu
39137,Rampura,1291,Dag,96,Jhalawar
39348,Rampura,1296,Alsisar,97,Jhunjhunu
39702,Rampura,1306,Bhopalgarh,98,Jodhpur
41466,Rampura,1354,Khandar,104,Sawai Madhopur
41990,Rampura,1368,Sirohi,106,Sirohi
262671,Rampura,1365,Pindwara,106,Sirohi
294336,Rampura,1287,Raniwara,95,Jalore
294416,Rampura,6907,Chitalwana,95,Jalore
294909,Rampura,1301,Nawalgarh,97,Jhunjhunu
295102,Rampura,1334,Bali,102,Pali
38107,Ram Pura,6842,Pilibanga,92,Hanumangarh
39877,Rampura Bhatiyan,262759,Tinwari,98,Jodhpur
33821,Rampura Dabla,1155,Pisangan,77,Ajmer
38257,Rampura Dabri,262103,Jalsu,93,Jaipur
40992,Rampura Kalan,1339,Raipur,102,Pali
41676,Rampura (Kha),1359,Khandela,105,Sikar
38206,Rampura Matoria (2rpm),6845,Rawatsar,92,Hanumangarh
293944,Rampura Patan,1159,Kathumar,78,Alwar
41677,Rampura (Thoi),1363,Sri Madhopur,105,Sikar
38634,Rampura Unti,1277,Sanganer,93,Jaipur
294547,Rampura Urf Maharajpura,1244,Dausa,88,Dausa
38108,Rampura Urf Ramsara,6844,Tibbi,92,Hanumangarh
35816,Rampuriya,295453,Kareda,83,Bhilwara
35987,Rampuriya,1213,Suwana,83,Bhilwara
36471,Rampuriya,1225,Begun,86,Chittorgarh
39304,Rampuriya,1295,Pirawa (Sunel),96,Jhalawar
36753,Ram Puriya,295389,Suhagpura,573,Pratapgarh
34844,Rampuriya Todiya,1184,Kishanganj,80,Baran
37491,Rampur Mewara,301229,Gamdi Ahara,90,Dungarpur
37492,Rampur Sati,301227,Paldeval,90,Dungarpur
38297,Ramratanpura,1268,Bassi,93,Jaipur
41509,Ramri,1355,Sawai Madhopur,104,Sawai Madhopur
262115,Ramsabas,1324,Didwana,101,Nagaur
42031,Ram Sagar,1369,Deoli,107,Tonk
33855,Ramsar,1156,Srinagar,77,Ajmer
34963,Ramsar,262681,Ramsar,81,Barmer
36046,Ramsar,1214,Bikaner,84,Bikaner
294751,Ramsar,295379,Chamu,98,Jodhpur
294066,Ramsara,1216,Lunkaransar,84,Bikaner
38204,Ramsara (26 Ntr ),1266,Nohar,92,Hanumangarh
37953,Ramsara Jakhadan,1263,Suratgarh,91,Ganganagar
38109,Ramsara Narain,1265,Hanumangarh,92,Hanumangarh
36864,Ramsara Tal,1238,Rajgarh,87,Churu
262636,Ram Sar Ka Kua,295251,Barmer Rural,81,Barmer
38298,Ramsar Palawala,1268,Bassi,93,Jaipur
38957,Ramseen,1286,Jaswantpura,95,Jalore
295331,Ramseen,1186,Balotra,81,Barmer
294742,Ramsingh Nagar,295379,Chamu,98,Jodhpur
33924,Ramsinghpura,1158,Behror,78,Alwar
41770,Ramsinghpura,262226,Patan,105,Sikar
36945,Ramsisar Bhedwaliya,1240,Sardarshahar,87,Churu
40599,Ramsiya,1328,Makrana,101,Nagaur
262374,Ramsor,262105,Galiyakoat,90,Dungarpur
37632,Ramsor Juna,1256,Simalwara,90,Dungarpur
262430,Ramyawala,295307,Andhi,93,Jaipur
41044,Rana,1341,Rohat,102,Pali
35156,Ranasar,262776,Gadra Road,81,Barmer
39527,Ranasar,1301,Nawalgarh,97,Jhunjhunu
294044,Ranasar,1215,Kolayat,84,Bikaner
295081,Ranasar,1237,Churu,87,Churu
294605,Ranasar Beekan,1240,Sardarshahar,87,Churu
35114,Ranasar Kallan,1190,Dhorimanna,81,Barmer
35201,Ranasar Khurd,295254,Aadel,81,Barmer
40932,Ranawas,1337,Kharchi(Mar.Jun),102,Pali
39138,Ranayra,1291,Dag,96,Jhalawar
35614,Randheer Garh,295301,Bhusawar,82,Bharatpur
294043,Randheersar,1215,Kolayat,84,Bikaner
36997,Randhisar,1241,Sujangarh,87,Churu
41350,Raneela,1351,Bamanwas,104,Sawai Madhopur
295408,Raneji Ki Basti,1191,Sheo,81,Barmer
36122,Raner 11 Sld,6898,Khajuwala,84,Bikaner
39663,Raneri,1305,Bap,98,Jodhpur
36946,Rangaisar,1240,Sardarshahar,87,Churu
38903,Rangala,295292,Bagoda,95,Jalore
37954,Rang Mahal,1263,Suratgarh,91,Ganganagar
40265,Rangpur,1320,Ladpura,100,Kota
34838,Rani Barod,1184,Kishanganj,80,Baran
35242,Rani Desipura,262774,Samdari,81,Barmer
34964,Ranigaon,1187,Barmer,81,Barmer
40600,Ranigaon,1328,Makrana,101,Nagaur
41021,Rani Kalan,1340,Rani Station,102,Pali
36708,Rani Khera,1234,Nimbahera,86,Chittorgarh
36243,Ranipura,1219,Hindoli,85,Bundi
40131,Ranipura,262184,Mandrayal,99,Karauli
42224,Ranipura,1374,Uniara,107,Tonk
38987,Raniwara Kalan,1287,Raniwara,95,Jalore
38988,Raniwara Khurd,1287,Raniwara,95,Jalore
36092,Ranjeetpura,295166,Bajju Khalsa,84,Bikaner
38110,Ranjeet Pura,1265,Hanumangarh,92,Hanumangarh
246065,Ranodar,6907,Chitalwana,95,Jalore
40207,Ranodiya,1318,Itawa,100,Kota
37248,Ranoli,295153,Sikandara,88,Dausa
37575,Ranoli,1255,Sagwara,90,Dungarpur
40173,Ranoli,1317,Todabhim,99,Karauli
41806,Ranoli,295269,Palsana,105,Sikar
42190,Ranoli,295476,Peeplu,107,Tonk
34093,Ranoth,1163,Mandawar,78,Alwar
35487,Ranph,262581,Pahari,82,Bharatpur
294177,Ranpur,1380,Jhadol,108,Udaipur
39740,Ransigaon,1307,Bilara,98,Jodhpur
36947,Ransisar,1240,Sardarshahar,87,Churu
294342,Ransisar Jatan,1324,Didwana,101,Nagaur
41510,Ranwal,1355,Sawai Madhopur,104,Sawai Madhopur
36123,Ranwasar,1216,Lunkaransar,84,Bikaner
39262,Ranwasya,1294,Manoharthana,96,Jhalawar
294050,Raoneri,1215,Kolayat,84,Bikaner
262175,Raowala,295166,Bajju Khalsa,84,Bikaner
35399,Rarah,1197,Kumher,82,Bharatpur
39703,Rarod,1306,Bhopalgarh,98,Jodhpur
40889,Ras,1336,Jaitaran,102,Pali
40527,Rasal,1326,Kuchaman City,101,Nagaur
35775,Rased,1207,Kotri,83,Bhilwara
37204,Raseedpur,1246,Mahwa,88,Dausa
41596,Raseedpura,1357,Dhod,105,Sikar
38380,Raseeli,295299,Mauzamabad,93,Jaipur
34200,Rasgan,1166,Ramgarh,78,Alwar
36776,Rashmi,1236,Rashmi,86,Chittorgarh
40426,Rasidpura,262369,Molasar,101,Nagaur
36169,Rasisar,262410,Panchoo,84,Bikaner
294173,Rasisar Purohitan Baas,262410,Panchoo,84,Bikaner
35488,Rasiya,1199,Nagar Pahari,82,Bharatpur
38780,Rasla,295289,Fathegarh,94,Jaisalmer
38007,Raslana,1264,Bhadra,92,Hanumangarh
262625,Rasnali,1157,Bansur,78,Alwar
39488,Rasoolpur,1300,Khetri,97,Jhunjhunu
295188,Rasoolpur,1162,Laxmangarh,78,Alwar
33856,Rasoolpura,295190,Ajmer Rural,77,Ajmer
37633,Rasta,1256,Simalwara,90,Dungarpur
38111,Rasuwala,6843,Sangaria,92,Hanumangarh
294161,Ratadiya,1179,Anta,80,Baran
33994,Rata Khurd,1160,Kishangarh Bas,78,Alwar
33644,Ratakot,1150,Bhinay,77,Ajmer
40469,Ratanga,1325,Jayal,101,Nagaur
37316,Ratanpur,1249,Baseri,89,Dholpur
38989,Ratanpur,1287,Raniwara,95,Jalore
34356,Ratanpura,1171,Anandpuri,79,Banswara
35115,Ratanpura,262692,Gudhamalani,81,Barmer
36865,Ratanpura,1238,Rajgarh,87,Churu
37837,Ratanpura,1260,Padampur,91,Ganganagar
262530,Ratanpura,1256,Simalwara,90,Dungarpur
294561,Ratanpura,1245,Lalsot,88,Dausa
38207,Ratanpura(1 Rpm ),1266,Nohar,92,Hanumangarh
35661,Ratanpura(Bhadshi),295444,Badnor,83,Bhilwara
33885,Ratanpura Karana,1157,Bansur,78,Alwar
35662,Ratanpura(Lachuda),1203,Asind,83,Bhilwara
36754,Ratan Puriya,295389,Suhagpura,573,Pratapgarh
36901,Ratansara,1239,Ratangarh,87,Churu
38826,Ratariya,295290,Bhaniyana,94,Jaisalmer
34965,Ratasar,1189,Chohtan,81,Barmer
40558,Ratau,1327,Ladnu,101,Nagaur
34749,Ratawad,1181,Baran (Full),80,Baran
37634,Ratdiya,262105,Galiyakoat,90,Dungarpur
40993,Ratdiya,1339,Raipur,102,Pali
262331,Ratdiya,262410,Panchoo,84,Bikaner
35015,Rateu,262778,Gira,81,Barmer
34497,Rathadia Pada,1174,Garhi,79,Banswara
36755,Rathajana,295424,Dhamotar,573,Pratapgarh
262371,Rathdee,262113,Chikhali,90,Dungarpur
34648,Rath Dhan Raj,1178,Sajjangarh,79,Banswara
38112,Rathi Khera,6844,Tibbi,92,Hanumangarh
42713,Rathora,262269,Semari,108,Udaipur
36445,Rati Chand Ji Ka Khera,1224,Bari Sadri,86,Chittorgarh
40043,Ratiyapura,295309,Masalpur,99,Karauli
39704,Ratkuria,262755,Peepad Sahar,98,Jodhpur
39100,Ratlai,1290,Bakani,96,Jhalawar
36900,Ratnadesar,1239,Ratangarh,87,Churu
36948,Ratoosar,1240,Sardarshahar,87,Churu
262442,Ratreri Kalan,262776,Gadra Road,81,Barmer
262654,Ratri,262774,Samdari,81,Barmer
295404,Ratri,1191,Sheo,81,Barmer
38113,Rattan Pura,6843,Sangaria,92,Hanumangarh
37840,Rattewala,1260,Padampur,91,Ganganagar
38904,Rauta,295292,Bagoda,95,Jalore
42434,Ravach,262243,Sayra,108,Udaipur
262872,Ravatsar,262776,Gadra Road,81,Barmer
42435,Ravliya Kalan,1379,Gogunda,108,Udaipur
42436,Ravliya Khurd,1379,Gogunda,108,Udaipur
295283,Rav Madra,1379,Gogunda,108,Udaipur
262076,Rawalgarh,1304,Balesar,98,Jodhpur
39489,Rawan,1300,Khetri,97,Jhunjhunu
39139,Rawan Gurari,1291,Dag,96,Jhalawar
295127,Rawaniya,1339,Raipur,102,Pali
41467,Rawanjna Chaur,262680,Chauth Ka Barwara,104,Sawai Madhopur
262117,Rawanjna Doongar,262680,Chauth Ka Barwara,104,Sawai Madhopur
39742,Rawar,1307,Bilara,98,Jodhpur
36472,Rawarda,1225,Begun,86,Chittorgarh
35741,Rawat Khera,1206,Jahazpur,83,Bhilwara
33678,Rawatmala,1151,Jawaja,77,Ajmer
262742,Rawatnagar,262719,Dechu,98,Jodhpur
36631,Rawat Pura,1231,Dungla,86,Chittorgarh
35202,Rawatsar,295251,Barmer Rural,81,Barmer
294580,Rawatsar,1312,Shergarh,98,Jodhpur
294364,Rawatsar Kunjala,1238,Rajgarh,87,Churu
39741,Rawniyana,262755,Peepad Sahar,98,Jodhpur
294948,Rawra,1305,Bap,98,Jodhpur
33995,Rayabka,1170,Umren,78,Alwar
37448,Rayaki,1252,Aspur,90,Dungarpur
262894,Rayanwali,1263,Suratgarh,91,Ganganagar
41077,Rayara Kalan (Khurd),1342,Sojat,102,Pali
294326,Raypuriya,1237,Churu,87,Churu
35446,Raysees,1198,Nadbai,82,Bharatpur
36473,Rayta,1225,Begun,86,Chittorgarh
294539,Rebariyon Ka Gurha,1375,Bargaon,108,Udaipur
36293,Rebarpura,1220,Keshoraipatan,85,Bundi
294348,Reda,262145,Bidasar,87,Churu
35157,Redana,262776,Gadra Road,81,Barmer
37029,Redi,1242,Taranagar,87,Churu
35776,Redwas,1207,Kotri,83,Bhilwara
34726,Reechhanda,1180,Atru,80,Baran
294193,Reechhavar,1380,Jhadol,108,Udaipur
41253,Reechher,1348,Kumbhalgarh,103,Rajsamand
39101,Reechhwa,1290,Bakani,96,Jhalawar
39102,Reejon,1290,Bakani,96,Jhalawar
294972,Reen,1311,Phalodi,98,Jodhpur
262335,Reenchholi,262727,Patodi,81,Barmer
37205,Reendli,301219,Mandawar,88,Dausa
40559,Reengan,1327,Ladnu,101,Nagaur
35777,Reeth,1207,Kotri,83,Bhilwara
38781,Reewari,295289,Fathegarh,94,Jaisalmer
35956,Rehad,1212,Shahpura,83,Bhilwara
34839,Relawan,1184,Kishanganj,80,Baran
40994,Relra,1339,Raipur,102,Pali
40631,Ren,1329,Merta,101,Nagaur
41426,Rendayal Gurjar,1353,Gangapur City,104,Sawai Madhopur
42068,Rendiliya,1370,Malpura,107,Tonk
41079,Rendri,1342,Sojat,102,Pali
34228,Reni,1167,Reni,78,Alwar
36521,Ren Khera,1227,Bhainsrorgarh,86,Chittorgarh
39103,Renpla,1290,Bakani,96,Jhalawar
37493,Renta,262679,Jothari,90,Dungarpur
38565,Renwal Maji,295308,Madhorajpura,93,Jaipur
41935,Reodar,1366,Reodar,106,Sirohi
39052,Reotara,1289,Sayla,95,Jalore
41080,Reprawas,1342,Sojat,102,Pali
34094,Resgan,1163,Mandawar,78,Alwar
33956,Reta,1159,Kathumar,78,Alwar
41558,Reta,295269,Palsana,105,Sikar
35400,Rethoti,1197,Kumher,82,Bharatpur
38928,Revat,1285,Jalore,95,Jalore
34913,Rewada Maiya,1186,Balotra,81,Barmer
39998,Rewai,1313,Hindaun,99,Karauli
295459,Rewali,1188,Baytoo,81,Barmer
36501,Rewaliya Khurd,1226,Bhadesar,86,Chittorgarh
36777,Rewara,1236,Rashmi,86,Chittorgarh
36813,Ribiya,1237,Churu,87,Churu
35988,Richada,1213,Suwana,83,Bhilwara
40237,Richadiya,1319,Khairabad,100,Kota
40755,Rid,1332,Parbatsar,101,Nagaur
295368,Ridhwa,1280,Jaisalmer,94,Jaisalmer
36203,Ridi,1218,Sri Dungargarh,84,Bikaner
294821,Ridmal Nagar,262719,Dechu,98,Jodhpur
37834,Ridmalsar,1260,Padampur,91,Ganganagar
39918,Ridmalsar,295387,Aau,98,Jodhpur
36047,Ridmalsar Purohitan,1214,Bikaner,84,Bikaner
36385,Rihana,257862,Bundi,85,Bundi
294488,Rijoda,1374,Uniara,107,Tonk
37449,Rinchha,262099,Sabla,90,Dungarpur
42143,Rindiliya Rampura,1372,Todaraisingh,107,Tonk
294856,Rinu,1360,Lachhmangarh,105,Sikar
42541,Rishabhdeo,262235,Rishbhdeo,108,Udaipur
41351,Riwali,1351,Bamanwas,104,Sawai Madhopur
39743,Riyan,262755,Peepad Sahar,98,Jodhpur
40632,Riya Shyamdas,1329,Merta,101,Nagaur
294882,Roda,262679,Jothari,90,Dungarpur
38865,Rodala,1283,Ahore,95,Jalore
41468,Rodawad,1354,Khandar,104,Sawai Madhopur
38114,Rodawali,1265,Hanumangarh,92,Hanumangarh
40044,Rod Kalan,1314,Karauli,99,Karauli
40560,Rodoo,1327,Ladnu,101,Nagaur
34132,Rodwal,1164,Neemrana,78,Alwar
41636,Rohal Sahabsar,1358,Fatehpur,105,Sikar
34392,Rohaniya,262567,Gangar Talai,79,Banswara
34622,Rohaniya,1177,Peepal Khoont,573,Pratapgarh
262851,Rohan Wada,301227,Paldeval,90,Dungarpur
34393,Rohanwari,262567,Gangar Talai,79,Banswara
41045,Rohat,1341,Rohat,102,Pali
39783,Rohichakalan,295376,Dhawa,98,Jodhpur
34498,Rohida,1174,Garhi,79,Banswara
262469,Rohidaala,262776,Gadra Road,81,Barmer
37769,Rohidanwali,1258,Ganganagar,91,Ganganagar
35158,Rohidi,262776,Gadra Road,81,Barmer
262840,Rohila,1190,Dhorimanna,81,Barmer
295194,Rohila,262545,Sedwa,81,Barmer
39815,Rohilakalan,295381,Keru,98,Jodhpur
262852,Rohili,295251,Barmer Rural,81,Barmer
262385,Rohimala,1380,Jhadol,108,Udaipur
39664,Rohina,295378,Ghantiyali,98,Jodhpur
40470,Rohina,1325,Jayal,101,Nagaur
40756,Rohindi,1332,Parbatsar,101,Nagaur
40712,Rohini,1331,Nagaur,101,Nagaur
41896,Rohira,1365,Pindwara,106,Sirohi
40791,Rohisa,1333,Riyan Badi,101,Nagaur
294613,Rohniya Khera,1174,Garhi,79,Banswara
34649,Rohniya Laxman Singh,1178,Sajjangarh,79,Banswara
41936,Rohua,1366,Reodar,106,Sirohi
38381,Rojadi,1276,Sambhar,93,Jaipur
38258,Rojda,262103,Jalsu,93,Jaipur
36124,Rojha,1216,Lunkaransar,84,Bikaner
39140,Rojhana,1291,Dag,96,Jhalawar
40471,Rol,1330,Mundwa,101,Nagaur
36596,Rolahera,1230,Chittorgarh,86,Chittorgarh
294619,Rolasar,1240,Sardarshahar,87,Churu
40633,Rol Chandawata,1329,Merta,101,Nagaur
262830,Roli,262692,Gudhamalani,81,Barmer
36671,Roliya,1233,Kapasan,86,Chittorgarh
40132,Rondhai,262184,Mandrayal,99,Karauli
35447,Roneeja,1198,Nadbai,82,Bharatpur
36244,Roneeja,1219,Hindoli,85,Bundi
33957,Roneeja Than,1159,Kathumar,78,Alwar
262533,Ronpur,295311,Govindgarh,78,Alwar
40074,Ronsi,1315,Nadauti,99,Karauli
36778,Rood,1236,Rashmi,86,Chittorgarh
294802,Roodkali,1309,Mandor,98,Jodhpur
40671,Roon,1330,Mundwa,101,Nagaur
34557,Roonjiya,1175,Ghatol,79,Banswara
36672,Roopa Heri,1233,Kapasan,86,Chittorgarh
262752,Roopana Jaitana,262762,Lohawat,98,Jodhpur
33739,Roopangarh,1153,Kishangarh (Silora),77,Ajmer
39186,Rooparel,1292,Jhalrapatan,96,Jhalawar
40472,Roopathal,1330,Mundwa,101,Nagaur
40957,Roopawas,1338,Pali,102,Pali
34291,Roopbas,1169,Tijara,78,Alwar
41559,Roopgarh,1356,Danta Ramgarh,105,Sikar
262221,Roopgarh,301221,Chhoti Sarwa,79,Banswara
34558,Roopji Ka Kheda,1175,Ghatol,79,Banswara
36949,Rooplisar,1240,Sardarshahar,87,Churu
33679,Roopnagar,1151,Jawaja,77,Ajmer
42225,Rooppura,1374,Uniara,107,Tonk
244601,Rooppura,1203,Asind,83,Bhilwara
40528,Rooppura Torda,1326,Kuchaman City,101,Nagaur
38738,Roopsi,1280,Jaisalmer,94,Jaisalmer
38471,Roopwas,1272,Jamwa Ramgarh,93,Jaipur
42226,Roopwas,1374,Uniara,107,Tonk
35742,Ropan,1206,Jahazpur,83,Bhilwara
38990,Ropsi,1284,Bhinmal,95,Jalore
36170,Rora,1217,Nokha,84,Bikaner
294869,Roroo Bari,1360,Lachhmangarh,105,Sikar
262321,Rorwa Kalan,262773,Kalyanpur,81,Barmer
36245,Rosanda,1219,Hindoli,85,Bundi
41637,Rosawa,1358,Fatehpur,105,Sikar
37923,Rotanwali,1262,Sadulshahar,91,Ganganagar
36294,Roteda,1220,Keshoraipatan,85,Bundi
40473,Rotoo,1325,Jayal,101,Nagaur
38566,Rotwara,1275,Phagi,93,Jaipur
41964,Rowara,1367,Sheoganj,106,Sirohi
41678,Royal,1359,Khandela,105,Sikar
295051,Royda,262243,Sayra,108,Udaipur
35538,Rudawal,1200,Rupbas,82,Bharatpur
37279,Rudhera,1248,Bari,89,Dholpur
39705,Rudia,1306,Bhopalgarh,98,Jodhpur
36647,Rughnathpura,1232,Gangrar,86,Chittorgarh
294667,Rughnath Singh Ka Garha,1175,Ghatol,79,Banswara
294390,Rujiya Khuna,1382,Kotra,108,Udaipur
41965,Rukhada,1367,Sheoganj,106,Sirohi
41714,Rulyana Mali,295268,Nechwa,105,Sikar
41713,Rulyani,295268,Nechwa,105,Sikar
38259,Rundal,1267,Amber,93,Jaipur
42295,Rundera,295182,Vallabhnagar,108,Udaipur
295208,Rundh,1163,Mandawar,78,Alwar
35401,Rundh Helak,1197,Kumher,82,Bharatpur
35574,Rundh Ikran,1201,Sewar,82,Bharatpur
40045,Rundhpura,295309,Masalpur,99,Karauli
35539,Rundh Roopbas,1200,Rupbas,82,Bharatpur
39187,Rundlao,1292,Jhalrapatan,96,Jhalawar
36048,Runia Bada Bas,1214,Bikaner,84,Bikaner
40757,Runija,1332,Parbatsar,101,Nagaur
38328,Rupahedi Kalan,295415,Kotkhawada,93,Jaipur
38305,Rupahedi Khurd With Bapugaon,295415,Kotkhawada,93,Jaipur
35707,Rupaheli,1205,Hurda,83,Bhilwara
35989,Rupaheli,1213,Suwana,83,Bhilwara
35689,Rupaheli Khurd,1204,Banera,83,Bhilwara
41081,Rupawas,1342,Sojat,102,Pali
38382,Saanwali,295299,Mauzamabad,93,Jaipur
40601,Sabalpur,1328,Makrana,101,Nagaur
34586,Sabalpura,1176,Kushalgarh,79,Banswara
40995,Sabalpura,1339,Raipur,102,Pali
262616,Sabalpura,1157,Bansur,78,Alwar
39945,Sabarsar,1312,Shergarh,98,Jodhpur
37450,Sabla,262099,Sabla,90,Dungarpur
35366,Sablana,1196,Kaman,82,Bharatpur
37494,Sabli,1253,Bichiwara,90,Dungarpur
262297,Sabniyan,1216,Lunkaransar,84,Bikaner
35402,Sabora,1197,Kumher,82,Bharatpur
294019,Sabrampura,1273,Jhotwara,93,Jaipur
38115,Sabuana,6844,Tibbi,92,Hanumangarh
38827,Sada,1282,Sankra,94,Jaisalmer
42485,Sada,262252,Phalasiya,108,Udaipur
42580,Sada,1382,Kotra,108,Udaipur
37955,Sadakwala,1263,Suratgarh,91,Ganganagar
37398,Sadapur,1251,Rajakhera,89,Dholpur
294497,Sadapur,262721,Sarwar,77,Ajmer
33713,Sadara,295478,Sawar,77,Ajmer
35858,Sadaram Ji Ka Khera,262081,Bijoliya,83,Bhilwara
39919,Sadari,262762,Lohawat,98,Jodhpur
295043,Sadari,295478,Sawar,77,Ajmer
294623,Sadariya,1178,Sajjangarh,79,Banswara
42108,Sadariya Khurd,1371,Newai,107,Tonk
36648,Sadas,1232,Gangrar,86,Chittorgarh
36950,Sadasar,1240,Sardarshahar,87,Churu
295504,Sadecha,295254,Aadel,81,Barmer
36327,Sadera,1221,Nainwa,85,Bundi
36171,Sadhasar,1217,Nokha,84,Bikaner
36172,Sadhuna,262410,Panchoo,84,Bikaner
37770,Sadhuwali,1258,Ganganagar,91,Ganganagar
36597,Sadi,1230,Chittorgarh,86,Chittorgarh
37399,Sadikpur,1250,Dhaulpur,89,Dholpur
42714,Sadkari,262269,Semari,108,Udaipur
294387,Sadokan,1331,Nagaur,101,Nagaur
294058,Sadolai,295168,Poogal,84,Bikaner
36998,Sadoo Chhoti,262145,Bidasar,87,Churu
35541,Sadpura,295303,Uchain,82,Bharatpur
35489,Sadpuri,1199,Nagar Pahari,82,Bharatpur
294247,Sadrau,295287,Mohangarh,94,Jaisalmer
41289,Sadri,1349,Railmagra,103,Rajsamand
37635,Sadriya,1256,Simalwara,90,Dungarpur
39053,Safara,1289,Sayla,95,Jalore
40602,Safed Badi,1328,Makrana,101,Nagaur
295370,Sagaro Ki Basti,1281,Sam,94,Jaisalmer
42715,Sagatra,1385,Sarada,108,Udaipur
295126,Sagbari,1177,Peepal Khoont,573,Pratapgarh
34441,Sagdod,262588,Talwara,79,Banswara
294781,Sageta,262588,Talwara,79,Banswara
37451,Sagot,262099,Sabla,90,Dungarpur
262355,Sagra,262719,Dechu,98,Jodhpur
295503,Sagraniyon Ki Beri,262692,Gudhamalani,81,Barmer
35893,Sagrev,1210,Raipur,83,Bhilwara
