gp_code,gp_name,block_code,block_name,zila_code,zila_name
35630,Barsani,1203,Asind,83,Bhilwara
39534,Barsari Ka Bas,1302,Surajgarh,97,Jhunjhunu
41643,Barsinghpura,1359,Khandela,105,Sikar
262753,Barsingon Ka Bas,295387,Aau,98,Jodhpur
36009,Barsingsar,1214,Bikaner,84,Bikaner
42079,Barthala,1371,Newai,107,Tonk
35826,Barundni,1209,Mandalgarh,83,Bhilwara
34629,Barvipara,1178,Sajjangarh,79,Banswara
34664,Barwa,1179,Anta,80,Baran
40798,Barwa,1334,Bali,102,Pali
34404,Barwala Rajiya,1173,Banswara,79,Banswara
40571,Barwali,1328,Makrana,101,Nagaur
38146,Barwali (11 Ntr (B) ),1266,Nohar,92,Hanumangarh
42117,Barwas,1372,Todaraisingh,107,Tonk
39497,Barwasi,1301,Nawalgarh,97,Jhunjhunu
295057,Barwas Kalan,1223,Arnod,573,Pratapgarh
36721,Basad,1235,Pratapgarh,573,Pratapgarh
33901,Basai,1158,Behror,78,Alwar
39461,Basai,1300,Khetri,97,Jhunjhunu
262301,Basai,1274,Kotputli,93,Jaipur
37256,Basai Dang,1248,Bari,89,Dholpur
37370,Basai Gheeyaram,1251,Rajakhera,89,Dholpur
34236,Basai Jogiyan,1168,Thanagazi,78,Alwar
37371,Basai Kare,1251,Rajakhera,89,Dholpur
37322,Basai Nawab,262816,Saipau,89,Dholpur
37323,Basai Neem,1250,Dhaulpur,89,Dholpur
37324,Basai Samanta,1250,Dhaulpur,89,Dholpur
294082,Basaiyalaloo,1250,Dhaulpur,89,Dholpur
38711,Basanpeer (Jooni),1280,Jaisalmer,94,Jaisalmer
41094,Basant,1343,Sumerpur,102,Pali
41876,Basantgarh,1365,Pindwara,106,Sirohi
38572,Basari Khurd,295304,Kishangarh Renwal,93,Jaipur
39498,Basawa,1301,Nawalgarh,97,Jhunjhunu
262758,Bas Burja,1199,Nagar Pahari,82,Bharatpur
33869,Bas Dayal,1157,Bansur,78,Alwar
36547,Basera,1229,Chhoti Sadri,573,Pratapgarh
36722,Basera,1235,Pratapgarh,573,Pratapgarh
42118,Basera,1372,Todaraisingh,107,Tonk
295013,Baseri Kundal,1229,Chhoti Sadri,573,Pratapgarh
33933,Baseth,1159,Kathumar,78,Alwar
38026,Bashir,6844,Tibbi,92,Hanumangarh
40271,Basiyaheri,1321,Sangod,100,Kota
38437,Basna,1272,Jamwa Ramgarh,93,Jaipur
41052,Basna,1342,Sojat,102,Pali
39426,Bas Nanag,1299,Jhunjhunu,97,Jhunjhunu
34066,Basni,1163,Mandawar,78,Alwar
39675,Basni Harisingh,1306,Bhopalgarh,98,Jodhpur
40896,Basni Jojawar,1337,Kharchi(Mar.Jun),102,Pali
40605,Basni Seja,1329,Merta,101,Nagaur
36218,Basoli,1219,Hindoli,85,Bundi
42201,Basoria,1374,Uniara,107,Tonk
295154,Basra,262681,Ramsar,81,Barmer
38936,Basra Dhanji,1286,Jaswantpura,95,Jalore
41644,Basri,1359,Khandela,105,Sikar
41721,Basri Khurd,1361,Neem Ka Thana,105,Sikar
34566,Bassi,301221,Chhoti Sarwa,79,Banswara
36574,Bassi,1230,Chittorgarh,86,Chittorgarh
40728,Bassi,1332,Parbatsar,101,Nagaur
42080,Bassi,1371,Newai,107,Tonk
42119,Bassi,1372,Todaraisingh,107,Tonk
262394,Bassi,1227,Bhainsrorgarh,86,Chittorgarh
34517,Bassiada,301217,Ganoda,79,Banswara
294796,Bassi Jhajhra,295302,Jobner,93,Jaipur
42639,Bassi Jhujhawat,1384,Salumbar,108,Udaipur
34462,Bassi Moti,262584,Arthuna,79,Banswara
262464,Bassinaga,295302,Jobner,93,Jaipur
42640,Bassi Samchott,1384,Salumbar,108,Udaipur
39609,Bastawa,1304,Balesar,98,Jodhpur
294435,Bastawa Mataji,1304,Balesar,98,Jodhpur
34821,Basthooni,1184,Kishanganj,80,Baran
41361,Bas Torda,1352,Bonli,104,Sawai Madhopur
295115,Basu,262276,Kurabad,108,Udaipur
36261,Baswara,1220,Keshoraipatan,85,Bundi
34981,Batadu,1188,Baytoo,81,Barmer
34733,Batawada,1181,Baran (Full),80,Baran
40090,Batda,262184,Mandrayal,99,Karauli
42264,Bathera Kalan,295182,Vallabhnagar,108,Udaipur
42265,Bathera Khurd,295182,Vallabhnagar,108,Udaipur
41611,Bathod,1358,Fatehpur,105,Sikar
41684,Bathoth,1360,Lachhmangarh,105,Sikar
262850,Batka Phala,301227,Paldeval,90,Dungarpur
41326,Batoda,1351,Bamanwas,104,Sawai Madhopur
41612,Batranau,1360,Lachhmangarh,105,Sikar
38838,Bavadi,1283,Ahore,95,Jalore
294535,Bavadi Kheda,301219,Mandawar,88,Dausa
42495,Bavalwara,1381,Kherwara,108,Udaipur
39031,Bavatara,1289,Sayla,95,Jalore
37592,Bavdi,262113,Chikhali,90,Dungarpur
34067,Bawad,1163,Mandawar,78,Alwar
262465,Bawad,1331,Nagaur,101,Nagaur
35787,Bawadi,1208,Mandal,83,Bhilwara
294159,Bawaikhedakalan,1292,Jhalrapatan,96,Jhalawar
35788,Bawalas,1208,Mandal,83,Bhilwara
34567,Bawaliya Para,301221,Chhoti Sarwa,79,Banswara
37216,Bawanpara,295153,Sikandara,88,Dausa
42120,Bawari,1372,Todaraisingh,107,Tonk
295124,Bawari,1177,Peepal Khoont,573,Pratapgarh
38997,Bawarla,1288,Sanchore,95,Jalore
39792,Bawarla,1309,Mandor,98,Jodhpur
39610,Bawarli,1304,Balesar,98,Jodhpur
35027,Bawarwala,295252,Fagliya,81,Barmer
36765,Bawlas,1236,Rashmi,86,Chittorgarh
35719,Bawri,1206,Jahazpur,83,Bhilwara
39499,Bay,1301,Nawalgarh,97,Jhunjhunu
41523,Bay,1356,Danta Ramgarh,105,Sikar
42496,Baydi,1381,Kherwara,108,Udaipur
262092,Bayla,1240,Sardarshahar,87,Churu
33660,Beawar Khas,1151,Jawaja,77,Ajmer
37507,Beda,262679,Jothari,90,Dungarpur
262815,Bedaghar,1382,Kotra,108,Udaipur
40799,Bedal,1334,Bali,102,Pali
42641,Bedawal,6846,Lasadiya,108,Udaipur
294729,Bedhadi Meenan,295151,Baijupada,88,Dausa
35303,Bedham,1195,Deeg,82,Bharatpur
294540,Bedla Khurd,1375,Bargaon,108,Udaipur
36399,Bedma,1223,Arnod,573,Pratapgarh
262538,Bedon Ka Bera,262762,Lohawat,98,Jodhpur
37593,Bedsa,262679,Jothari,90,Dungarpur
39825,Bedu,262760,Bapini,98,Jodhpur
262555,Bedu Kalannn,262760,Bapini,98,Jodhpur
34463,Bedwa,1174,Garhi,79,Banswara
262789,Bedwas,1378,Girwa,108,Udaipur
39432,Beebasar,1299,Jhunjhunu,97,Jhunjhunu
42367,Beechdi,262276,Kurabad,108,Udaipur
37130,Beechha,295066,Ramgarh Pachwara,88,Dausa
294786,Beechi,295308,Madhorajpura,93,Jaipur
34105,Beechpuri,1164,Neemrana,78,Alwar
294636,Beedoli,295066,Ramgarh Pachwara,88,Dausa
294863,Beedsar,1360,Lachhmangarh,105,Sikar
34139,Beeghota,1165,Rajgarh,78,Alwar
40008,Beejalpur,1314,Karauli,99,Karauli
294473,Beejasani,1307,Bilara,98,Jodhpur
40764,Beejathal,1333,Riyan Badi,101,Nagaur
35128,Beejawal,262776,Gadra Road,81,Barmer
294932,Beejawara,1255,Sagwara,90,Dungarpur
34172,Beejwa,1166,Ramgarh,78,Alwar
42002,Beejwad,1369,Deoli,107,Tonk
34068,Beejwad Chauhan,1163,Mandawar,78,Alwar
34304,Beejwar,295372,Malakheda,78,Alwar
36916,Beekamsara,1240,Sardarshahar,87,Churu
41119,Beekawas,1344,Amet,103,Rajsamand
35830,Beekran,1209,Mandalgarh,83,Bhilwara
34001,Beelaheri,1161,Kotkasim,78,Alwar
34630,Beelari,1178,Sajjangarh,79,Banswara
262213,Beelipara,1176,Kushalgarh,79,Banswara
34849,Beel Kheramal,1185,Shahbad,80,Baran
38221,Beelpur,1267,Amber,93,Jaipur
262551,Beelpur,1250,Dhaulpur,89,Dholpur
38616,Beelwa,1277,Sanganer,93,Jaipur
39462,Beelwa,1300,Khetri,97,Jhunjhunu
294408,Beelwan,1382,Kotra,108,Udaipur
38674,Beelwari,1279,Viratnagar,93,Jaipur
36788,Beenasar,1237,Churu,87,Churu
36826,Beenjawas,1238,Rajgarh,87,Churu
39713,Beenjwariya,1307,Bilara,98,Jodhpur
39833,Beenjwariya,262759,Tinwari,98,Jodhpur
33830,Beer,295190,Ajmer Rural,77,Ajmer
35256,Beerampura,1194,Bayana,82,Bharatpur
36881,Beeramsar,1239,Ratangarh,87,Churu
262853,Beerani,1306,Bhopalgarh,98,Jodhpur
34848,Beer Khera Dang,1185,Shahbad,80,Baran
262332,Beetan,1329,Merta,101,Nagaur
262568,Beethari,1311,Phalodi,98,Jodhpur
41722,Bega Ki Nangal,262226,Patan,105,Sikar
33752,Begaliyawas,1154,Masooda,77,Ajmer
34734,Begna,1181,Baran (Full),80,Baran
40386,Begsar,262369,Molasar,101,Nagaur
38479,Begus,1273,Jhotwara,93,Jaipur
38438,Behlor,295307,Andhi,93,Jaipur
35548,Behnera,1201,Sewar,82,Bharatpur
35503,Behrarekhpura,295303,Uchain,82,Bharatpur
34069,Behroj,1163,Mandawar,78,Alwar
34079,Behror Jat,1163,Mandawar,78,Alwar
35720,Bei,1206,Jahazpur,83,Bhilwara
262569,Beingti Khurd,1311,Phalodi,98,Jodhpur
36910,Bejasar,1240,Sardarshahar,87,Churu
42551,Bekriya,301231,Devla,108,Udaipur
294142,Bela,1199,Nagar Pahari,82,Bharatpur
262507,Belaka,1170,Umren,78,Alwar
41998,Belangari,1368,Sirohi,106,Sirohi
294012,Belasar,1214,Bikaner,84,Bikaner
39611,Belwa Khatriya,1304,Balesar,98,Jodhpur
39612,Belwa Ranaji,1304,Balesar,98,Jodhpur
35789,Bemali,295453,Kareda,83,Bhilwara
42362,Bemla,262276,Kurabad,108,Udaipur
262633,Ben,1255,Sagwara,90,Dungarpur
294558,Benan,262755,Peepad Sahar,98,Jodhpur
39887,Bengti Kalan,1311,Phalodi,98,Jodhpur
262141,Benisar,1218,Sri Dungargarh,84,Bikaner
40800,Bera,1334,Bali,102,Pali
295239,Bera Bas,1166,Ramgarh,78,Alwar
35673,Beran,1204,Banera,83,Bhilwara
262660,Beranari,1193,Siwana,81,Barmer
294222,Beras,6846,Lasadiya,108,Udaipur
36133,Berasar,1217,Nokha,84,Bikaner
40642,Berathal Kalan,262085,Khinvsar,101,Nagaur
40675,Berawas,262085,Khinvsar,101,Nagaur
295096,Berdi,1334,Bali,102,Pali
39826,Berdon Ka Bas,1310,Osian,98,Jodhpur
39537,Beri,295394,Pilani,97,Jhunjhunu
41781,Beri,1362,Piprali,105,Sikar
35080,Berigaon,262692,Gudhamalani,81,Barmer
40387,Beri Khurd,262369,Molasar,101,Nagaur
35169,Beriwala Tala,295251,Barmer Rural,81,Barmer
262600,Berka,1159,Kathumar,78,Alwar
40866,Ber Kalan,1336,Jaitaran,102,Pali
34024,Berla,1162,Laxmangarh,78,Alwar
39538,Berla,1302,Surajgarh,97,Jhunjhunu
293950,Berla,1169,Tijara,78,Alwar
35452,Berru,1199,Nagar Pahari,82,Bharatpur
38747,Bersiyala,1281,Sam,94,Jaisalmer
39794,Beru,295381,Keru,98,Jodhpur
40388,Berwa,262369,Molasar,101,Nagaur
38027,Berwala,6844,Tibbi,92,Hanumangarh
262609,Besarda,1300,Khetri,97,Jhunjhunu
40572,Besroli,1328,Makrana,101,Nagaur
41613,Beswa,1358,Fatehpur,105,Sikar
36821,Bewad,1238,Rajgarh,87,Churu
35790,Bhabhana,295453,Kareda,83,Bhilwara
42642,Bhabrana,262257,Jhallara,108,Udaipur
38675,Bhabroo,1279,Viratnagar,93,Jaipur
34406,Bhachadiya,262588,Talwara,79,Banswara
294857,Bhachariya Khas,262113,Chikhali,90,Dungarpur
39750,Bhacharna,1308,Luni,98,Jodhpur
34932,Bhachbhar,262681,Ramsar,81,Barmer
37594,Bhachdiya,1256,Simalwara,90,Dungarpur
36400,Bhachundla,295390,Dalot,573,Pratapgarh
262704,Bhadala Ki Dhani,295269,Palsana,105,Sikar
40389,Bhadaliya,262369,Molasar,101,Nagaur
40683,Bhadana,1331,Nagaur,101,Nagaur
262514,Bhadar,1256,Simalwara,90,Dungarpur
40999,Bhadarlau,1340,Rani Station,102,Pali
39427,Bhadarwas,295393,Mandawa,97,Jhunjhunu
36912,Bhadasar,1240,Sardarshahar,87,Churu
35419,Bhadeera,1198,Nadbai,82,Bharatpur
262304,Bhadera,1216,Lunkaransar,84,Bikaner
36483,Bhadesar,1226,Bhadesar,86,Chittorgarh
262211,Bhadga,262099,Sabla,90,Dungarpur
37969,Bhadi,1264,Bhadra,92,Hanumangarh
37325,Bhadiyana,262816,Saipau,89,Dholpur
34983,Bhadkha,295251,Barmer Rural,81,Barmer
36134,Bhadla,262410,Panchoo,84,Bikaner
294910,Bhadla,1305,Bap,98,Jodhpur
41477,Bhadlav,1355,Sawai Madhopur,104,Sawai Madhopur
295380,Bhadli,295289,Fathegarh,94,Jaisalmer
33721,Bhadoon,1153,Kishangarh (Silora),77,Ajmer
294393,Bhadora,1330,Mundwa,101,Nagaur
41363,Bhadoti,295310,Malarna Dungar,104,Sawai Madhopur
38839,Bhadrajun,1283,Ahore,95,Jalore
34933,Bhadresh,1187,Barmer,81,Barmer
294266,Bhadriya,1282,Sankra,94,Jaisalmer
39000,Bhadroona,1288,Sanchore,95,Jalore
35631,Bhadsi,295444,Badnor,83,Bhilwara
40729,Bhadsiya,1332,Parbatsar,101,Nagaur
36484,Bhadsora,1226,Bhadesar,86,Chittorgarh
35791,Bhadu,1208,Mandal,83,Bhilwara
39400,Bhadundakalan,1299,Jhunjhunu,97,Jhunjhunu
39429,Bhadunda Khurd,1299,Jhunjhunu,97,Jhunjhunu
38573,Bhadwa,295304,Kishangarh Renwal,93,Jaipur
40730,Bhadwa,1332,Parbatsar,101,Nagaur
37866,Bhadwanwala,1261,Raisinghnagar,91,Ganganagar
41645,Bhadwari,1359,Khandela,105,Sikar
38875,Bhagal Bheem,1284,Bhinmal,95,Jalore
38876,Bhagal Septa,1284,Bhinmal,95,Jalore
34568,Bhagatpura,1176,Kushalgarh,79,Banswara
38028,Bhagatpura,6843,Sangaria,92,Hanumangarh
295480,Bhagbhare Ki Beri,1190,Dhorimanna,81,Barmer
41723,Bhagega,1361,Neem Ka Thana,105,Sikar
36822,Bhagela,1238,Rajgarh,87,Churu
33870,Bhaggoo Ka Bas,1157,Bansur,78,Alwar
38912,Bhagli Sindhlan,1285,Jalore,95,Jalore
294245,Bhagoo Ka Gaon,1280,Jaisalmer,94,Jaisalmer
34464,Bhagora,1174,Garhi,79,Banswara
40897,Bhagora,1337,Kharchi(Mar.Jun),102,Pali
34518,Bhagoro Ka Kheda,1175,Ghatol,79,Banswara
37899,Bhagsar,1262,Sadulshahar,91,Ganganagar
35214,Bhagwa,1193,Siwana,81,Barmer
37930,Bhagwangarh,1263,Suratgarh,91,Ganganagar
33590,Bhagwanpura,262721,Sarwar,77,Ajmer
33782,Bhagwanpura,1155,Pisangan,77,Ajmer
35792,Bhagwanpura,1208,Mandal,83,Bhilwara
40484,Bhagwanpura,262096,Nawa,101,Nagaur
262270,Bhagwanpura,262727,Patodi,81,Barmer
36686,Bhagwan Pura,1234,Nimbahera,86,Chittorgarh
39201,Bhagwan Pura,1293,Khanpur,96,Jhalawar
37931,Bhagwansar,1263,Suratgarh,91,Ganganagar
33621,Bhagwantpura,1149,Arain,77,Ajmer
295229,Bhagwa Raghunathpura,1193,Siwana,81,Barmer
33902,Bhagwari Khurd,1158,Behror,78,Alwar
41478,Bhagwatgarh,262680,Chauth Ka Barwara,104,Sawai Madhopur
35504,Bhainsa,295303,Uchain,82,Bharatpur
41188,Bhainsa Kamed,1347,Khamnor,103,Rajsamand
36823,Bhainsali,1238,Rajgarh,87,Churu
34703,Bhainsara,1180,Atru,80,Baran
38797,Bhainsara,295290,Bhaniyana,94,Jaisalmer
38574,Bhainsawa,295302,Jobner,93,Jaipur
39353,Bhainsawat Khurd,295392,Singhana,97,Jhunjhunu
35336,Bhainseda,262581,Pahari,82,Bharatpur
294581,Bhainser Chawandiyali,262759,Tinwari,98,Jodhpur
38497,Bhainslana,262104,Paota,93,Jaipur
34025,Bhainsrawat,295311,Govindgarh,78,Alwar
36507,Bhainsrorgarh,1227,Bhainsrorgarh,86,Chittorgarh
294278,Bhairoo Khera,1151,Jawaja,77,Ajmer
41567,Bhairoopura,1357,Dhod,105,Sikar
262560,Bhairu Sagar,1310,Osian,98,Jodhpur
41053,Bhaisana,1342,Sojat,102,Pali
39153,Bhaisani,262161,Bhawani Mandi,96,Jhalawar
262676,Bhaisasingh,1364,Abu Road,106,Sirohi
35585,Bhaiseena,295301,Bhusawar,82,Bharatpur
37372,Bhaisena,1250,Dhaulpur,89,Dholpur
39830,Bhaiser Kotwali,262759,Tinwari,98,Jodhpur
38575,Bhaislana,295304,Kishangarh Renwal,93,Jaipur
294610,Bhaiv,1367,Sheoganj,106,Sirohi
40575,Bhaiya Kalan,1328,Makrana,101,Nagaur
294763,Bhajan Nagar,262762,Lohawat,98,Jodhpur
34140,Bhajeda,1165,Rajgarh,78,Alwar
34171,Bhajeet,1170,Umren,78,Alwar
34208,Bhajera,1167,Reni,78,Alwar
40138,Bhajera,1317,Todabhim,99,Karauli
36305,Bhajneri,1221,Nainwa,85,Bundi
262345,Bhakarsar,262727,Patodi,81,Barmer
38147,Bhakharanwala (10kwd),6845,Rawatsar,92,Hanumangarh
262480,Bhakhari,1310,Osian,98,Jodhpur
294918,Bhakhariya,1305,Bap,98,Jodhpur
35081,Bhakharpura,262692,Gudhamalani,81,Barmer
295264,Bhakheda,1170,Umren,78,Alwar
294206,Bhakhra,1381,Kherwara,108,Udaipur
294257,Bhakhrani,295289,Fathegarh,94,Jaisalmer
38029,Bhakhrawali,6843,Sangaria,92,Hanumangarh
295333,Bhakhri Khera,1186,Balotra,81,Barmer
294481,Bhakhron Ki Dhani,1310,Osian,98,Jodhpur
40731,Bhakri Maulas,1332,Parbatsar,101,Nagaur
41027,Bhakriwala,1341,Rohat,102,Pali
40684,Bhakrod,1331,Nagaur,101,Nagaur
42687,Bhaladiya,295185,Jaisamand,108,Udaipur
262656,Bhalaron Ka Bara,262774,Samdari,81,Barmer
34339,Bhaler Bhodar,1171,Anandpuri,79,Banswara
37009,Bhaleri,1242,Taranagar,87,Churu
35028,Bhalgaon,295252,Fagliya,81,Barmer
262839,Bhalikhal,1190,Dhorimanna,81,Barmer
35082,Bhalisar,1190,Dhorimanna,81,Barmer
42363,Bhallon Ka Guda,262276,Kurabad,108,Udaipur
38877,Bhalni,295292,Bagoda,95,Jalore
38498,Bhaloji,1274,Kotputli,93,Jaipur
39613,Bhaloo Anopgarh,262801,Sekhala,98,Jodhpur
262862,Bhaloo Laxmangarh,262801,Sekhala,98,Jodhpur
39614,Bhaloorajwa,262801,Sekhala,98,Jodhpur
294739,Bhaloo Ratangarh,295379,Chamu,98,Jodhpur
36766,Bhalotan Ki Kheri,1236,Rashmi,86,Chittorgarh
39354,Bhaloth,1297,Buhana,97,Jhunjhunu
294231,Bhalpur,1353,Gangapur City,104,Sawai Madhopur
39075,Bhalta,262180,Aklera,96,Jhalawar
36485,Bhalundi,1226,Bhadesar,86,Chittorgarh
36062,Bhaluri,295166,Bajju Khalsa,84,Bikaner
39399,Bhamarwasi,1298,Chirawa,97,Jhunjhunu
36787,Bhamasi,1237,Churu,87,Churu
36135,Bhamatsar,262410,Panchoo,84,Bikaner
295377,Bhambhara,295289,Fathegarh,94,Jaisalmer
38480,Bhambhori,1273,Jhotwara,93,Jaipur
38614,Bhambhoriya,1277,Sanganer,93,Jaipur
295502,Bhambhu Nagar,295254,Aadel,81,Barmer
38676,Bhamod,1279,Viratnagar,93,Jaipur
33591,Bhamolav,1149,Arain,77,Ajmer
41297,Bhana,1350,Rajsamand,103,Rajsamand
37970,Bhanai,1264,Bhadra,92,Hanumangarh
40139,Bhanakpura,1317,Todabhim,99,Karauli
42497,Bhanda,1381,Kherwara,108,Udaipur
294595,Bhanda,262760,Bapini,98,Jodhpur
40307,Bhanda Heda,1322,Sultanpur,100,Kota
294551,Bhandana,262601,Lawan,88,Dausa
40801,Bhandar,1334,Bali,102,Pali
35337,Bhandara,1196,Kaman,82,Bharatpur
294685,Bhandari,295153,Sikandara,88,Dausa
294844,Bhandari,1256,Simalwara,90,Dungarpur
40140,Bhandari Androoni,1317,Todabhim,99,Karauli
295042,Bhandawas,295478,Sawar,77,Ajmer
37042,Bhandeda,1243,Bandikui,88,Dausa
262330,Bhandiyawas,1186,Balotra,81,Barmer
42314,Bhandla,1377,Dhariawad,573,Pratapgarh
34302,Bhandodi,295372,Malakheda,78,Alwar
294716,Bhandoo Khurd,295376,Dhawa,98,Jodhpur
262363,Bhandu Charnan,1304,Balesar,98,Jodhpur
39923,Bhandu Jati,1304,Balesar,98,Jodhpur
39751,Bhandu Kalan,295376,Dhawa,98,Jodhpur
34305,Bhandwara,1170,Umren,78,Alwar
36063,Bhaneka Gaon,301218,Hadan,84,Bikaner
37971,Bhangarh,1264,Bhadra,92,Hanumangarh
40942,Bhangesar,1338,Pali,102,Pali
39961,Bhango,1313,Hindaun,99,Karauli
38148,Bhanguli,1266,Nohar,92,Hanumangarh
37972,Bhangwa,1264,Bhadra,92,Hanumangarh
37010,Bhanin,1242,Taranagar,87,Churu
36913,Bhanipura,1240,Sardarshahar,87,Churu
294175,Bhanipura,295168,Poogal,84,Bikaner
36962,Bhanisar Tejsinghotan,1241,Sujangarh,87,Churu
38796,Bhaniyana,295290,Bhaniyana,94,Jaisalmer
38537,Bhankarota,295308,Madhorajpura,93,Jaipur
37082,Bhankri,1244,Dausa,88,Dausa
40091,Bhankri,262184,Mandrayal,99,Karauli
33934,Bhanokhar,1159,Kathumar,78,Alwar
36427,Bhanooja,1224,Bari Sadri,86,Chittorgarh
34070,Bhanot,1163,Mandawar,78,Alwar
42405,Bhanpura,262243,Sayra,108,Udaipur
38439,Bhanpura Kalla,1272,Jamwa Ramgarh,93,Jaipur
294055,Bhansar,295168,Poogal,84,Bikaner
42590,Bhansol,1383,Mavli,108,Udaipur
42121,Bhansu,1372,Todaraisingh,107,Tonk
42003,Bhanthali,1369,Deoli,107,Tonk
36877,Bhanuda Bidawatan,1239,Ratangarh,87,Churu
35029,Bhanwar,262545,Sedwa,81,Barmer
294651,Bhanwarda,301221,Chhoti Sarwa,79,Banswara
34818,Bhanwargarh,1184,Kishanganj,80,Baran
40943,Bhanwari,1338,Pali,102,Pali
40248,Bhanwaria,1320,Ladpura,100,Kota
35030,Bhanwariya,295252,Fagliya,81,Barmer
37043,Bhanwata,1243,Bandikui,88,Dausa
294627,Bhanwata,295066,Ramgarh Pachwara,88,Dausa
42122,Bhanweta,1372,Todaraisingh,107,Tonk
41328,Bhanwra,1351,Bamanwas,104,Sawai Madhopur
38840,Bhanwrani,1283,Ahore,95,Jalore
33783,Bhanwta,295190,Ajmer Rural,77,Ajmer
40485,Bhanwta,1326,Kuchaman City,101,Nagaur
294771,Bhaopura,1272,Jamwa Ramgarh,93,Jaipur
39540,Bhaothari,1302,Surajgarh,97,Jhunjhunu
34407,Bhapor,1173,Banswara,79,Banswara
38615,Bhapura,1277,Sanganer,93,Jaipur
33690,Bharai,1152,Kekri,77,Ajmer
35897,Bharak,1211,Sahara,83,Bhilwara
37973,Bharawana (8 Dpn ),1264,Bhadra,92,Hanumangarh
294371,Bharda,262235,Rishbhdeo,108,Udaipur
42315,Bharev,6846,Lasadiya,108,Udaipur
38712,Bharewala,295288,Nachana,94,Jaisalmer
41524,Bharija,1356,Danta Ramgarh,105,Sikar
41877,Bharja,1365,Pindwara,106,Sirohi
294104,Bharja Nadi,295310,Malarna Dungar,104,Sawai Madhopur
262501,Bharkol,295372,Malakheda,78,Alwar
42316,Bharkundi,1377,Dhariawad,573,Pratapgarh
262462,Bharkunjra,295306,Saramathura,89,Dholpur
37293,Bharli,1249,Baseri,89,Dholpur
40573,Bharnai,1328,Makrana,101,Nagaur
41820,Bharni,1363,Sri Madhopur,105,Sikar
42154,Bharni,1373,Tonk,107,Tonk
35722,Bharni Kalan,1206,Jahazpur,83,Bhilwara
39428,Bharoo,295393,Mandawa,97,Jhunjhunu
36878,Bharpalsar Ladkhaniyan,1239,Ratangarh,87,Churu
40092,Bhartoon,1316,Sapotra,99,Karauli
38937,Bharudi,1284,Bhinmal,95,Jalore
41095,Bharunda,1343,Sumerpur,102,Pali
38999,Bharwal,1288,Sanchore,95,Jalore
36963,Bhaseena,1241,Sujangarh,87,Churu
37545,Bhasor,1255,Sagwara,90,Dungarpur
262566,Bhata,1192,Sindhari,81,Barmer
246043,Bhataki,6907,Chitalwana,95,Jalore
41909,Bhatana,1366,Reodar,106,Sirohi
262470,Bhatar,262584,Arthuna,79,Banswara
35384,Bhatawali,1197,Kumher,82,Bharatpur
262185,Bhat Bhamriya,295390,Dalot,573,Pratapgarh
262165,Bhateep,295294,Sarnau,95,Jalore
39615,Bhatelai Purohitan,1304,Balesar,98,Jodhpur
38269,Bhateri,295305,Tunga,93,Jaipur
42266,Bhatewar,295182,Vallabhnagar,108,Udaipur
39752,Bhatinda,1308,Luni,98,Jodhpur
39574,Bhatiwar,1303,Udaipurwati,97,Jhunjhunu
33784,Bhatiyani,1156,Srinagar,77,Ajmer
40606,Bhatiyon Ki Dhani,1329,Merta,101,Nagaur
295031,Bhatkheri,1229,Chhoti Sadri,573,Pratapgarh
294208,Bhatki,1381,Kherwara,108,Udaipur
294576,Bhatolao,262721,Sarwar,77,Ajmer
36428,Bhatoli,1224,Bari Sadri,86,Chittorgarh
36613,Bhatoli,1231,Dungla,86,Chittorgarh
41299,Bhatoli,1350,Rajsamand,103,Rajsamand
36612,Bhatoli Bagriyan,1231,Dungla,86,Chittorgarh
294968,Bhatpur,1254,Dungarpur,90,Dungarpur
35453,Bhatpura,1199,Nagar Pahari,82,Bharatpur
33785,Bhatsoori,1155,Pisangan,77,Ajmer
36656,Bhatton Ka Bamniya,1233,Kapasan,86,Chittorgarh
38222,Bhatton Ki Gali,262103,Jalsu,93,Jaipur
40802,Bhatund,1334,Bali,102,Pali
262585,Bhatwada,1254,Dungarpur,90,Dungarpur
34665,Bhatwara,295475,Mangrol,80,Baran
294787,Bhatwara,262588,Talwara,79,Banswara
39711,Bhavi,1307,Bilara,98,Jodhpur
40009,Bhavli,295309,Masalpur,99,Karauli
34788,Bhavpura,1183,Chhipabarod,80,Baran
41878,Bhavri,1365,Pindwara,106,Sirohi
41300,Bhawa,1350,Rajsamand,103,Rajsamand
39828,Bhawad,6901,Bawadi,98,Jodhpur
40765,Bhawal,1333,Riyan Badi,101,Nagaur
40440,Bhawala,1325,Jayal,101,Nagaur
36687,Bhawaliya,1234,Nimbahera,86,Chittorgarh
40643,Bhawanda,262085,Khinvsar,101,Nagaur
294591,Bhawandesar,1239,Ratangarh,87,Churu
38440,Bhawani,295307,Andhi,93,Jaipur
33786,Bhawani Khera,1156,Srinagar,77,Ajmer
36219,Bhawani Pura,1219,Hindoli,85,Bundi
35505,Bhawanpura,1200,Rupbas,82,Bharatpur
294693,Bhawanpura,1171,Anandpuri,79,Banswara
294289,Bhawlas,1208,Mandal,83,Bhilwara
37460,Bheana,301229,Gamdi Ahara,90,Dungarpur
35083,Bhedana,262692,Gudhamalani,81,Barmer
41479,Bhedola,262680,Chauth Ka Barwara,104,Sawai Madhopur
41614,Bheechri,1358,Fatehpur,105,Sikar
39831,Bheekamkor,262762,Lohawat,98,Jodhpur
