Year,District,NN/NP/NPP Name,Ward Name(Seat Category),Winning Candidate (Name-Party-Symbol),First Runner-up Candidate (Name-Party-Symbol),Name,Ward,Candidate,Party,Symbol,Votes Secured,Total Votes Polled,Invalid Votes,Tender Votes,Valid Votes
2008,देहरादून,न0पं0डोईवाला,५. रविदास मन्दिर (महिला ),तरूण -भारतीय राष्ट्रीय कांग्रेस -हाथ,सुरेन्द्र कौर -भारतीय जनता पार्टी -कमल,न0पं0डोईवाला,५. रविदास मन्दिर,सुरेन्द्र कौर,भारतीय जनता पार्टी,कमल,112,537,20,0,517
2008,देहरादून,न0पं0डोईवाला,५. रविदास मन्दिर (महिला ),तरूण -भारतीय राष्ट्रीय कांग्रेस -हाथ,सुरेन्द्र कौर -भारतीय जनता पार्टी -कमल,न0पं0डोईवाला,५. रविदास मन्दिर,रमन,निर्दलीय,बंगला,54,537,20,0,517
2008,देहरादून,न0पं0डोईवाला,५. रविदास मन्दिर (महिला ),तरूण -भारतीय राष्ट्रीय कांग्रेस -हाथ,सुरेन्द्र कौर -भारतीय जनता पार्टी -कमल,न0पं0डोईवाला,५. रविदास मन्दिर,लाजवन्ती,निर्दलीय,कप और प्लेट,17,537,20,0,517
2008,देहरादून,न0पं0डोईवाला,५. रविदास मन्दिर (महिला ),तरूण -भारतीय राष्ट्रीय कांग्रेस -हाथ,सुरेन्द्र कौर -भारतीय जनता पार्टी -कमल,न0पं0डोईवाला,५. रविदास मन्दिर,सिमरन कौर,निर्दलीय,पतंग,166,537,20,0,517
2008,देहरादून,न0पं0डोईवाला,१. अम्बेडकर नगर (अनु०जाति ),बालादेवी -निर्दलीय -गुड़िया,प्रवीण -भारतीय जनता पार्टी -कमल,न0पं0डोईवाला,१. अम्बेडकर नगर,महेश,बहुजन समाज पार्टी,हाथी,137,554,26,0,528
2008,देहरादून,न0पं0डोईवाला,१. अम्बेडकर नगर (अनु०जाति ),बालादेवी -निर्दलीय -गुड़िया,प्रवीण -भारतीय जनता पार्टी -कमल,न0पं0डोईवाला,१. अम्बेडकर नगर,बाबूलाल,भारतीय राष्ट्रीय कांग्रेस,हाथ,70,554,26,0,528
2008,देहरादून,न0पं0डोईवाला,१. अम्बेडकर नगर (अनु०जाति ),बालादेवी -निर्दलीय -गुड़िया,प्रवीण -भारतीय जनता पार्टी -कमल,न0पं0डोईवाला,१. अम्बेडकर नगर,प्रवीण,भारतीय जनता पार्टी,कमल,160,554,26,0,528
2008,देहरादून,न0पा0प0विकासनगर,९. इन्दिरा उद्यान (अनारक्षित ),राजेन्द्र (राजू बिन्जोला) -भारतीय जनता पार्टी -कमल,बिपिन कुमार गर्ग -भारतीय राष्ट्रीय कांग्रेस -हाथ,न0पा0प0विकासनगर,९. इन्दिरा उद्यान,बिपिन कुमार गर्ग,भारतीय राष्ट्रीय कांग्रेस,हाथ,210,683,12,0,671
2008,देहरादून,न0पा0प0विकासनगर,३. आर्य समाज (अनारक्षित ),नितिन जाय प्रकाश(शम्मी) -भारतीय राष्ट्रीय कांग्रेस -हाथ,प्रशान्त शर्मा -भारतीय जनता पार्टी -कमल,न0पा0प0विकासनगर,३. आर्य समाज,नुसरत,बहुजन समाज पार्टी,हाथी,46,1088,18,0,1070
2008,देहरादून,न0पा0प0विकासनगर,३. आर्य समाज (अनारक्षित ),नितिन जाय प्रकाश(शम्मी) -भारतीय राष्ट्रीय कांग्रेस -हाथ,प्रशान्त शर्मा -भारतीय जनता पार्टी -कमल,न0पा0प0विकासनगर,३. आर्य समाज,प्रशान्त शर्मा,भारतीय जनता पार्टी,कमल,333,1088,18,0,1070
2008,देहरादून,न0पा0प0विकासनगर,४. बाबूगढ़ (अनु०जाति ),अमर सिंह -भारतीय जनता पार्टी -कमल,सीता राम -भारतीय राष्ट्रीय कांग्रेस -हाथ,न0पा0प0विकासनगर,४. बाबूगढ़,अमर सिंह,भारतीय जनता पार्टी,कमल,214,597,33,0,564
2008,देहरादून,न0पा0प0विकासनगर,४. बाबूगढ़ (अनु०जाति ),अमर सिंह -भारतीय जनता पार्टी -कमल,सीता राम -भारतीय राष्ट्रीय कांग्रेस -हाथ,न0पा0प0विकासनगर,४. बाबूगढ़,सीता राम,भारतीय राष्ट्रीय कांग्रेस,हाथ,203,597,33,0,564
2008,देहरादून,न0पा0प0विकासनगर,४. बाबूगढ़ (अनु०जाति ),अमर सिंह -भारतीय जनता पार्टी -कमल,सीता राम -भारतीय राष्ट्रीय कांग्रेस -हाथ,न0पा0प0विकासनगर,४. बाबूगढ़,सुरेन्द्र कुमार,बहुजन समाज पार्टी,हाथी,147,597,33,0,564
2008,देहरादून,न0पा0प0विकासनगर,५. कल्याणपुर (अनारक्षित ),अनुपम -भारतीय राष्ट्रीय कांग्रेस -हाथ,राजेश कुमार -भारतीय जनता पार्टी -कमल,न0पा0प0विकासनगर,५. कल्याणपुर,अनुपम,भारतीय राष्ट्रीय कांग्रेस,हाथ,410,1091,58,0,1033
2008,देहरादून,न0पा0प0विकासनगर,५. कल्याणपुर (अनारक्षित ),अनुपम -भारतीय राष्ट्रीय कांग्रेस -हाथ,राजेश कुमार -भारतीय जनता पार्टी -कमल,न0पा0प0विकासनगर,५. कल्याणपुर,राजेश कुमार,भारतीय जनता पार्टी,कमल,213,1091,58,0,1033
2008,देहरादून,न0पा0प0विकासनगर,५. कल्याणपुर (अनारक्षित ),अनुपम -भारतीय राष्ट्रीय कांग्रेस -हाथ,राजेश कुमार -भारतीय जनता पार्टी -कमल,न0पा0प0विकासनगर,५. कल्याणपुर,श्रवण यादव,बहुजन समाज पार्टी,हाथी,140,1091,58,0,1033
2008,देहरादून,न0पा0प0विकासनगर,५. कल्याणपुर (अनारक्षित ),अनुपम -भारतीय राष्ट्रीय कांग्रेस -हाथ,राजेश कुमार -भारतीय जनता पार्टी -कमल,न0पा0प0विकासनगर,५. कल्याणपुर,अनुराधा सजवाण,निर्दलीय,कैंची,88,1091,58,0,1033
2008,देहरादून,न0पा0प0विकासनगर,५. कल्याणपुर (अनारक्षित ),अनुपम -भारतीय राष्ट्रीय कांग्रेस -हाथ,राजेश कुमार -भारतीय जनता पार्टी -कमल,न0पा0प0विकासनगर,५. कल्याणपुर,मुनीर अहमद,निर्दलीय,कप और प्लेट,55,1091,58,0,1033
2008,देहरादून,न0पा0प0विकासनगर,२. मुस्लिम बस्ती (पिछड़ी जाति ),जमशेद अहमद -भारतीय राष्ट्रीय कांग्रेस -हाथ,विपुल कुमार -भारतीय जनता पार्टी -कमल,न0पा0प0विकासनगर,२. मुस्लिम बस्ती,शमशाद,निर्दलीय,कप और प्लेट,11,672,19,0,653
2008,देहरादून,न0पा0प0विकासनगर,५. कल्याणपुर (अनारक्षित ),अनुपम -भारतीय राष्ट्रीय कांग्रेस -हाथ,राजेश कुमार -भारतीय जनता पार्टी -कमल,न0पा0प0विकासनगर,५. कल्याणपुर,मोहन लाल,निर्दलीय,छत का पंखा,73,1091,58,0,1033
2008,देहरादून,न0पा0प0विकासनगर,६. राजेन्द्र नगर (महिला ),अर्चना सेठी -भारतीय राष्ट्रीय कांग्रेस -हाथ,परमजीत कौर सलूजा -भारतीय जनता पार्टी -कमल,न0पा0प0विकासनगर,६. राजेन्द्र नगर,अर्चना सेठी,भारतीय राष्ट्रीय कांग्रेस,हाथ,241,466,21,0,445
2008,देहरादून,न0पा0प0विकासनगर,६. राजेन्द्र नगर (महिला ),अर्चना सेठी -भारतीय राष्ट्रीय कांग्रेस -हाथ,परमजीत कौर सलूजा -भारतीय जनता पार्टी -कमल,न0पा0प0विकासनगर,६. राजेन्द्र नगर,परमजीत कौर सलूजा,भारतीय जनता पार्टी,कमल,191,466,21,0,445
2008,देहरादून,न0पा0प0विकासनगर,६. राजेन्द्र नगर (महिला ),अर्चना सेठी -भारतीय राष्ट्रीय कांग्रेस -हाथ,परमजीत कौर सलूजा -भारतीय जनता पार्टी -कमल,न0पा0प0विकासनगर,६. राजेन्द्र नगर,मोनिक तुली,बहुजन समाज पार्टी,हाथी,13,466,21,0,445
2008,देहरादून,न0पा0प0विकासनगर,७. चर्च (महिला ),सोनिया सप्पल-भारतीय जनता पार्टी -कमल,श्रीमती प्रजेश गुप्ता -भारतीय राष्ट्रीय कांग्रेस -हाथ,न0पा0प0विकासनगर,७. चर्च,अरूणा रोहिला,बहुजन समाज पार्टी,हाथी,34,634,6,0,628
2008,देहरादून,न0पा0प0विकासनगर,७. चर्च (महिला ),सोनिया सप्पल-भारतीय जनता पार्टी -कमल,श्रीमती प्रजेश गुप्ता -भारतीय राष्ट्रीय कांग्रेस -हाथ,न0पा0प0विकासनगर,७. चर्च,श्रीमती प्रजेश गुप्ता,भारतीय राष्ट्रीय कांग्रेस,हाथ,240,634,6,0,628
2008,देहरादून,न0पा0प0विकासनगर,७. चर्च (महिला ),सोनिया सप्पल-भारतीय जनता पार्टी -कमल,श्रीमती प्रजेश गुप्ता -भारतीय राष्ट्रीय कांग्रेस -हाथ,न0पा0प0विकासनगर,७. चर्च,सोनिया सप्पल,भारतीय जनता पार्टी,कमल,354,634,6,0,628
2008,देहरादून,न0पा0प0विकासनगर,८. धर्मशाला (अनारक्षित ),धर्मेन्द्र ठाकुर -भारतीय जनता पार्टी -कमल,आकाश पंवार -भारतीय राष्ट्रीय कांग्रेस -हाथ,न0पा0प0विकासनगर,८. धर्मशाला,आकाश पंवार,भारतीय राष्ट्रीय कांग्रेस,हाथ,489,1094,16,0,1078
2008,देहरादून,न0पा0प0विकासनगर,८. धर्मशाला (अनारक्षित ),धर्मेन्द्र ठाकुर -भारतीय जनता पार्टी -कमल,आकाश पंवार -भारतीय राष्ट्रीय कांग्रेस -हाथ,न0पा0प0विकासनगर,८. धर्मशाला,धर्मेन्द्र ठाकुर,भारतीय जनता पार्टी,कमल,580,1094,16,0,1078
2008,देहरादून,न0पा0प0विकासनगर,८. धर्मशाला (अनारक्षित ),धर्मेन्द्र ठाकुर -भारतीय जनता पार्टी -कमल,आकाश पंवार -भारतीय राष्ट्रीय कांग्रेस -हाथ,न0पा0प0विकासनगर,८. धर्मशाला,रबिया (रजू),बहुजन समाज पार्टी,हाथी,9,1094,16,0,1078
2008,देहरादून,न0पा0प0विकासनगर,९. इन्दिरा उद्यान (अनारक्षित ),राजेन्द्र (राजू बिन्जोला) -भारतीय जनता पार्टी -कमल,बिपिन कुमार गर्ग -भारतीय राष्ट्रीय कांग्रेस -हाथ,न0पा0प0विकासनगर,९. इन्दिरा उद्यान,राजेन्द्र (राजू बिन्जोला),भारतीय जनता पार्टी,कमल,461,683,12,0,671
2008,देहरादून,न0पा0प0विकासनगर,५. कल्याणपुर (अनारक्षित ),अनुपम -भारतीय राष्ट्रीय कांग्रेस -हाथ,राजेश कुमार -भारतीय जनता पार्टी -कमल,न0पा0प0विकासनगर,५. कल्याणपुर,विजय भट्ट,निर्दलीय,गैस सिलेन्डर,54,1091,58,0,1033
2008,देहरादून,न0पा0प0मसूरी,४.लण्ढ़ौर नार्थ एण्ड साउथ (अनारक्षित ),सुशील कुमार -निर्दलीय -बस,प्रवीण पंवार -भारतीय जनता पार्टी -कमल,न0पा0प0मसूरी,४.लण्ढ़ौर नार्थ एण्ड साउथ,अनिल गोयल उर्फ टानू,निर्दलीय,टार्च,285,1357,34,0,1323
2008,देहरादून,न0पा0प0मसूरी,४.लण्ढ़ौर नार्थ एण्ड साउथ (अनारक्षित ),सुशील कुमार -निर्दलीय -बस,प्रवीण पंवार -भारतीय जनता पार्टी -कमल,न0पा0प0मसूरी,४.लण्ढ़ौर नार्थ एण्ड साउथ,अजय प्रसाद उनियाल,निर्दलीय,केतली,54,1357,34,0,1323
2008,देहरादून,न0पा0प0मसूरी,४.लण्ढ़ौर नार्थ एण्ड साउथ (अनारक्षित ),सुशील कुमार -निर्दलीय -बस,प्रवीण पंवार -भारतीय जनता पार्टी -कमल,न0पा0प0मसूरी,४.लण्ढ़ौर नार्थ एण्ड साउथ,सुरेन्द्र सिंह,भारतीय राष्ट्रीय कांग्रेस,हाथ,240,1357,34,0,1323
2008,देहरादून,न0पा0प0ऋषिकेश,११.दुर्गा मन्दिर (अनारक्षित ),तेज बहादुर यादव -भारतीय जनता पार्टी -कमल,दिनेश रावत -भारतीय राष्ट्रीय कांग्रेस -हाथ,न0पा0प0ऋषिकेश,११.दुर्गा मन्दिर,श्री निवास पाण्डे,उत्तराखण्ड क्रान्ति दल,कुर्सी,42,1345,76,0,1269
2008,देहरादून,न0पा0प0ऋषिकेश,११.दुर्गा मन्दिर (अनारक्षित ),तेज बहादुर यादव -भारतीय जनता पार्टी -कमल,दिनेश रावत -भारतीय राष्ट्रीय कांग्रेस -हाथ,न0पा0प0ऋषिकेश,११.दुर्गा मन्दिर,कर्ण सिंह,निर्दलीय,पतंग,294,1345,76,0,1269
2008,देहरादून,न0पा0प0ऋषिकेश,११.दुर्गा मन्दिर (अनारक्षित ),तेज बहादुर यादव -भारतीय जनता पार्टी -कमल,दिनेश रावत -भारतीय राष्ट्रीय कांग्रेस -हाथ,न0पा0प0ऋषिकेश,११.दुर्गा मन्दिर,ओ.पी.शर्मा,निर्दलीय,बाल्टी,81,1345,76,0,1269
2008,देहरादून,न0पा0प0ऋषिकेश,११.दुर्गा मन्दिर (अनारक्षित ),तेज बहादुर यादव -भारतीय जनता पार्टी -कमल,दिनेश रावत -भारतीय राष्ट्रीय कांग्रेस -हाथ,न0पा0प0ऋषिकेश,११.दुर्गा मन्दिर,तिलक विश्वास,निर्दलीय,कप और प्लेट,68,1345,76,0,1269
2008,देहरादून,न0पा0प0ऋषिकेश,१२.श्रीभरत मन्दिर (अनारक्षित ),रामकृृपाल गौतम -निर्दलीय -बाल्टी,बाबूराम शर्मा -भारतीय राष्ट्रीय कांग्रेस -हाथ,न0पा0प0ऋषिकेश,१२.श्रीभरत मन्दिर,बाबूराम शर्मा,भारतीय राष्ट्रीय कांग्रेस,हाथ,401,2252,146,0,2106
2008,देहरादून,न0पा0प0ऋषिकेश,१२.श्रीभरत मन्दिर (अनारक्षित ),रामकृृपाल गौतम -निर्दलीय -बाल्टी,बाबूराम शर्मा -भारतीय राष्ट्रीय कांग्रेस -हाथ,न0पा0प0ऋषिकेश,१२.श्रीभरत मन्दिर,राकेश गुप्ता,भारतीय जनता पार्टी,कमल,306,2252,146,0,2106
2008,देहरादून,न0पा0प0ऋषिकेश,१२.श्रीभरत मन्दिर (अनारक्षित ),रामकृृपाल गौतम -निर्दलीय -बाल्टी,बाबूराम शर्मा -भारतीय राष्ट्रीय कांग्रेस -हाथ,न0पा0प0ऋषिकेश,१२.श्रीभरत मन्दिर,अमित जैन,निर्दलीय,कप और प्लेट,156,2252,146,0,2106
2008,देहरादून,न0पा0प0ऋषिकेश,१२.श्रीभरत मन्दिर (अनारक्षित ),रामकृृपाल गौतम -निर्दलीय -बाल्टी,बाबूराम शर्मा -भारतीय राष्ट्रीय कांग्रेस -हाथ,न0पा0प0ऋषिकेश,१२.श्रीभरत मन्दिर,राजपाल सिंह यादव,निर्दलीय,पतंग,108,2252,146,0,2106
2008,देहरादून,न0पा0प0ऋषिकेश,१२.श्रीभरत मन्दिर (अनारक्षित ),रामकृृपाल गौतम -निर्दलीय -बाल्टी,बाबूराम शर्मा -भारतीय राष्ट्रीय कांग्रेस -हाथ,न0पा0प0ऋषिकेश,१२.श्रीभरत मन्दिर,रामकृृपाल गौतम,निर्दलीय,बाल्टी,1135,2252,146,0,2106
2008,देहरादून,न0पा0प0ऋषिकेश,१३.सोमेश्वर नगर (अनारक्षित ),संजय ध्यानी -भारतीय राष्ट्रीय कांग्रेस -हाथ,पूरण सिंह पंवार -भारतीय जनता पार्टी -कमल,न0पा0प0ऋषिकेश,१३.सोमेश्वर नगर,पूरण सिंह पंवार,भारतीय जनता पार्टी,कमल,348,1578,79,0,1499
2008,देहरादून,न0पा0प0ऋषिकेश,१३.सोमेश्वर नगर (अनारक्षित ),संजय ध्यानी -भारतीय राष्ट्रीय कांग्रेस -हाथ,पूरण सिंह पंवार -भारतीय जनता पार्टी -कमल,न0पा0प0ऋषिकेश,१३.सोमेश्वर नगर,संजय ध्यानी,भारतीय राष्ट्रीय कांग्रेस,हाथ,360,1578,79,0,1499
2008,देहरादून,न0पा0प0ऋषिकेश,१३.सोमेश्वर नगर (अनारक्षित ),संजय ध्यानी -भारतीय राष्ट्रीय कांग्रेस -हाथ,पूरण सिंह पंवार -भारतीय जनता पार्टी -कमल,न0पा0प0ऋषिकेश,१३.सोमेश्वर नगर,अमित चौहान,निर्दलीय,कप और प्लेट,183,1578,79,0,1499
2008,देहरादून,न0पा0प0ऋषिकेश,१३.सोमेश्वर नगर (अनारक्षित ),संजय ध्यानी -भारतीय राष्ट्रीय कांग्रेस -हाथ,पूरण सिंह पंवार -भारतीय जनता पार्टी -कमल,न0पा0प0ऋषिकेश,१३.सोमेश्वर नगर,कंवर सिंह,निर्दलीय,गुड़िया,99,1578,79,0,1499
2008,देहरादून,न0पा0प0ऋषिकेश,१३.सोमेश्वर नगर (अनारक्षित ),संजय ध्यानी -भारतीय राष्ट्रीय कांग्रेस -हाथ,पूरण सिंह पंवार -भारतीय जनता पार्टी -कमल,न0पा0प0ऋषिकेश,१३.सोमेश्वर नगर,पुरूषोत्तम दत्त,निर्दलीय,अल्मारी,192,1578,79,0,1499
2008,देहरादून,न0पा0प0ऋषिकेश,१३.सोमेश्वर नगर (अनारक्षित ),संजय ध्यानी -भारतीय राष्ट्रीय कांग्रेस -हाथ,पूरण सिंह पंवार -भारतीय जनता पार्टी -कमल,न0पा0प0ऋषिकेश,१३.सोमेश्वर नगर,मनीष कुमार शर्मा,निर्दलीय,टार्च,80,1578,79,0,1499
2008,देहरादून,न0पा0प0ऋषिकेश,१३.सोमेश्वर नगर (अनारक्षित ),संजय ध्यानी -भारतीय राष्ट्रीय कांग्रेस -हाथ,पूरण सिंह पंवार -भारतीय जनता पार्टी -कमल,न0पा0प0ऋषिकेश,१३.सोमेश्वर नगर,मोहन सिंह,निर्दलीय,पतंग,120,1578,79,0,1499
2008,देहरादून,न0पा0प0ऋषिकेश,१३.सोमेश्वर नगर (अनारक्षित ),संजय ध्यानी -भारतीय राष्ट्रीय कांग्रेस -हाथ,पूरण सिंह पंवार -भारतीय जनता पार्टी -कमल,न0पा0प0ऋषिकेश,१३.सोमेश्वर नगर,संजय,निर्दलीय,वायुयान,82,1578,79,0,1499
2008,देहरादून,न0पा0प0ऋषिकेश,१३.सोमेश्वर नगर (अनारक्षित ),संजय ध्यानी -भारतीय राष्ट्रीय कांग्रेस -हाथ,पूरण सिंह पंवार -भारतीय जनता पार्टी -कमल,न0पा0प0ऋषिकेश,१३.सोमेश्वर नगर,हरिओम,निर्दलीय,घंटी,35,1578,79,0,1499
2008,देहरादून,न0पा0प0ऋषिकेश,१४.आदर्श ग्राम (अनारक्षित ),खुशहाल सिंह राणा -भारतीय राष्ट्रीय कांग्रेस -हाथ,भानु प्रकाश रागड़ -भारतीय जनता पार्टी -कमल,न0पा0प0ऋषिकेश,१४.आदर्श ग्राम,खुशहाल सिंह राणा,भारतीय राष्ट्रीय कांग्रेस,हाथ,498,1531,39,0,1492
2008,देहरादून,न0पा0प0ऋषिकेश,१४.आदर्श ग्राम (अनारक्षित ),खुशहाल सिंह राणा -भारतीय राष्ट्रीय कांग्रेस -हाथ,भानु प्रकाश रागड़ -भारतीय जनता पार्टी -कमल,न0पा0प0ऋषिकेश,१४.आदर्श ग्राम,भानु प्रकाश रागड़,भारतीय जनता पार्टी,कमल,342,1531,39,0,1492
2008,देहरादून,न0पा0प0ऋषिकेश,१४.आदर्श ग्राम (अनारक्षित ),खुशहाल सिंह राणा -भारतीय राष्ट्रीय कांग्रेस -हाथ,भानु प्रकाश रागड़ -भारतीय जनता पार्टी -कमल,न0पा0प0ऋषिकेश,१४.आदर्श ग्राम,धीरेन्द्र सिंह रागड़,निर्दलीय,कप और प्लेट,107,1531,39,0,1492
2008,देहरादून,न0पा0प0ऋषिकेश,११.दुर्गा मन्दिर (अनारक्षित ),तेज बहादुर यादव -भारतीय जनता पार्टी -कमल,दिनेश रावत -भारतीय राष्ट्रीय कांग्रेस -हाथ,न0पा0प0ऋषिकेश,११.दुर्गा मन्दिर,दिनेश रावत,भारतीय राष्ट्रीय कांग्रेस,हाथ,368,1345,76,0,1269
2008,देहरादून,न0पा0प0ऋषिकेश,११.दुर्गा मन्दिर (अनारक्षित ),तेज बहादुर यादव -भारतीय जनता पार्टी -कमल,दिनेश रावत -भारतीय राष्ट्रीय कांग्रेस -हाथ,न0पा0प0ऋषिकेश,११.दुर्गा मन्दिर,तेज बहादुर यादव,भारतीय जनता पार्टी,कमल,416,1345,76,0,1269
2008,देहरादून,न0पा0प0ऋषिकेश,१०.न्यू-त्रिवेणी कालोनी (महिला ),श्रीमती पुष्पा -भारतीय राष्ट्रीय कांग्रेस -हाथ,सीमान्ती देवी -निर्दलीय -बाल्टी,न0पा0प0ऋषिकेश,१०.न्यू-त्रिवेणी कालोनी,श्रीमती सुमन गोस्वामी,निर्दलीय,पतंग,38,1233,121,0,1112
2008,देहरादून,न0पा0प0ऋषिकेश,१०.न्यू-त्रिवेणी कालोनी (महिला ),श्रीमती पुष्पा -भारतीय राष्ट्रीय कांग्रेस -हाथ,सीमान्ती देवी -निर्दलीय -बाल्टी,न0पा0प0ऋषिकेश,१०.न्यू-त्रिवेणी कालोनी,सुलेखा देवी,निर्दलीय,कप और प्लेट,187,1233,121,0,1112
2008,देहरादून,न0पा0प0ऋषिकेश,५.कुम्हार बाड़ा (पिछड़ी जाति ),अरिवन्द शाह -भारतीय जनता पार्टी -कमल,अजय शर्मा अज्जू-भारतीय राष्ट्रीय कांग्रेस -हाथ,न0पा0प0ऋषिकेश,५.कुम्हार बाड़ा,स्वामीनाथ,निर्दलीय,बाल्टी,237,1381,72,0,1309
2008,देहरादून,न0पा0प0ऋषिकेश,६.नेहरू मार्ग (महिला ),राजकुमारी जुगरान -भारतीय जनता पार्टी -कमल,शशीरेखा रावत -निर्दलीय -कप और प्लेट,न0पा0प0ऋषिकेश,६.नेहरू मार्ग,श्रीमती यशोदा देवी,भारतीय राष्ट्रीय कांग्रेस,हाथ,146,1143,40,0,1103
2008,देहरादून,न0पा0प0ऋषिकेश,६.नेहरू मार्ग (महिला ),राजकुमारी जुगरान -भारतीय जनता पार्टी -कमल,शशीरेखा रावत -निर्दलीय -कप और प्लेट,न0पा0प0ऋषिकेश,६.नेहरू मार्ग,राजकुमारी जुगरान,भारतीय जनता पार्टी,कमल,436,1143,40,0,1103
2008,देहरादून,न0पा0प0ऋषिकेश,६.नेहरू मार्ग (महिला ),राजकुमारी जुगरान -भारतीय जनता पार्टी -कमल,शशीरेखा रावत -निर्दलीय -कप और प्लेट,न0पा0प0ऋषिकेश,६.नेहरू मार्ग,श्रीमती रोशनी देवी,निर्दलीय,अल्मारी,46,1143,40,0,1103
2008,देहरादून,न0पा0प0ऋषिकेश,६.नेहरू मार्ग (महिला ),राजकुमारी जुगरान -भारतीय जनता पार्टी -कमल,शशीरेखा रावत -निर्दलीय -कप और प्लेट,न0पा0प0ऋषिकेश,६.नेहरू मार्ग,शशीरेखा रावत,निर्दलीय,कप और प्लेट,272,1143,40,0,1103
2008,देहरादून,न0पा0प0ऋषिकेश,६.नेहरू मार्ग (महिला ),राजकुमारी जुगरान -भारतीय जनता पार्टी -कमल,शशीरेखा रावत -निर्दलीय -कप और प्लेट,न0पा0प0ऋषिकेश,६.नेहरू मार्ग,श्रीमती सरिता पोखरियाल,निर्दलीय,पतंग,203,1143,40,0,1103
2008,देहरादून,न0पा0प0ऋषिकेश,७.गंगा विहार (महिला ),अनिता बहल -भारतीय जनता पार्टी -कमल,सुनीत कौर मिनोजा -निर्दलीय -कप और प्लेट,न0पा0प0ऋषिकेश,७.गंगा विहार,अनिता बहल,भारतीय जनता पार्टी,कमल,461,1054,44,0,1010
2008,देहरादून,न0पा0प0ऋषिकेश,७.गंगा विहार (महिला ),अनिता बहल -भारतीय जनता पार्टी -कमल,सुनीत कौर मिनोजा -निर्दलीय -कप और प्लेट,न0पा0प0ऋषिकेश,७.गंगा विहार,श्रीमती कृष्णा तिवारी,भारतीय राष्ट्रीय कांग्रेस,हाथ,134,1054,44,0,1010
2008,देहरादून,न0पा0प0ऋषिकेश,७.गंगा विहार (महिला ),अनिता बहल -भारतीय जनता पार्टी -कमल,सुनीत कौर मिनोजा -निर्दलीय -कप और प्लेट,न0पा0प0ऋषिकेश,७.गंगा विहार,सुनीत कौर मिनोजा,निर्दलीय,कप और प्लेट,415,1054,44,0,1010
2008,देहरादून,न0पा0प0ऋषिकेश,८.सोमेश्वर मन्दिर (महिला ),पुष्पा -निर्दलीय -पतंग,श्रीमती मुकेश चौधरी -निर्दलीय -ईंट,न0पा0प0ऋषिकेश,८.सोमेश्वर मन्दिर,कमलेश जैन,भारतीय जनता पार्टी,कमल,259,1219,53,0,1166
2008,देहरादून,न0पा0प0ऋषिकेश,१४.आदर्श ग्राम (अनारक्षित ),खुशहाल सिंह राणा -भारतीय राष्ट्रीय कांग्रेस -हाथ,भानु प्रकाश रागड़ -भारतीय जनता पार्टी -कमल,न0पा0प0ऋषिकेश,१४.आदर्श ग्राम,मनीष शर्मा,निर्दलीय,पतंग,237,1531,39,0,1492
2008,देहरादून,न0पा0प0ऋषिकेश,८.सोमेश्वर मन्दिर (महिला ),पुष्पा -निर्दलीय -पतंग,श्रीमती मुकेश चौधरी -निर्दलीय -ईंट,न0पा0प0ऋषिकेश,८.सोमेश्वर मन्दिर,श्रीमती सन्तोष कश्यप,बहुजन समाज पार्टी,हाथी,51,1219,53,0,1166
2008,देहरादून,न0पा0प0ऋषिकेश,८.सोमेश्वर मन्दिर (महिला ),पुष्पा -निर्दलीय -पतंग,श्रीमती मुकेश चौधरी -निर्दलीय -ईंट,न0पा0प0ऋषिकेश,८.सोमेश्वर मन्दिर,पुष्पा,निर्दलीय,पतंग,409,1219,53,0,1166
2008,देहरादून,न0पा0प0ऋषिकेश,८.सोमेश्वर मन्दिर (महिला ),पुष्पा -निर्दलीय -पतंग,श्रीमती मुकेश चौधरी -निर्दलीय -ईंट,न0पा0प0ऋषिकेश,८.सोमेश्वर मन्दिर,मीना देवी जायसवाल,निर्दलीय,गुड़िया,91,1219,53,0,1166
2008,देहरादून,न0पा0प0ऋषिकेश,८.सोमेश्वर मन्दिर (महिला ),पुष्पा -निर्दलीय -पतंग,श्रीमती मुकेश चौधरी -निर्दलीय -ईंट,न0पा0प0ऋषिकेश,८.सोमेश्वर मन्दिर,श्रीमती मुकेश चौधरी,निर्दलीय,ईंट,303,1219,53,0,1166
2008,देहरादून,न0पा0प0ऋषिकेश,९.सदानन्द मार्ग (महिला ),जसविन्दर कौर -निर्दलीय -कप और प्लेट,सुधा सिंह -भारतीय जनता पार्टी -कमल,न0पा0प0ऋषिकेश,९.सदानन्द मार्ग,सुधा सिंह,भारतीय जनता पार्टी,कमल,317,942,21,0,921
2008,देहरादून,न0पा0प0ऋषिकेश,९.सदानन्द मार्ग (महिला ),जसविन्दर कौर -निर्दलीय -कप और प्लेट,सुधा सिंह -भारतीय जनता पार्टी -कमल,न0पा0प0ऋषिकेश,९.सदानन्द मार्ग,श्रद्धा वर्मा,भारतीय राष्ट्रीय कांग्रेस,हाथ,128,942,21,0,921
2008,देहरादून,न0पा0प0ऋषिकेश,९.सदानन्द मार्ग (महिला ),जसविन्दर कौर -निर्दलीय -कप और प्लेट,सुधा सिंह -भारतीय जनता पार्टी -कमल,न0पा0प0ऋषिकेश,९.सदानन्द मार्ग,जसविन्दर कौर,निर्दलीय,कप और प्लेट,476,942,21,0,921
